"","GTEX-Y8DK-0011-R10A-SM-HAKY1","GTEX-UTHO-0011-R10A-SM-HAKY2","GTEX-P44H-0011-R10A-SM-HAKXX","GTEX-RU72-0011-R10A-SM-HAKXS","GTEX-QVJO-0011-R10A-SM-HAKXV","GTEX-R55F-0011-R10A-SM-HAKXY","GTEX-RN5K-0011-R10A-SM-HAKXU","GTEX-NPJ7-0011-R10A-SM-HAKXW","GTEX-WVLH-0011-R10A-SM-HAKXZ"
"PRL",0.0359,0.3071,0,0,0,0,0.0603,0.2232,0.0762
"ISG20",2.8588,5.3982,1.9673,2.1666,2.9663,3.1725,2.9863,1.872,1.4906
"MBOAT1",0.3205,1.4227,0.6798,0.9828,1.0857,0.7723,1.7954,1.1076,0.5922
"ID4",37.4977,20.8054,66.7174,80.8063,52.291,40.2935,84.4077,50.4624,34.8219
"GPR22",59.9954,47.8095,44.1129,34.361,48.2473,46.8027,13.694,52.8374,59.1017
"CXCR6",0.4624,3.2212,1.1454,1.4686,1.7676,1.4255,4.9825,1.3253,0.7073
"CEBPB",15.5207,14.1807,17.6812,12.6618,11.7585,24.5194,38.0491,20.9541,16.7414
"AZU1",0.749,1.2332,1.9411,2.4371,1.3868,3.1239,2.324,0.5974,0.4281
"TPSAB1",0,0,0.0546,0.1167,0,0,0.109,0.0672,0.0344
"ATOH1",0,0,0.0782,0,0,0,0,0,0
"PAIP1",68.4577,61.0053,67.5554,43.7618,60.9627,50.9457,29.4382,60.7743,67.4911
"CLEC7A",1.2007,2.2378,4.2104,0.4631,6.6059,1.705,1.0708,1.9562,1.8727
"C5orf34",2.8008,4.5814,4.1714,4.5494,5.5904,3.4878,2.2388,4.5328,3.4442
"C1QTNF4",39.8914,31.3131,31.8249,22.3646,14.8663,40.7104,38.4073,15.2931,51.6373
"NEGR1",94.4394,80.1866,92.1022,65.9779,104.1528,69.5853,22.4451,104.7971,104.2624
"ZNF131",14.3229,20.7822,17.2326,17.4256,20.1105,17.1376,14.3055,18.7624,15.6575
"MACROD2",10.8664,11.3458,12.7507,10.3737,11.3315,11.7315,6.3418,13.6275,12.9886
"DPAGT1",8.0212,9.6007,5.0118,7.7001,10.6247,6.8882,7.5167,8.7901,6.6359
"BSG",224.7123,183.4246,295.7366,184.1442,207.6806,238.4871,269.9235,238.7947,234.7715
"HINFP",8.0404,13.227,7.4214,10.348,10.1279,11.2752,10.2138,10.7335,8.0205
"OR10V1",0,0.1575,0,0,0,0.0998,0,0.4578,0
"CERS6",64.5312,55.3227,63.126,46.005,59.7535,51.5567,20.0617,64.2487,75.4889
"SPTLC3",0.578,0.9794,0.9533,0.6068,1.1738,0.8487,2.3373,1.2109,0.9138
"COPRS",140.7172,118.3536,152.7005,93.7413,125.8948,125.4789,42.1697,132.7721,171.297
"TP53RK",16.4081,23.6896,18.4631,19.1185,22.3853,15.5265,17.4183,19.8193,16.3559
"B3GALT1",18.9662,17.1127,22.5956,24.3247,21.4917,16.0644,18.7158,20.3119,19.8217
"OR5A1",0,0,0.0201,0,0,0,0,0,0
"CLEC12A",0.0631,0.225,0.425,0.0284,0,0.057,0.4505,0,0.0335
"OR5A2",0,0,0.0183,0,0,0,0.0091,0,0
"BPGM",25.7791,20.7154,30.0067,14.5207,25.5988,19.075,11.5537,24.1911,29.1663
"POP7",76.8063,57.413,83.1556,42.7013,59.6802,49.0891,26.2341,67.8892,80.3309
"ALG14",4.4887,4.8476,7.9652,4.6388,5.5368,4.2921,3.9734,5.4986,4.239
"SUCLG2",20.2982,17.2697,20.4713,15.5299,19.4871,19.8901,27.7166,23.5788,15.7226
"STARD5",0.5507,1.3405,0.7503,0.8017,1.306,0.8343,0.5308,0.9572,0.3868
"CSDC2",23.8473,14.1483,7.8616,16.4925,14.4427,15.4479,20.8299,10.1026,17.6012
"RCAN2",368.9847,209.0213,260.0942,160.5772,235.1932,182.3125,45.2176,220.9404,332.2963
"IL16",1.5154,2.1079,1.4229,1.6656,2.2682,2.4779,2.8893,2.0772,0.8786
"ABCG4",12.8525,12.5323,8.813,12.3676,13.1478,10.438,9.4019,9.1398,9.0425
"GNB2",85.6803,75.1043,115.6467,62.1271,73.3496,88.4377,86.4072,87.9037,86.716
"CFAP53",2.8426,6.988,3.7455,3.3941,4.2679,4.7814,7.1899,5.0774,2.1211
"OR5B12",0.0284,0.0809,0.0956,0.1021,0.2048,0.1538,0.0477,0.2941,0.0602
"OR5B2",0,0.1327,0,0.1255,0.1679,0.1681,0.1172,0,0.074
"MCRIP2",9.543,13.2234,9.8901,10.1257,10.1678,10.4075,18.9439,8.0807,9.2393
"PDZD3",0.0402,0.3063,0.0452,0.1207,0.0646,0.0485,0.0451,0.0556,0.0142
"C2CD2L",26.275,21.3657,23.8152,17.4455,23.3159,20.3964,17.4786,18.1805,23.6861
"OR9I1",0.0484,0.092,0.0543,0.058,0.1164,0.0874,0.1355,0.1337,0.0171
"ARNT2",307.8351,235.1471,234.6095,211.5901,212.6016,228.5032,204.2059,208.372,260.4258
"GNG12",15.6566,12.9884,20.652,20.8319,17.8206,17.828,35.5729,23.6153,13.4638
"PRSS27",0.5376,0.9652,1.6799,0.6399,0.6053,0.815,1.3117,0.6653,0.7548
"MYOZ2",1.1882,2.3565,1.6285,2.1025,2.6662,1.6743,0.7108,1.921,1.475
"SYNPO2",11.358,16.6987,14.3333,15.3529,22.0937,11.9384,11.336,19.295,14.637
"DNAJB7",0.6605,1.5993,1.5509,1.1888,1.5416,0.9043,0.9755,1.0375,0.5099
"CLP1",7.9014,8.0726,7.876,5.4279,8.2714,7.0979,4.5575,9.8403,9.2803
"INSL5",0.1436,0.6147,0,1.2923,0.8641,0.9083,0.9654,0.8933,0.1524
"EFCAB3",0.2002,0.2857,0.1967,0.1501,0.1205,0.1508,0.0561,0.1038,0.2125
"TTC36",1.0684,2.7588,1.3713,1.6484,1.9594,2.2069,2.9073,2.532,0.8101
"RSPH9",2.2151,2.939,2.8804,2.4482,2.9932,3.0552,3.331,3.183,2.4337
"COPS9",81.1492,56.1002,90.0866,54.7059,64.9065,66.4994,39.0945,75.8262,75.8648
"GTPBP2",16.0655,26.8153,15.5902,19.1215,22.59,22.0074,22.1631,19.2131,14.5625
"FGGY",5.4186,3.4178,6.9046,5.4345,5.2069,5.6702,5.8186,5.5612,4.2567
"IL17D",27.4346,17.5704,39.8729,24.6625,23.4354,29.8113,29.2524,32.8595,26.9753
"FUT9",80.9952,85.8728,78.3587,123.8859,114.7358,92.091,91.3631,121.6231,93.8322
"TCEAL1",71.1517,58.841,65.0341,47.9032,59.8145,49.027,25.5442,60.4387,74.0275
"ZNF24",56.0756,75.5114,77.6225,59.0933,65.2307,52.2776,53.5344,62.4592,52.8382
"MANEA",7.3195,7.4524,9.331,7.8158,8.571,5.077,6.9987,10.9321,8.0109
"RAB40A",2.7725,4.9589,3.8956,4.7373,4.3054,4.1102,3.4357,4.5833,2.7123
"MAB21L4",0.037,0.0529,0.0624,0.1,0,0,0.0934,0.0384,0.0786
"AGXT",0,0.1068,0.021,0.0674,0.03,0,0.0419,0.0259,0
"AFF1",15.0057,29.9347,21.8245,24.9284,29.8435,26.325,44.6971,34.6581,15.8833
"ACOT12",0.1046,0.4778,0.8108,0.791,0.7556,0.643,0.3166,0.6509,0.2444
"FIBP",58.7001,51.536,61.1756,38.5235,53.7689,42.3695,26.4561,44.4122,72.7307
"CARNS1",17.5465,134.6476,56.6759,17.6817,33.1468,14.1707,19.0209,19.5626,26.8034
"OR10H5",0.0864,0.0616,0.097,0.0907,0.1906,0.1041,0.0605,0.0896,0.0382
"BANP",5.0933,12.5054,5.7588,7.0485,7.0314,8.3518,14.7713,6.2011,4.8316
"PPP1CA",31.3711,28.5246,30.1495,24.1382,26.0297,24.5334,22.5177,24.4627,35.7744
"HCFC1",46.761,49.8169,51.6219,46.8005,41.9197,43.0593,68.0772,36.4793,38.4781
"FAM170B",0.0363,0.9325,0,0.0653,0.0874,0.0656,0,0.0753,0.0385
"CTSW",0.5768,1.9061,1.1762,1.9671,1.4614,2.4142,5.7145,1.1331,0.5156
"NIPAL4",1.2688,6.3714,4.254,1.5371,2.4372,1.1245,1.3327,1.366,1.6316
"MUCL1",0.4783,0.5534,0.5444,0.349,0.2489,0.3037,0.0435,0.0536,0.6312
"SNTG2",0.2288,1.1099,2.1388,2.553,1.0738,2.9769,4.3447,2.5853,0.5828
"FNDC9",0.206,0.3919,0.2313,0.5355,0.4407,0.2068,0.8078,0.4271,0.0729
"PDE3A",2.4919,2.0257,2.2549,2.9231,4.5775,2.7538,5.5497,2.6076,2.6124
"RASGRP1",31.5498,30.6454,31.3757,31.3604,43.3136,21.4284,19.0365,44.6546,49.4213
"KLHL6",0.3262,0.7782,0.73,0.4032,0.879,0.4312,1.8167,0.4846,0.4858
"CHCHD1",33.8892,22.0305,24.8413,20.3121,29.4956,22.9605,13.8465,29.7168,31.4159
"MRPL52",14.5235,18.1026,12.4078,12.3949,14.6524,14.4094,15.6822,16.9961,15.7893
"SMPDL3A",11.102,14.4699,15.5727,12.5483,13.6242,11.6914,6.2441,16.3141,12.0163
"RND1",48.8781,36.6269,37.9601,29.6302,32.4562,30.8093,22.3565,28.9311,42.3175
"RAD9A",5.615,9.2073,8.2143,8.9542,8.8028,10.1259,11.1962,6.8941,4.6923
"EFEMP2",8.789,10.6684,11.7451,11.471,11.4934,11.7587,18.5443,11.5779,8.3397
"OR10AD1",3.1077,2.2453,5.7652,5.3812,3.7874,4.5501,5.818,2.855,1.8372
"AGAP5",0.1812,0.6206,0.1221,0.6849,0.3925,0.5895,0.7309,0.1503,0.1154
"WASHC2C",22.4239,40.7808,28.6188,28.0524,32.4453,28.8018,25.0595,30.3394,23.1814
"TMEM134",2.7358,6.1418,4.9462,5.1282,4.425,4.5981,6.8238,3.3062,2.3861
"ZMAT3",69.3791,62.2574,71.5828,61.241,78.2973,61.3362,41.8489,75.0365,66.0809
"ZFAND4",5.0076,7.6627,5.7855,6.0632,6.8394,6.1179,7.6686,6.4556,3.969
"THEMIS",0.965,9.6221,6.9439,6.4975,7.9433,1.8733,5.8067,13.3401,8.5865
"MOS",0.0493,0,0.1661,0,0.2374,0,0,0.3068,0.1047
"ZNF738",3.5626,6.1154,8.2824,4.8271,5.1261,3.0887,2.9607,5.0976,4.7584
"MS4A10",0.0444,0.1902,0.0374,0.1199,0.1604,0.0803,0.112,0.0461,0
"SLFN11",3.7931,7.5189,3.2093,4.8966,7.3123,3.5208,6.8366,5.641,4.2722
"FAM71D",0.4333,1.1065,0.7876,1.3136,1.1253,1.0923,1.169,0.8985,0.4841
"CCL19",0.2656,1.5163,0.2237,0.9563,0.7993,0.4801,1.0045,0.6885,0.6344
"CORO1B",10.9282,15.7041,13.3118,9.6963,13.1985,10.6592,15.2248,11.2504,11.0476
"FUT10",10.5176,10.6651,12.4606,23.3864,19.1723,14.7787,21.6426,13.6806,11.7263
"LRRC20",47.3421,35.6064,49.2388,33.5958,34.496,40.721,36.2967,36.1781,42.9615
"MUS81",12.1743,16.5924,8.4605,12.2286,12.5198,13.6752,16.6762,11.1764,10.2521
"PURG",18.2146,24.3985,22.6801,24.8707,23.5268,22.4631,17.6173,23.4013,16.4586
"TMEM217",0.4138,0.2624,0.284,0.4689,0.5902,0.36,0.4893,0.3495,0.4392
"OR4D9",0.0082,0.0934,0.0138,0.0442,0.0394,0.0444,0.055,0.0339,0.0174
"ZNF596",4.4175,5.7062,7.5855,6.0442,5.2857,5.2042,3.0157,6.8923,3.9363
"COL6A5",0.0107,0.0153,0.0271,0.0578,0.1289,0.0484,0.297,0.0222,0.0284
"CFL1",139.7574,118.9298,153.8173,90.9518,121.2265,105.3567,64.963,135.3803,164.0027
"TMCC1",39.6593,50.0121,43.7278,41.693,41.8615,40.5985,33.5553,46.3704,35.8966
"NAA16",11.9651,26.6515,15.3888,15.8061,19.1787,19.6749,20.5702,20.1346,11.2361
"OR5B3",0.0491,0.1401,0,0.1767,0,0.2661,0.2475,0,0
"EFCAB12",0.692,3.2729,1.4766,2.5506,2.7921,2.43,3.3231,1.7493,0.4058
"OR10W1",0,0.0997,0.0589,0.0629,0,0.1263,0.0587,0.3623,0
"PSME3IP1",81.2963,74.3492,99.3095,63.1313,72.0583,67.2321,63.2157,73.2191,84.4755
"RAB43",0.3806,0.411,0.4332,0.4814,0.2476,0.6506,1.3138,0.2559,0.2839
"FADS6",14.6212,13.0206,12.8295,14.1932,11.9328,13.732,13.1924,10.4289,14.0708
"CBWD1",1.9998,2.3367,2.5144,3.9191,4.0636,2.1542,2.2894,3.9214,1.7074
"RAB37",14.1598,10.7743,14.5778,11.7505,11.1579,12.2378,10.1215,13.3062,11.7104
"DCP2",35.4759,42.8791,34.9608,34.3813,64.6133,40.8296,25.1834,61.6078,40.7425
"SNX32",14.9123,25.9,13.7063,33.7229,34.2236,40.9188,29.0417,16.6177,15.8433
"RPL38",110.0587,99.7508,117.3517,97.2759,90.2616,99.9285,84.2736,117.6252,109.9782
"CYP7B1",13.2525,8.4501,27.2437,12.9621,13.8605,10.4689,14.7116,19.4211,11.3144
"OVOL1",0.0405,0.1541,0.2274,0.0486,0.1949,0.3659,0.2269,0.084,0.1003
"RARG",3.6447,5.858,2.918,5.7852,5.8806,5.1394,9.1378,3.0313,2.4126
"CES4A",23.1972,77.0403,39.2359,51.2845,40.8761,56.9087,41.3457,37.0482,15.4222
"CES3",1.9168,3.8351,2.7726,3.5625,3.711,3.2383,4.1144,4.277,1.8134
"SSH3",9.3544,17.6491,14.2733,11.3103,12.2504,12.0247,13.2608,9.6986,7.0623
"CES2",25.4517,22.1558,31.885,22.1708,17.0674,24.3976,20.1851,17.4925,31.0547
"PDP2",14.0353,20.4201,12.1269,16.7368,17.2074,16.5683,15.6384,13.8779,12.3907
"SP3",12.9628,16.8939,19.6475,13.5198,18.6105,13.2413,12.3885,17.2193,12.8737
"KRT2",0,0,0,0,0.0481,0,0,0,0.0424
"DMXL1",52.7167,65.5858,48.7513,53.7454,70.0292,50.3238,37.8921,67.0522,52.4715
"METAP1D",7.1573,10.9636,7.2611,10.7836,11.3383,10.8072,9.8385,10.6212,5.2307
"ZNF621",10.4416,26.8507,17.2221,14.2172,15.9171,15.0328,22.508,14.6646,10.3157
"EGFL7",56.6014,63.54,53.897,44.9393,53.4453,52.8674,74.4005,39.358,56.6375
"NADSYN1",4.8769,16.666,6.934,8.6987,9.7785,10.8509,13.9528,8.8102,4.5535
"DHCR7",18.5611,29.9344,12.6748,20.0005,16.2814,22.514,23.8256,14.3362,32.8321
"LVRN",0.1315,0.9493,0.3779,0.2646,0.8007,0.5732,0.6241,0.5935,0.1642
"NBEA",152.0223,160.044,146.7282,135.8064,180.5028,136.1539,85.3475,179.2507,153.8098
"RNASEH2C",9.437,18.2103,6.8355,11.7081,11.7551,13.0997,11.7133,9.8485,8.2526
"MYEOV",0.0274,0.1173,0.2308,0.0493,0.066,0.1238,0.0691,0.0284,0
"ANKRD13D",23.2885,29.6249,19.7035,23.6415,25.6571,27.6451,28.2128,18.2717,22.2867
"MRGPRF",1.0951,1.8859,1.0496,0.7816,2.1814,0.9896,1.8722,0.6264,1.483
"MYD88",2.1749,3.5259,3.4687,2.1079,3.6242,4.4657,7.6567,4.243,1.8168
"MRGPRD",0,0.1517,0.179,0.5739,0.3837,0.5763,0.2679,0.3306,0
"OXSR1",24.1416,35.0885,27.3351,26.2395,30.0008,27.2182,26.2347,31.3684,23.9918
"SLC22A13",1.8671,5.6218,1.587,4.748,4.1642,5.6034,5.0956,4.1202,0.7818
"PHF8",9.7667,20.5117,11.5316,11.7064,12.6696,13.2088,17.8042,11.8518,8.1731
"LCLAT1",12.5386,10.7196,12.9999,11.2106,12.8053,11.343,7.7705,13.4248,11.8594
"ADH6",0.0583,0.2996,0.0589,0.189,0.4773,0.1476,1.1175,0.5805,0.0743
"XKR3",0,0,0.0512,0,0,0,0,0.063,0.0322
"FRG2C",0.3212,0.9871,0.7491,0.8893,0.5352,0.4018,0.955,0.7172,0.236
"KAT5",11.9398,14.9962,12.8141,10.176,10.9924,10.6155,9.0394,9.9832,10.98
"SH3RF3",13.1187,15.0744,14.6117,14.2765,12.6307,17.5328,23.3394,13.7983,13.4487
"GXYLT2",7.4989,14.1217,11.9984,8.8312,8.5217,5.391,6.4422,10.5495,7.2053
"HPSE2",7.8496,4.2418,3.2275,15.8844,12.0742,6.3169,23.7311,4.1655,6.0395
"DCAKD",43.0213,38.824,57.9165,44.4726,47.0454,45.2116,55.9565,61.413,42.8968
"ARPP21",70.5637,81.8916,68.3546,71.0588,74.4917,89.0478,47.9784,75.8077,62.0448
"TADA2B",18.0007,23.2845,28.9504,18.1773,25.6086,18.9243,19.8464,23.2921,18.6088
"CCDC96",3.0043,2.4497,3.0928,2.7896,2.2957,2.284,3.6066,2.7688,2.4297
"GRK2",78.03,68.2608,73.9687,60.5604,64.8333,69.0442,69.4728,58.5132,72.4759
"RELA",9.197,26.3816,12.3879,12.6948,13.151,15.1433,24.1499,13.2403,9.6724
"EVC2",0.7932,1.5447,1.0375,1.1422,1.3253,1.7878,3.2466,1.7029,0.6637
"ZNF680",34.6269,37.5424,37.2908,43.6667,49.5949,40.9929,39.6564,47.415,30.6506
"HECTD4",83.7339,112.9564,70.3444,95.5456,105.7457,95.2464,85.6918,94.2604,77.3514
"FAM222B",9.9245,15.145,11.8252,12.6017,11.3839,10.8362,17.9474,8.9383,7.3821
"BNC2",0.201,0.5259,0.3951,0.4101,0.6371,0.3512,0.5687,0.5349,0.4125
"RXFP4",0.7081,1.1114,3.5784,1.5931,1.7896,1.7916,1.3091,1.3214,0.2631
"HPSE",2.0153,2.1256,1.8266,1.5377,3.2427,2.316,1.4542,3.1569,1.7323
"COQ2",5.2927,4.8061,4.8944,4.9632,5.2562,5.2176,4.541,5.2189,5.2448
"CCDC63",0.047,0.0671,0,0.0423,0,0,0.0395,0,0
"HSPA6",0.7194,1.3686,1.579,1.6479,1.3642,2.4032,5.7153,1.3108,0.7173
"TRMT112",89.6975,87.7715,82.8617,64.0088,81.4406,64.3558,38.1981,84.5788,107.3473
"LRRN3",56.105,59.4349,53.9623,50.8624,65.7207,39.0276,33.9327,64.3091,70.1985
"KDM2A",26.0115,45.2042,30.0228,31.7944,34.5068,31.4332,39.362,31.3677,24.8126
"ACSM6",1.1339,6.0023,1.9101,10.3692,4.9743,6.5445,7.3154,6.9019,0.9512
"ADCK5",8.9117,12.2891,8.2946,10.4465,10.2295,11.606,11.5165,7.0656,7.5516
"MRPL57",42.5077,38.4476,39.3856,30.7452,35.4703,35.982,19.6282,41.1401,45.9745
"NOC3L",11.2814,16.5084,14.8779,12.8128,16.9404,11.743,16.6025,17.7415,11.511
"ESRRA",25.3285,24.0951,20.3297,17.9677,21.079,20.4949,27.823,16.2369,23.16
"RHOD",0.6624,0.9452,0.6277,0.5216,2.0926,1.1223,2.644,1.4594,0.8789
"ADAMTS20",0.2593,0.1947,0.2299,0.4667,0.3777,0.2466,0.1949,0.3678,0.1304
"COMMD1",20.4742,21.8047,20.3903,16.3788,21.5412,19.0836,13.418,23.2302,21.277
"RAPH1",9.7751,11.1942,10.4619,8.6661,10.6852,9.0449,6.2805,9.9378,7.1454
"MTX1",5.7318,7.7321,7.2285,5.6095,7.2375,6.2835,6.4749,5.618,6.4831
"ADCY5",39.8047,60.353,47.1018,45.463,39.336,46.7803,50.9367,37.4681,37.0512
"PARP14",12.2768,16.0568,13.4338,11.422,18.8583,13.9884,51.848,19.9657,10.1355
"CYSLTR1",0.6916,0.5,0.699,0.415,0.8213,0.3167,0.434,0.4972,0.7243
"PARP15",0.0375,0.695,0.5207,0.118,0.496,0.1693,0.976,0.5438,0.1292
"CKS1B",3.2249,4.007,5.1739,2.5667,3.2211,2.1807,3.5397,4.1397,3.7492
"ABCD2",32.7439,15.9318,20.884,27.691,33.1013,25.7838,22.866,24.2007,28.8135
"ABLIM3",20.1932,26.3815,22.3347,21.767,23.9092,27.2627,19.6441,20.6858,20.997
"MAB21L3",0.2207,1.7549,0.3718,1.6176,0.8728,1.4248,0.5565,0.7846,0.2176
"TUBB8B",0.3458,0.0897,0,0,0.227,0.3409,0.2113,0.1956,0.1001
"MFSD4B",5.5923,13.6335,6.2771,10.2395,12.4556,12.0473,9.5802,10.2768,4.1483
"VANGL1",1.7084,1.4578,1.3003,1.8797,2.7049,1.2925,2.5087,1.6594,1.4278
"GLRX",10.2688,13.1243,9.26,9.2564,15.6514,11.6776,10.056,16.3886,9.0016
"IQCB1",29.8996,40.1924,31.6321,22.169,27.8639,25.8483,23.4432,33.7386,31.0765
"SYT12",21.0671,13.7073,17.8971,15.1477,13.8774,12.8486,16.8791,10.6729,17.6438
"GOLGB1",95.0738,132.7522,105.399,102.7822,121.9925,108.3806,91.98,123.657,89.8126
"C11orf86",0.0432,0,0.0729,0.0778,0,0,0.0727,0,0
"LIPM",0.034,0,0,0,0.0818,0.1228,0.1713,0,0
"GPR151",0.931,1.5657,2.1844,0.9874,2.5609,1.1417,0.6706,1.896,1.2176
"DMRT2",0.4614,2.2635,1.3846,0.9863,0.243,0.1303,0.4362,0.3588,0.5816
"ZNF483",196.9685,246.4954,244.9081,207.6776,251.5044,198.5986,87.1922,302.1548,203.9169
"PLAC8L1",2.0672,4.5382,2.0537,3.6732,3.8913,4.7899,2.7171,3.3523,1.4347
"SLC2A14",0.7274,0.7621,0.9152,0.6795,0.1773,0.5326,0.8821,0.9356,0.0977
"GPR137",23.5596,23.7776,20.3893,18.0139,21.2158,23.4361,27.4505,15.0114,21.1925
"SNCG",236.7372,172.0075,189.718,147.8858,189.6489,173.9631,74.0607,202.6242,252.1934
"MMRN2",5.6423,13.3372,9.6408,9.6289,13.3137,7.1692,16.7435,12.3695,8.089
"MZT2A",17.5157,16.7468,19.8338,15.2412,14.2762,19.181,16.522,14.837,20.7087
"TNKS",37.9808,61.5233,45.1529,40.1439,53.3869,40.7402,29.9739,52.9846,37.8918
"ZNF449",6.7578,13.1283,6.5891,11.4035,12.7079,8.9445,4.3055,11.9377,6.4325
"ZBTB21",20.007,18.4816,17.8598,19.1404,15.7867,18.4479,19.0816,22.6182,19.128
"PPP1R3B",1.6641,3.2427,2.4264,1.5781,2.6703,3.1207,3.9395,2.3561,1.6429
"OR10K1",0,0,0.022,0.0235,0,0.0236,0,0.027,0.0138
"GPR148",0.6483,1.9658,0.2048,2.4796,1.2678,2.6362,1.7705,1.5963,0.3011
"STOX2",60.2839,80.518,80.6266,59.8799,76.0417,61.3828,39.803,78.6966,60.1103
"MAP3K11",7.9217,19.5149,10.1927,10.1647,10.9142,10.1713,17.5123,7.8605,7.8309
"TRIB1",11.1588,7.0055,9.0719,9.4227,10.4604,8.8276,17.6389,6.4924,13.8521
"CST9",0,0,0.053,0,0,0,0.1057,0,0
"KCNK7",1.6874,1.667,2.0226,1.5186,2.1089,1.994,3.654,1.4803,1.1022
"C1QB",25.7711,46.2501,70.7705,15.1731,66.2547,79.4105,39.265,139.1261,22.0228
"C1QA",23.5639,24.0177,19.9892,9.7703,50.9453,40.5344,23.9742,70.8499,16.124
"NDNF",9.612,1.1481,1.0891,3.1033,3.1125,3.0381,1.5213,1.2215,5.1395
"IQCF1",0.0673,1.1521,0.4534,0.6055,0.4858,0.4864,1.1308,1.5347,0
"OLR1",11.6374,15.0486,9.901,5.35,16.8553,6.7984,2.907,11.1429,9.5364
"GLIPR1L1",3.263,9.0958,4.0906,8.6733,10.5026,6.6517,7.5247,9.3625,2.5776
"DAG1",34.5428,33.1923,45.3694,34.4318,37.5819,30.8598,57.6939,35.9599,34.0047
"INSM1",2.4171,2.9858,4.3452,2.2727,1.9104,3.0644,1.9402,1.6083,2.9677
"DAB1",11.8023,11.3892,11.0746,10.536,10.9803,13.8353,5.1532,10.1078,8.0679
"ARV1",30.3666,25.9233,36.9922,22.0458,26.1086,26.9827,16.2408,32.3606,32.951
"NAA20",55.6411,47.2692,58.6164,37.3924,40.943,37.4183,27.4812,50.2975,52.7929
"IHO1",0.3198,1.724,0.5587,1.4284,1.7962,1.6484,3.6232,1.4,0.4903
"RNASE8",0,0.2311,0.1364,0.1457,0,0.1463,0.2722,0,0.1719
"SAA1",0.0723,1.0317,0.1218,0.7809,0.174,0.392,1.0937,0.1499,0.2302
"MICOS10",17.1525,15.3459,14.3446,14.855,13.5065,13.5954,9.2104,14.3163,17.5405
"EHBP1L1",9.7289,11.1845,10.6604,8.9066,12.2776,14.8134,18.2989,8.1896,9.469
"THAP2",6.0937,11.7989,3.8618,8.6053,7.1451,8.6229,10.7355,8.2072,5.3763
"TMEM196",18.5933,13.2659,13.8397,11.8042,16.9996,14.2405,7.2471,18.5801,15.924
"RNF26",15.8637,13.9506,17.9917,12.4176,13.098,12.6685,14.261,12.9667,12.7074
"PPP1R14B",15.8528,14.7568,15.9082,13.7097,11.179,16.0043,22.2723,9.1811,14.8881
"ZNRD2",20.1398,15.3322,20.8544,16.3968,19.4281,16.98,13.1294,16.5755,21.3226
"AGR3",0.089,0,0.225,0.0801,0,0,0,0.0923,0
"SMARCC1",22.0789,43.3143,30.4443,30.1783,28.4926,29.1095,38.6467,28.2738,21.0131
"ZNF417",14.0696,31.9063,15.5057,21.8218,25.4109,24.7954,21.259,22.456,13.0031
"PTPRM",36.5572,35.4578,36.3994,34.6365,41.7375,37.6182,27.2432,40.6335,41.5068
"FKBP2",0.1477,0.527,0.3111,0.1994,0.2667,0.2002,0.6828,0,0.392
"VEGFB",57.4335,55.554,52.9403,48.3582,38.0104,56.4218,85.4469,35.5011,53.6059
"PEAK1",20.4035,32.8588,20.6612,24.2542,27.33,26.4599,21.5127,22.3911,17.2256
"TNFRSF10D",0.6825,5.4707,1.7858,2.0388,2.1322,3.9107,11.9839,3.7641,0.5549
"MST1",3.1605,10.5472,4.0994,6.2522,6.8053,7.0808,14.2724,5.2764,2.6367
"TNFRSF10C",0.2326,0.569,2.071,0.4785,0.16,0.6005,2.2338,0.4134,0.1763
"GMPPB",5.8988,6.2993,4.2365,5.7448,6.442,6.8803,6.2043,6.1717,5.9756
"MOB1B",26.0324,24.7703,35.6485,25.208,37.5146,29.4755,21.7045,33.3947,25.5707
"ZNF622",53.2303,53.1273,62.8701,46.9855,53.7837,40.6559,31.2363,62.9217,61.7054
"CSPG4",10.5644,18.8746,16.4819,10.7783,13.4446,12.2551,16.2567,9.9901,9.0052
"SNX33",7.8075,10.3811,6.8301,9.1223,11.1953,11.9309,22.9553,11.7863,5.8427
"FAM166C",0.3485,0.6436,0.5526,0.9963,0.7402,0.7411,1.1371,0.8077,0.3699
"NABP1",0.8131,2.1439,1.8461,1.4794,2.496,1.5707,2.0547,2.2174,0.9569
"ADGRF3",0.5079,0.6866,0.6004,1.2992,1.2226,0.6603,1.9619,1.1271,0.3311
"CHD2",29.0825,56.1191,45.4302,42.7365,45.4066,43.6069,44.1244,49.5729,24.3315
"XCR1",0.0199,0.0567,0.0167,0.0537,0.1435,0.0359,0.0501,0.0618,0
"CCDC106",36.7442,26.1756,34.0613,22.8189,26.0905,28.4266,25.0015,20.4725,37.3532
"CCR9",0.4389,1.4614,0.3697,0.4609,0.5282,0.4297,0.5533,0.3792,0.6018
"CEP83",8.3051,11.3219,9.8557,11.3716,9.8167,12.8925,10.4936,10.4712,9.0359
"SULT1B1",0.3395,0.8477,1.2151,0.331,1.2256,1.6616,1.6521,1.0998,0.563
"NUDT4",35.229,36.6924,36.1169,32.5302,38.0087,36.0516,29.0051,43.9824,49.906
"PC",43.8343,37.7204,34.7002,36.014,43.862,37.5467,49.8509,37.9176,40.3944
"SCAI",43.0029,39.3579,40.7115,36.3835,41.934,42.6607,17.5126,38.5752,43.2091
