"","GTEX-Y8DK-0011-R10A-SM-HAKY1","GTEX-UTHO-0011-R10A-SM-HAKY2","GTEX-P44H-0011-R10A-SM-HAKXX","GTEX-RU72-0011-R10A-SM-HAKXS","GTEX-QVJO-0011-R10A-SM-HAKXV","GTEX-R55F-0011-R10A-SM-HAKXY","GTEX-RN5K-0011-R10A-SM-HAKXU","GTEX-NPJ7-0011-R10A-SM-HAKXW","GTEX-WVLH-0011-R10A-SM-HAKXZ"
"TBPL1",1940,606,1117,745,745,754,474,1079,1869
"ARNTL2",2254,947,1466,1621,1370,1392,1065,1688,2573
"BCLAF1",12410,5253,9467,6241,6448,6818,3798,8839,12962
"SLC39A9",5567,1651,3798,2340,2383,2408,2279,3003,5963
"ANK1",4132,1288,1709,1690,1669,2118,2053,1571,2837
"IBSP",5,2,1,2,1,1,1,1,10
"TFB1M",508,328,300,420,348,369,276,463,561
"RABEP1",11446,4403,6610,5592,4962,5833,4806,5595,11559
"HMGB3",1621,303,1614,482,343,631,327,519,1555
"NUP160",1394,1383,1194,1250,1165,1368,1438,1222,1103
"BAK1",292,118,251,233,154,222,337,209,254
"MUSK",45,85,150,27,41,16,19,19,54
"IKZF2",805,1201,944,996,833,890,1603,1179,862
"GRN",1819,765,1485,869,979,718,1169,972,2037
"FAM13B",6963,3696,5004,4318,4167,4520,2872,4714,6617
"ARHGAP31",2611,1177,2212,1768,1628,2102,4206,1768,2323
"CENPQ",232,86,202,100,89,121,94,157,273
"SARS1",14872,4520,8379,5143,5529,5239,2719,6548,15222
"RANBP3",2922,1360,2105,1702,1267,1587,2326,1516,2893
"ARID4A",4300,1944,3286,2558,2223,2522,2410,2689,4369
"EIPR1",2609,817,1463,1181,1023,1255,1202,990,2548
"PNPLA6",6533,3112,2896,3008,2886,3369,4405,2591,5986
"IFT88",1065,585,1040,833,697,901,633,1120,1302
"ALG1",599,311,553,313,351,346,355,350,682
"ZCCHC8",1000,813,555,842,639,877,1205,770,771
"ABCF2",1359,437,931,612,601,586,524,667,1372
"CHPF2",2549,1438,1667,1857,1626,1785,2007,1390,2326
"LRRC7",22199,14252,21449,18405,15854,17341,11517,20156,21686
"FUT8",5339,2679,5101,3219,2375,2636,2844,2915,5209
"UBA6",4305,2404,2662,2711,2457,2606,2727,3205,4001
"GAB2",4236,3429,7846,2938,2308,2661,4933,3608,4619
"ATP6V0A1",28380,10440,16522,14859,12349,13128,10446,13649,28060
"PIAS1",5285,2011,3811,2574,2361,2911,2069,3194,5156
"SLC4A7",9850,2755,5600,4704,4276,5749,2924,6044,10123
"APBA2",18291,6856,10489,8210,7874,7955,7787,7574,18041
"MAP2K3",509,334,314,342,349,388,833,297,383
"EFCAB1",40,26,194,54,31,117,59,82,226
"TMSB10",13779,6244,12778,7233,7077,8930,6079,10904,20990
"ASTE1",493,284,432,348,333,307,322,371,491
"RNF19A",8033,2752,5011,4086,3968,4523,4334,6238,8070
"PEX3",1293,544,852,676,581,737,557,731,1201
"GABARAPL2",9146,2890,5503,3976,3724,3894,2495,4579,8558
"MYOC",0,1,2,1,1,3,0,0,2
"SH3YL1",2454,1844,1411,2230,1756,2431,2160,1945,2163
"FAM136A",1239,359,745,499,527,503,332,559,1146
"VCL",2735,1763,1570,2023,2157,2387,2856,1647,2413
"DEPDC1B",75,30,59,43,43,52,36,63,83
"DAPK2",272,600,490,396,289,237,477,295,471
"NSMAF",1847,1326,1406,1595,1316,1728,1636,1522,1521
"ADSS2",3084,1427,2233,1301,1273,1360,812,1520,3467
"STAP1",6,8,4,4,3,3,6,8,3
"TIMP2",5821,2802,5291,3363,3180,3553,4294,3982,7227
"RFC1",4278,2365,2801,2185,2336,2225,2371,2565,4153
"TBC1D23",3045,1183,1596,1530,1426,1620,1189,1736,2836
"CUL3",7451,2501,5212,3428,3113,3102,2232,3644,7177
"MYOM2",2315,1072,1011,1573,1302,1296,1239,1516,2363
"OTC",11,3,4,8,7,6,5,18,13
"CYP46A1",4699,1336,2437,2290,1759,2878,2101,1808,4275
"ZZZ3",5158,3073,3737,3545,3410,3601,2890,4375,5162
"SLC18A1",16,6,14,21,6,40,112,21,18
"USP2",1969,847,1249,988,878,1005,1096,834,1804
"CASR",0,0,0,1,3,2,2,2,0
"TUBG2",4658,1681,3331,2514,1541,2597,2243,1848,4064
"RPL26L1",513,121,307,178,165,167,124,207,501
"FLT4",162,99,137,110,133,106,283,108,159
"NSUN2",2203,946,1455,1156,1368,1266,1189,1396,1938
"FBXO42",2999,1612,2109,1895,1712,1801,1769,1969,2807
"MFAP3",2179,875,1413,1344,1092,1302,1598,1485,2002
"MRI1",403,319,415,346,310,485,518,306,412
"METTL1",180,52,85,86,45,85,87,96,167
"HOXC8",2,0,0,0,0,0,1,0,0
"AGA",597,170,329,247,261,212,126,185,570
"PI4K2B",294,168,251,244,203,217,249,195,296
"BOD1L1",12941,5565,8687,7510,5842,7729,7531,7131,11430
"MAT2B",5907,1580,3317,1998,2381,2229,1061,2576,5620
"TLL1",205,261,300,500,385,350,421,644,647
"EDC4",3646,1475,2360,1653,1593,1832,1839,1680,3020
"TRIO",22817,11108,12259,14113,11711,17349,15709,12875,18647
"VCAN",8688,7227,8771,5788,5245,4722,6059,4511,8357
"CLEC16A",5034,2739,3410,3435,2515,3608,4825,2826,3912
"MSR1",223,83,162,63,205,148,99,137,174
"CDH1",163,290,162,78,81,33,53,20,148
"MTREX",5829,2202,3226,2722,2658,2855,2033,3169,5362
"DNAH5",837,234,387,408,360,483,435,540,752
"ZFYVE16",5714,4572,4384,4799,4168,4231,5190,4149,5413
"RIPOR1",2985,1817,2280,2575,1441,2435,4481,1569,1961
"C6",2,4,0,7,6,9,9,4,3
"RAI14",749,279,535,469,333,299,775,243,547
"SOX30",6,10,12,7,5,0,4,4,3
"PNKP",964,606,660,636,555,656,887,514,817
"BEST2",1,2,3,9,4,4,27,2,2
"PHLPP2",6480,3069,4477,3930,3409,3674,2996,4497,6677
"SPDL1",633,325,735,423,341,374,384,339,616
"STAU2",11217,3364,6183,5404,4010,5667,2883,5007,10264
"SLC66A1",547,308,437,386,326,361,421,263,550
"CTNS",592,709,443,516,393,522,1141,345,528
"RTN4R",1923,464,920,667,531,691,943,447,2538
"PHF23",2142,589,927,796,795,683,714,812,1787
"CDH10",3966,1902,2951,2816,2076,2560,1862,3295,5160
"INPP4A",16227,6223,8923,8653,8300,9080,6255,8812,15965
"RAB27B",3877,1343,3172,2305,2242,2271,595,3545,7304
"PSMA4",3327,1115,1801,1183,1197,1145,830,1481,3428
"MYO16",1885,789,1254,1362,876,1384,817,1219,1860
"LSG1",2147,1073,1498,955,858,1044,1245,1287,2127
"PARP3",1006,381,716,491,360,602,625,392,868
"TNC",419,570,177,1255,212,236,1772,237,461
"THAP3",770,363,499,327,349,434,440,369,647
"RIPOR3",186,284,157,347,214,300,593,171,124
"TDP1",894,616,851,555,507,647,494,648,960
"AIFM2",440,326,369,514,357,519,671,467,368
"C2orf83",11,14,15,19,11,13,60,8,6
"SPATA7",2023,1127,1446,1560,1092,1252,922,1293,2043
"MED17",319,443,265,450,360,380,339,492,241
"RETSAT",2372,828,1236,1030,1028,1001,1250,1039,2156
"CAPG",506,138,755,186,260,320,415,547,327
"AP2S1",3618,880,1852,1010,1241,1371,722,1640,3954
"USH2A",185,157,147,178,189,186,196,210,133
"ZPBP",31,17,24,43,17,35,29,25,19
"TG",27,71,87,48,81,61,110,72,42
"ADAM28",541,388,801,348,728,482,206,445,486
"BARX2",19,7,18,12,13,14,22,11,28
"DCUN1D1",4358,1642,3538,2341,2135,2268,2240,2361,4066
"JADE2",8149,4122,5522,4218,3378,3565,4236,3933,7144
"ZIC2",375,138,361,263,173,207,706,121,364
"LCP2",457,217,281,300,261,314,567,305,341
"TRIT1",1295,975,1095,1057,893,1120,865,1139,1275
"ADRB1",1435,343,720,504,380,746,874,499,1314
"GUCA2B",0,0,0,0,0,0,0,0,0
"CUL7",1658,759,745,969,631,1160,1241,667,1467
"CTNNA1",9131,4926,8286,4835,4307,5354,6194,5265,8136
"PHKA2",1146,802,764,852,788,901,1237,774,831
"CNTLN",596,350,427,702,475,564,884,565,538
"EPHA3",1181,603,881,998,748,1065,684,860,2024
"HSPA5",9229,4008,4935,4253,3155,4983,7965,5038,7819
"DSG2",49,7,14,36,16,17,15,16,99
"GEMIN8",480,350,485,482,301,475,416,478,538
"OFD1",1271,1239,996,1369,1035,1263,1907,1339,1069
"GPM6B",51499,18310,46599,33781,20606,26132,29396,27617,48077
"MAGEC2",0,0,0,0,0,0,1,0,0
"PREX2",10626,2760,4159,9772,5452,9438,13726,5811,7492
"WDR37",8232,3325,6014,4616,4376,4621,3553,4305,7497
"YTHDC2",4467,2425,3795,2753,2684,3055,2391,2930,4580
"CTPS2",854,502,622,589,506,579,669,671,667
"ATP6V1H",13274,3975,7725,4389,5362,4841,2375,6961,13620
"POLR2B",8863,3050,5654,3078,4019,3132,1859,4588,9601
"FAM214A",2064,1646,2306,1742,1565,1693,1394,1724,1687
"ARAP2",13648,8962,10878,8891,8334,8318,11286,8421,13163
"TPR",12574,4957,8685,6724,5489,7385,6939,7160,10869
"CP",66,362,1113,164,360,551,2808,2317,91
"KATNIP",2073,1369,1690,1573,1070,1660,2238,1165,1917
"DTNBP1",1279,490,736,566,508,729,727,536,879
"XK",2490,750,1667,920,1109,930,298,1405,2591
"ANO2",229,273,137,204,288,444,824,210,131
"C12orf4",2890,949,1380,1387,1342,1557,950,1731,2905
"SCML1",559,275,568,498,382,468,520,429,507
"WWC3",1973,1338,1616,1399,1085,1721,2147,975,1743
"ARHGAP6",313,174,195,199,193,193,241,181,307
"FAM184B",373,222,333,346,225,459,408,213,425
"MAP4",29822,15931,23343,14439,11058,17969,28151,14574,29228
"GOPC",5102,1776,2653,2310,2168,2390,1406,2928,5459
"ROS1",2975,840,574,1099,1201,888,588,1077,1295
"USP28",1730,1529,926,1717,1361,1874,1662,1486,1255
"HDAC9",8407,2131,4011,3228,2582,3929,1691,2613,7225
"TSPAN17",2137,835,825,1292,952,1090,1535,818,1680
"NOP16",380,211,250,249,202,248,223,253,337
"CC2D2A",2092,1524,1459,2107,1707,2330,3428,1890,1535
"RRM2B",5147,1358,2869,1805,2009,1849,1445,2143,4954
"ZNF800",2881,1231,1792,1497,1236,1886,1681,1519,2715
"TNFRSF17",16,2,20,32,10,2,3,15,1
"SNX29",2925,1643,2798,1731,1573,1765,2330,1729,2736
"LMO3",21819,7521,16299,10476,10671,9891,5636,13664,25486
"MRPS10",2490,764,1618,949,1042,977,715,1338,2442
"GUCA1A",2,5,5,7,1,3,7,3,6
"RSF1",10324,4529,7769,6585,5339,5883,6245,6222,9846
"VPS13D",27890,16246,17239,17228,15664,17721,15686,16140,28408
"CELF2",20355,9399,15715,16576,10916,12834,12830,13434,19381
"FAM120A",6334,2559,4127,3942,3217,4057,4793,3850,6190
"R3HDM1",15662,7852,9456,12781,7849,16114,7836,8708,10895
"COL9A2",1470,1980,1782,700,602,611,1095,446,1661
"KITLG",6072,1119,2825,1987,1534,2232,848,1842,5745
"ERCC8",951,576,905,765,794,663,543,841,942
"ADAMTS6",295,105,150,197,188,191,163,123,237
"H6PD",1863,1093,1526,1314,1100,1333,2013,1468,1581
"VAMP3",2266,1560,2728,1408,1156,1277,2087,1323,2102
"PER3",3437,1841,2293,2645,1974,2818,2862,1792,3464
"UTS2",4,2,2,10,3,4,10,6,5
"TNFRSF9",6,5,0,3,3,2,109,1,3
"EPN3",411,140,144,180,229,295,200,150,191
"LTBP1",880,398,893,609,548,546,1349,592,1027
"RCN1",609,112,371,233,187,281,322,282,544
"ELN",568,589,118,306,362,283,417,192,476
"RFC2",953,325,576,358,401,460,297,551,881
"ARID1B",8318,6785,5800,7443,6151,7383,9066,6724,6797
"CLPTM1L",3223,1237,1689,1390,1342,1389,1443,1335,3228
"NEDD4L",14483,6924,7994,8319,7050,8453,6460,7706,12096
"FOXP3",20,11,35,28,16,18,65,14,16
"PPP1R3F",3611,1238,2167,1510,1446,1621,1294,1376,3330
"HEXB",2140,760,995,890,1036,896,697,1115,2090
"PTCD2",2019,926,1332,1176,919,1153,976,1267,2276
"NEXMIF",6123,2041,4446,3199,2844,2886,1693,3357,6755
"JKAMP",2280,882,1373,1131,1138,952,950,1343,2408
"DKK3",31949,13468,21344,17507,19045,14360,14944,24608,39997
"ARHGEF5",15,10,11,13,17,9,26,11,11
"NFE2L3",222,436,420,438,419,369,567,377,163
"MCUR1",3204,1285,2317,1893,1635,2039,1885,1927,2951
"LIMA1",900,583,865,655,606,731,837,554,814
"LETMD1",3566,1535,2791,1960,1915,2096,1434,2593,3734
"SLC4A8",20402,7291,8113,10117,10731,7741,5166,9736,15330
"LAMC3",442,196,192,209,240,191,398,121,388
"PTGER3",531,140,533,140,94,269,49,521,404
"TNIP3",13,24,24,27,22,2,46,47,64
"MAPK9",15098,4940,10096,6302,6171,6817,3346,6873,16571
"COL23A1",499,168,433,362,218,416,474,219,592
"BCAR1",3181,1684,2258,1567,1514,1814,3046,1394,2857
"FAM160A2",2282,882,1553,1326,1100,1421,1533,1380,2209
"HERPUD1",3391,1470,2546,1518,1747,1631,2126,2058,3518
"HOMER3",264,144,120,127,74,87,199,70,197
"RAD51",34,25,29,45,32,40,58,42,46
"POLQ",261,265,307,372,345,508,312,402,191
"PIK3CB",7440,3236,4253,4008,3661,3553,2280,4098,6451
"CYBA",249,133,389,90,162,222,359,214,254
"THOC3",480,221,193,200,215,213,85,294,608
"HEBP2",521,410,579,492,464,532,1069,632,504
"MPHOSPH9",3697,2256,2244,2956,2338,3417,3503,2577,2730
"PLEKHA5",7381,3988,4806,5401,4411,6842,4310,5332,5581
"PRSS8",26,16,14,19,16,31,53,17,15
"SIKE1",2805,879,1993,1298,1139,1378,1097,1372,2698
"RRP12",2951,989,1162,1495,1287,1442,1546,1269,2026
"FNIP2",7477,3929,5333,4440,4211,4640,2548,5122,7375
"MSMO1",4084,1261,1207,3041,1529,2320,2812,1787,7018
"TTC17",3605,2422,2367,3014,2649,3002,3278,3090,3341
"ALX4",90,90,61,115,151,120,255,131,101
"FSTL4",3511,1657,2480,2432,1774,1768,2420,1873,2553
"FOXN3",4822,2228,3438,3222,2493,2610,3719,2419,4352
"METTL24",232,99,103,150,133,144,155,146,161
"AKR7A2",1354,465,918,648,594,854,974,811,1397
"MRTO4",2116,776,1381,1037,812,1127,767,1021,2483
"NNAT",2783,494,1593,803,568,1082,589,612,4236
"USE1",820,271,426,451,290,492,491,295,769
"MCF2L2",11291,5870,5664,7797,5714,8758,9939,6955,7074
"NRIP2",530,572,523,453,481,436,573,385,483
"LAMA3",916,628,382,915,869,751,1260,640,449
"AP5M1",8277,3279,5921,4665,5645,4431,3471,5727,8838
"ANAPC4",2053,1269,1449,1698,1340,1738,1107,1679,1850
"KCNQ1",101,29,75,50,73,32,67,24,90
"TRAPPC3",2578,966,1306,1096,1112,1172,898,1180,2365
"THRAP3",10279,3964,7396,5660,4516,5516,4496,5709,10075
"PHPT1",1473,416,771,568,569,734,887,724,1397
"ENTPD2",381,109,69,111,124,227,425,145,261
"LY75",74,25,53,42,49,37,49,53,53
"ARID4B",5534,3482,4040,3598,3148,3533,3526,3691,5220
"OPN3",750,145,226,200,153,251,143,205,664
"SDCCAG8",4607,2070,3247,2938,2167,2986,3065,2562,4280
"PTPRN",18351,5095,11191,7185,7408,6648,7620,7967,18978
"HHAT",863,280,452,329,357,532,395,406,648
"KIF1B",78836,37635,51261,41950,36610,37536,35273,41606,74490
"FOXC1",273,87,158,169,174,118,433,106,389
"TBC1D22A",1686,884,1321,1036,841,1176,1475,928,1433
"SYNE2",4542,3063,2383,4038,3352,2503,8016,3042,3704
"PLEKHH1",4466,9226,9507,3658,4268,2933,3435,3626,5777
"ATP9A",67080,20949,39238,26366,25387,26893,15564,30580,63410
"SPO11",0,0,0,0,1,0,1,1,0
"CBLN4",5441,650,2184,960,861,1398,362,778,3924
"CHRDL2",21,13,15,20,19,10,27,11,26
"FAM168A",23671,7992,17142,13163,10017,13096,14015,11304,22455
"RELT",469,281,447,235,226,289,366,177,371
"GALC",3095,1421,2209,1537,1559,1434,1688,1861,3044
"NOP58",1542,760,1004,916,879,1051,787,1174,1352
"SZRD1",1242,541,1113,816,552,703,1327,699,1139
"KCNH2",1662,427,839,755,666,881,1102,582,1376
"CUL1",7484,2998,4331,3087,3014,3622,2552,3753,6599
"FAM114A2",1182,520,784,756,590,797,827,882,1177
"CYFIP2",39036,12826,21471,17117,17240,17149,12391,19663,35636
"TAB2",4331,2123,3176,3464,2849,4110,4701,3929,3464
"GINM1",1068,788,966,733,599,728,778,782,1054
"EIF2AK2",9617,4148,6730,5251,5065,5177,4744,6474,8428
"USP36",2077,1338,1663,1718,1135,2033,2471,1457,1581
"KMT2C",15667,11798,10737,13346,10574,13971,18691,10185,12804
"MCOLN3",25,15,26,18,24,31,9,37,20
"CCDC85A",1695,704,1168,1084,677,1367,1041,849,2088
"PUM2",15228,6141,9023,8999,6710,9770,7755,8465,12348
"MRPL43",1101,407,606,445,438,499,469,494,1094
"ITIH4",50,30,21,67,30,59,101,23,28
"ITIH1",5,9,5,22,11,18,22,10,1
"HPF1",1467,440,826,505,521,541,272,595,1434
"ZFR",14488,4922,8244,7098,6478,7148,5386,7916,14152
"ZNF280C",598,240,442,397,305,346,333,371,561
"NPFFR2",3,50,30,58,56,8,35,111,117
"PHF21B",433,165,212,306,248,351,881,190,304
"TRAF1",388,420,449,389,343,398,778,410,373
"RC3H2",10630,4640,6946,5953,6179,6223,5025,6875,10365
"IL17RB",1135,844,641,1055,854,969,1277,1150,929
"TRAF3IP2",776,743,657,1269,827,1202,2450,1316,572
"GYG2",776,149,378,253,237,632,447,346,484
"DCBLD2",2661,1073,1157,1220,1322,1215,896,1300,2134
"SERPINB3",0,0,0,0,0,0,0,0,0
"SOAT1",1615,773,865,1031,1024,922,1298,1158,1430
"PKP2",669,149,313,319,189,299,176,172,735
"MSH4",110,68,33,99,88,190,150,122,64
"F7",150,41,117,67,31,67,55,19,183
"GDI2",9352,3196,6324,3704,4079,3940,2522,5120,9480
"PRDM1",197,146,231,174,153,209,378,209,273
"ATG5",3341,1069,1909,1442,1418,1551,871,1851,3192
"TMCC3",1045,1503,1244,477,516,385,690,472,1215
"PITHD1",8152,2686,5429,2822,3326,3286,1235,4312,9290
"MTA3",10284,3246,5924,4912,3906,4998,3963,4408,9196
"USP13",2205,1142,2120,1339,1240,1383,1016,1323,2306
"ATP11B",3714,1940,2624,2284,2287,2322,1921,2537,3471
"LAMC2",82,45,66,27,37,46,46,38,87
"CDK14",16371,4899,8446,7559,6865,7563,4044,8533,20496
"SEC61A1",3503,1660,3161,2163,1779,2255,3372,2072,3525
"PPP1R12A",14315,5585,8214,7578,6424,8061,5877,8427,12556
"RASGRF1",15912,3928,6313,5258,4221,6490,4288,4331,14233
"CAMK2B",26616,8411,10912,12555,10054,11617,11950,10352,26038
"CROCC",1283,1147,832,1393,1088,1214,2894,819,918
"POLR3E",1921,1080,1309,1178,987,1259,1487,1158,1702
"ATP2B4",20974,11197,13294,12905,13634,11445,11418,16978,23074
"ZC3H11A",26,37,15,33,26,35,34,34,12
"RIOK2",1389,451,970,600,579,568,471,715,1335
"YIPF1",1238,434,647,475,534,569,537,595,1425
"NDC1",1622,498,943,667,684,646,539,812,1605
"DGKG",4361,3152,3546,3585,3538,3822,5336,5040,4074
"FLYWCH1",3919,1688,2955,2803,1512,2925,4184,2309,3570
"UNKL",1220,735,715,993,712,1399,1876,828,1114
"TBXAS1",281,152,354,112,283,185,198,220,244
"PARP12",310,177,233,260,234,261,565,195,293
"ALDH18A1",1983,678,1282,998,899,1146,1043,1211,1928
"TARBP1",5467,3986,5395,6055,4779,5601,3129,4675,3700
"GATB",3367,1078,1380,1151,1200,1436,1043,1558,3087
"MXD1",1886,1014,1508,1296,908,1215,1705,978,1670
"CDK17",9484,4031,6085,3912,4382,3647,2481,4658,10406
"DNAJC25",454,154,339,242,221,237,197,203,515
"SLC2A3",6923,2591,6003,3371,2903,3495,4573,3986,7317
"PSD",22373,5921,12786,10295,7225,12581,11796,7649,19117
"CTDP1",1048,542,720,563,437,588,883,501,932
"YBX3",298,556,575,446,330,1044,2321,1141,337
"STYK1",1618,469,696,508,656,743,198,741,1801
"WNK1",23021,20674,24010,17558,13977,17461,28119,14486,20580
"CCAR1",3301,1957,3148,2472,2174,2482,3022,2548,3037
"OGFR",2823,1734,1937,2101,1565,2084,3555,1401,2577
"GNA15",528,92,217,126,75,106,204,106,271
"CREB3L3",17,13,22,40,14,15,53,11,24
"PIGV",797,394,572,525,402,491,607,497,843
"PTPRU",2366,1691,2284,2110,2066,1521,2837,2507,2590
"SNRNP40",1292,697,970,628,679,667,594,797,1281
"RIMBP2",8080,2598,4201,4546,3154,5243,3592,3609,7070
"COL11A1",1343,1118,1138,2811,1403,2167,2089,1229,1199
"QSER1",5219,2769,4528,3963,3109,3931,3887,3786,4385
"MPC1",2929,958,1723,1440,964,1233,1188,1157,2704
"ACAA1",1155,808,849,799,635,839,1032,750,845
"BCAT1",5764,1990,4759,3109,2934,3303,1130,3155,6380
"HDAC7",1340,1035,1061,1081,1066,1414,2479,917,886
"LZTS1",10143,1875,3783,3198,2416,2836,3408,2302,5873
"PRDM6",91,57,52,84,73,76,91,71,124
"WNT8A",41,81,52,80,81,88,168,82,33
"SPAG4",191,113,77,174,118,239,301,102,110
"NCKAP1",39815,11666,21546,17013,16160,17190,10112,19147,41330
"MRPS35",3127,923,2144,1268,1053,1406,867,1459,3394
"GUCY1B1",13807,3810,7222,4800,5356,4918,2044,6332,14490
"SFSWAP",2505,2665,2262,2691,1956,2722,3333,1924,2060
"TNK2",11950,4568,6231,7481,5058,7073,11589,4750,8849
"MON2",8211,5407,5960,6306,5806,5642,5090,6446,7266
"CDH3",287,174,306,174,135,269,235,201,253
"ARSF",183,19,38,109,53,63,97,36,126
"GPBP1",10273,4397,6121,5131,4469,5690,4828,5789,9534
"DGAT2",597,198,314,271,250,271,246,352,903
"ZNF112",882,533,598,708,585,680,633,786,815
"CS",8465,2982,4996,3705,3459,3956,3214,3744,7700
"LTK",404,193,131,235,191,266,78,93,202
"MRPS24",28,17,7,22,7,17,21,14,19
"ELMO2",4447,1889,3086,2610,2134,2490,2895,2444,4422
"WAPL",5705,2414,4117,2990,2681,2939,2872,3485,4999
"VMP1",4951,1850,3291,2283,2075,2427,2478,2691,4950
"APPBP2",8509,3198,5929,3947,4136,3687,2668,4675,9130
"POLD1",246,157,126,151,148,196,276,140,257
"SEZ6",2767,907,1574,1495,1222,1141,1497,1074,3235
"EIF4B",17069,5784,12647,7776,8885,8042,4499,11787,16798
"SLC6A16",81,69,51,115,74,64,153,96,50
"BICRA",523,345,377,366,181,432,1021,217,319
"SPHK2",1982,733,1193,1141,655,1344,1261,709,1972
"RPL18",6601,2445,4894,3578,2906,3512,4702,3765,6531
"CA11",14502,3315,7416,6089,4556,6957,5152,5446,15441
"ISOC2",1056,343,404,470,427,517,596,453,1057
"U2AF2",4760,1798,2623,2310,1879,2487,3001,2058,4223
"EPN1",6212,2524,4564,3304,2291,3750,4877,2640,5467
"MED29",4167,1238,3968,1877,1593,2162,2443,2284,4198
"AHRR",30,28,32,57,34,39,81,11,23
"GSC2",0,0,3,2,2,4,4,0,1
"ZNF275",2319,953,2319,1335,1017,1234,1530,1282,2152
"MTMR1",2935,1437,2098,2017,1937,2032,1910,2056,2554
"GPC1",7338,3123,5479,5000,3659,5093,5771,2666,6662
"ADCK1",828,469,524,515,382,324,321,336,633
"HAGH",5048,1770,2999,2143,2054,2233,2229,2359,5076
"RNF4",3686,1405,2630,1747,1599,1768,2041,1853,3325
"CASP8",307,162,158,335,221,333,262,160,251
"LIMCH1",16273,9771,12256,9647,8033,9417,9467,9149,15201
"INTS13",932,513,479,483,462,596,517,584,848
"TM7SF3",3915,1395,2046,1736,1657,1697,1883,2119,3715
"DLX3",21,3,9,2,13,6,1,5,1
"SPA17",147,46,77,66,53,75,77,82,152
"TSPAN32",93,60,121,141,87,118,194,49,89
"CCN5",90,103,74,79,76,118,152,71,76
"DMRT3",93,36,24,13,19,67,2,16,62
"ST3GAL6",1451,913,828,959,1007,813,772,1111,1195
"ATP2C2",240,225,167,304,209,234,308,225,302
"NGFR",35,166,74,26,12,19,96,61,100
"CDON",1479,746,1194,1462,1072,1036,737,782,1064
"TAF2",2770,1212,1831,1560,1362,1599,1320,1543,2648
"HIPK2",21068,28180,28179,14013,11795,16816,39502,13830,20418
"TNPO3",5147,2150,3063,2811,2538,2846,2426,3239,5013
"BORCS8-MEF2B",3,2,0,0,0,0,4,1,0
"RFXANK",511,211,194,320,212,336,409,250,412
"TMEM161A",611,292,286,333,299,389,503,357,500
"LPAR2",106,84,104,102,101,96,206,89,77
"CTSA",2327,1287,1378,1758,1515,1771,2161,1730,1722
"SUGP2",15779,9543,9514,10347,9312,11475,10100,8665,12555
"SLC12A2",9631,6154,7094,4285,4578,4117,4526,4323,8838
"SNX24",1180,501,788,616,530,657,580,613,1040
"EYA2",312,81,136,201,128,196,439,158,239
"CNN2",83,37,128,62,79,38,119,22,113
"ABCA7",1102,821,423,982,783,1048,1369,490,845
"SNCAIP",638,169,291,376,268,302,459,340,580
"DDX20",1031,465,673,518,564,528,464,633,1051
"BTBD1",8416,2369,4887,3172,3211,3255,2881,3805,9718
"FAR2",3124,1167,1982,1512,1437,1585,693,1808,3126
"BCAS1",7507,9999,24967,8695,3413,4304,17115,5497,10417
"POU1F1",9,3,6,10,2,3,7,1,8
"CHI3L2",12,10,16,19,30,20,1230,317,15
"SBNO2",693,448,735,469,341,821,1972,486,560
"PMS1",2011,1096,1133,1286,1165,1435,1115,1351,1812
"HMG20B",421,284,348,292,245,239,496,175,398
"CALCRL",1049,468,617,641,615,381,585,735,1235
"TAF11",957,508,712,594,539,589,527,688,997
"ANKS1A",3572,2429,2604,3189,2399,3096,3834,2183,3182
"AP3D1",11199,3766,7481,5457,4276,5393,7250,4907,11197
"ZNF76",1641,1051,1121,1215,914,1249,1391,734,1307
"SLC9A3R2",1730,851,1306,858,865,1004,1381,649,1771
"NTHL1",742,246,389,265,248,288,291,248,702
"UHRF1BP1",3319,1446,1967,2320,1833,1850,2076,1806,2538
"GNAI3",2153,1290,2031,1739,1494,1945,1716,2087,2044
"IPO5",22619,5274,10050,6507,6230,8827,4823,7658,18575
"OAT",13717,3526,7289,4231,4781,3959,2232,5136,14622
"WDR3",2269,800,1552,963,938,1042,665,1240,2135
"PKN2",3350,1773,2517,2551,2053,2579,3262,2399,2866
"WDR18",754,266,420,323,251,369,438,265,595
"TRAM2",558,531,448,633,415,574,927,498,450
"NTN1",432,205,330,348,243,286,595,274,507
"GLP2R",785,126,357,151,130,246,159,373,726
"MCM10",11,5,7,8,9,5,16,29,2
"DGKA",1811,898,817,1090,1103,1241,1081,818,1067
"ERBB3",1674,3091,2648,801,1079,570,661,823,2127
"ROPN1",15,5,6,7,9,6,9,7,17
"ANKRD44",1931,1395,1556,1281,1246,1080,1343,1241,1608
"KARS1",4130,1339,2503,1551,1686,1823,1329,2145,3815
"ADAT1",1825,829,1137,970,871,986,955,930,1462
"PDIA5",235,141,106,198,142,224,182,123,144
"TBC1D22B",1340,489,614,634,589,638,637,649,1263
"NDUFB4",3774,825,1908,1573,1202,1423,1228,1604,3540
"SPEN",12677,8293,9469,8322,6305,9068,12636,7566,9311
"MYLK",5275,1895,2643,3150,2408,2864,4410,1861,5055
"ZC3H15",6214,2008,3325,2416,2388,2552,1378,3237,6541
"MAP2K4",16134,5222,7784,5805,6473,5690,2573,6854,17950
"PACC1",769,561,807,431,416,293,388,399,872
