"","GTEX-Y8DK-0011-R10A-SM-HAKY1","GTEX-UTHO-0011-R10A-SM-HAKY2","GTEX-P44H-0011-R10A-SM-HAKXX","GTEX-RU72-0011-R10A-SM-HAKXS","GTEX-QVJO-0011-R10A-SM-HAKXV","GTEX-R55F-0011-R10A-SM-HAKXY","GTEX-RN5K-0011-R10A-SM-HAKXU","GTEX-NPJ7-0011-R10A-SM-HAKXW","GTEX-WVLH-0011-R10A-SM-HAKXZ"
"OR7A5",9,9,7,6,8,10,4,8,6
"C15orf62",164,180,107,218,146,218,344,135,112
"RUFY4",4,0,9,9,4,10,47,11,7
"ZNF383",1190,764,1038,851,707,838,754,836,1015
"HES4",285,74,187,137,47,193,359,45,396
"IGFL1",0,2,2,0,0,1,0,1,0
"ZNF669",480,168,330,237,163,178,134,243,522
"PEAK3",22,16,90,23,14,18,45,14,16
"LRRIQ4",36,20,9,29,13,25,26,16,7
"CENPP",261,270,242,291,217,303,304,282,253
"PLSCR1",450,386,603,617,444,968,2092,1032,381
"C3orf62",326,256,297,295,256,361,414,278,283
"ENO4",159,190,180,128,173,135,71,168,110
"ZNF559",1008,789,781,1186,881,985,1174,1009,904
"SBK1",2101,515,785,1104,490,1188,1619,500,1303
"OR6C6",0,0,0,0,0,1,0,0,0
"BSPH1",4,1,0,2,1,4,3,1,0
"SLC38A3",965,289,591,391,347,726,1518,407,743
"OR6N2",0,0,0,0,0,0,0,0,0
"GTF2F2",1134,406,776,580,484,549,417,676,1094
"CIBAR1",2190,887,1384,1294,1149,1145,1132,1398,1955
"FOCAD",13642,5787,6515,7835,6968,8264,5537,7340,12280
"PRR19",72,25,32,47,30,21,51,25,78
"ZP3",29,7,43,26,27,66,19,49,40
"C10orf99",0,0,0,1,0,0,0,0,0
"H3-5",3,3,6,1,1,3,6,3,5
"IFNA2",10,43,26,12,28,5,13,11,10
"JAKMIP3",3351,5395,1905,3250,2315,4412,4843,1974,1913
"PPP3R2",38,46,55,115,39,70,64,74,38
"PDCD1",4,1,9,1,3,4,64,3,10
"CLEC2A",0,6,1,11,2,0,2,0,2
"GPR21",396,189,231,242,252,210,188,311,315
"TCTEX1D4",11,9,16,9,21,9,46,8,8
"SELL",69,60,250,26,94,96,120,133,42
"MAGEB5",0,0,0,0,0,0,0,0,0
"CHM",5536,1856,3304,2910,2739,2599,1773,3348,6074
"NANOS2",0,7,5,1,1,2,3,2,0
"BLOC1S5",525,278,296,289,291,306,338,319,440
"CERKL",193,42,86,52,78,89,12,54,111
"SLC24A5",6,8,5,10,12,11,8,9,7
"IER5L",216,73,79,106,58,111,247,51,266
"H2AX",809,312,553,322,254,394,711,306,684
"INSC",23,4,10,5,4,8,7,8,18
"SERPINA5",1,21,12,1,4,8,10,15,5
"C19orf54",136,95,76,80,62,76,251,56,95
"LCTL",37,19,15,14,34,8,69,25,13
"NCCRP1",3,3,2,2,0,2,0,0,3
"KRTDAP",3,1,1,7,2,6,8,3,4
"COL25A1",896,212,483,468,400,517,254,526,1335
"FAM83G",33,26,41,31,29,49,52,23,47
"CFAP77",4,1,4,1,3,4,2,3,3
"SRSF10",4459,2554,3222,2901,2827,3077,2508,3519,4129
"HBA2",253,125,528,115,378,152,1173,58,302
"DUSP28",484,267,306,345,263,344,388,311,438
"CCDC9B",447,373,274,300,258,348,629,259,395
"NBR1",11528,4335,7824,5033,5402,5107,4940,6099,10159
"OR2G6",16,31,16,30,23,46,25,16,9
"RALGAPA2",3191,2091,1337,2556,1930,3507,4486,2092,2416
"NDOR1",545,393,385,431,366,440,664,291,357
"FBLL1",1178,282,676,405,330,407,358,329,1489
"NKAIN2",1795,897,2077,1359,1030,1053,1077,1402,2798
"KRTAP1-1",0,0,1,0,0,0,0,0,0
"PAQR9",2540,697,1683,886,1131,882,214,1046,2373
"CLEC20A",4,2,2,2,7,8,5,0,3
"CFAP54",718,330,387,529,582,702,703,958,479
"CLN3",62,85,50,87,56,101,277,84,40
"FAM72B",15,9,11,10,19,8,9,13,17
"ASAH2",78,42,152,86,44,93,30,65,192
"SUMO2",5142,1265,3455,2177,1761,2126,1440,2522,4983
"NANOS1",227,81,194,159,101,197,208,160,218
"HMX3",3,2,2,1,2,3,4,3,1
"IGFL3",17,46,38,36,39,34,32,25,19
"GOLGA8M",120,37,75,40,48,79,86,64,64
"ZNF177",16,21,8,38,23,35,34,18,12
"RTL6",8131,2285,4433,3289,3147,3594,3426,4055,7988
"DPYD",2189,1927,1711,1639,1277,1353,1273,1484,2405
"S100A16",818,154,568,646,273,534,994,327,637
"PTAR1",7853,2656,5250,5991,4110,5723,9460,4524,5962
"CC2D2B",337,209,209,417,341,319,338,288,288
"RNASE9",0,0,0,0,0,0,0,0,0
"SAXO2",211,114,118,194,182,183,205,239,121
"RHCE",58,40,78,34,35,61,67,85,59
"C2orf80",2654,539,1344,762,780,891,217,774,2465
"IDO2",1,1,1,2,3,2,1,0,2
"PARVB",2741,1235,2175,1550,1193,1572,2343,1890,2803
"SLC4A5",39,55,90,68,44,48,79,59,46
"UROS",4006,1452,2611,1962,1663,2417,1369,1700,3637
"OR56A5",0,3,1,2,0,5,0,2,0
"KRTAP24-1",0,0,0,0,0,0,0,0,0
"ZDHHC9",2268,1571,3516,1146,1179,1314,1401,1313,2561
"ZBED6CL",129,72,124,106,55,101,142,68,161
"QRFP",34,23,18,33,23,44,53,23,19
"DUSP29",2,1,5,2,0,2,2,1,1
"SMIM15",1450,476,1026,707,628,678,643,774,1320
"OSTN",272,13,155,27,20,57,6,46,515
"VWC2",2695,578,1309,1173,860,1345,468,717,2375
"FAM221A",555,597,564,365,370,406,325,330,440
"TMEM120B",1315,605,825,893,696,886,1243,654,1111
"FSIP2",571,506,460,1005,1012,677,925,993,416
"RBM34",47,34,55,43,24,36,36,48,54
"NOXA1",808,553,560,832,525,943,853,391,672
"TMEM198",1043,258,444,387,359,414,518,343,953
"BCL2L15",72,112,145,110,80,97,71,83,51
"FZD9",152,96,114,58,62,87,105,43,161
"SPRED3",925,106,580,536,138,399,594,235,834
"OPTC",5,8,4,5,11,2,9,3,4
"PLET1",22,21,50,24,29,13,12,14,13
"ADRB3",10,4,9,11,8,21,11,3,16
"SKOR1",74,87,113,86,77,98,133,52,50
"CATSPER4",1,1,2,2,1,1,7,1,1
"PRELP",633,509,455,531,592,650,1466,593,560
"PLA2G2E",0,1,1,1,2,1,2,2,0
"ZNF548",1031,690,800,987,645,928,1003,811,1009
"MTF1",1332,835,1097,960,699,971,1377,850,1148
"TMCO2",5,2,2,5,3,2,1,3,2
"SHISA6",1074,461,1740,951,796,779,1041,835,1025
"TMEM201",1255,515,1018,759,518,648,1204,538,1126
"NHLRC3",1733,1110,1587,1194,1401,1257,903,1611,1767
"HMX2",0,0,0,0,0,0,0,0,0
"SNTN",9,15,14,31,12,26,28,11,23
"ZDHHC11",438,403,255,2376,534,1286,824,872,423
"CALHM6",2,1,2,6,0,3,13,1,1
"CNR2",4,0,2,1,2,4,9,0,2
"SLX4",1619,828,1257,1202,711,1309,1381,848,1162
"GLRA4",33,58,32,54,33,48,66,39,20
"ENTPD8",61,29,74,43,42,54,109,23,17
"RPL14",10741,3761,6547,5563,4673,5781,4249,6291,10160
"BEND4",632,171,346,331,328,410,186,267,896
"FAM78B",1185,487,825,769,611,855,625,579,882
"ZNF563",297,185,231,230,144,227,312,207,218
"TMC3",26,41,36,65,43,65,67,54,41
"FBF1",478,264,275,364,282,500,610,262,365
"KLRG2",5,1,6,5,1,4,4,1,3
"ASTL",15,6,10,18,8,12,12,8,14
"MSL1",8638,3673,5189,4808,3781,5197,4595,4290,7844
"AC099489",70,111,92,78,52,91,122,25,44
"LRRK2",7978,2364,3620,3779,3484,4066,2536,3898,5571
"BSX",0,0,0,0,0,0,0,0,0
"GJB3",51,53,36,74,35,111,166,36,43
"INSYN2A",372,310,398,320,239,372,469,315,396
"TRMT2B",1247,687,601,816,694,847,785,671,1183
"HACD4",774,778,1040,1340,1160,1161,1047,1213,506
"CFAP126",1931,835,1302,1167,898,1147,716,1244,1880
"NYX",1,1,2,5,1,3,0,0,2
"FAM120AOS",3403,1441,2630,2059,1566,2146,2198,1874,3343
"UTS2B",20,15,29,23,12,24,27,21,33
"C9orf152",2,2,9,0,4,5,7,5,3
"NOC2L",3691,1206,2288,1538,1371,1505,1409,1508,3639
"MSANTD1",364,202,203,269,185,321,454,156,333
"AADACL3",0,0,0,0,0,0,1,2,0
"NELFB",3680,1089,2085,1605,1261,2043,2191,1545,3198
"SLC15A5",7,5,9,14,23,8,16,17,14
"LIPI",24,23,61,39,50,26,12,43,34
"LRRC66",84,91,79,179,80,110,90,131,62
"ZNF292",8750,5736,8161,6917,5546,7428,6683,7145,7848
"HUS1B",10,18,13,21,12,20,37,14,6
"KCTD21",666,290,326,432,333,401,581,444,727
"SBSN",8,3,3,15,11,15,20,8,2
"ADAT2",325,220,338,277,285,276,219,292,336
"KIR2DL4",0,0,0,0,4,0,6,0,1
"MAGEB16",0,0,0,0,0,0,0,0,0
"VHLL",3,3,6,8,9,13,16,4,2
"DUSP21",0,0,0,0,0,0,0,2,0
"ZNF567",962,360,623,458,447,461,393,510,947
"NDUFA4",21258,4118,10612,6570,6524,7327,3079,8341,21062
"ANKDD1B",78,113,64,173,114,131,157,139,60
"ALKBH2",402,170,284,181,154,264,153,209,484
"RNFT1",190,147,127,164,177,179,160,192,157
"RNF222",11,14,17,21,9,15,46,10,4
"CGB5",0,0,0,0,0,0,0,0,0
"RELN",21723,1162,2333,2340,2314,3533,381,1345,13159
"FAM111B",6,10,5,4,7,5,8,35,6
"APOD",2870,2734,4998,1499,2329,1574,1570,2082,3154
"H1-0",4753,1453,3102,2140,1758,2022,1926,2280,3638
"GAGE2A",1,0,0,0,0,0,0,0,0
"LITAF",731,567,963,433,504,618,1480,518,845
"VSTM1",2,1,5,5,2,2,2,7,13
"TMEM120A",726,294,433,380,343,484,693,365,622
"ARID2",2851,1824,2004,1903,1621,1643,2487,1813,2330
"FAM25G",0,0,0,0,1,0,0,0,0
"SF3B3",10485,4168,6346,4676,5255,5037,4730,6496,9305
"PRSS48",34,90,61,113,64,42,96,55,33
"IL1RAPL2",136,176,246,266,218,202,183,268,383
"BLOC1S3",343,159,316,228,104,209,338,154,299
"SP6",8,4,29,6,10,8,10,18,11
"ANKRD34B",39,28,27,63,27,50,38,52,58
"PLAC9",232,127,109,205,193,245,358,189,182
"FAM47B",1,0,0,1,0,2,1,0,0
"NKAPL",241,73,150,75,69,129,107,95,167
"FSCB",0,1,24,2,0,33,9,7,2
"CLDN4",78,32,69,98,36,67,115,62,82
"ZNF573",1136,721,945,909,814,1038,802,939,1184
"GRAPL",0,0,0,0,3,0,0,1,0
"FAM47E",703,406,578,558,568,798,474,548,745
"JPT1",3212,752,1471,1055,966,1361,731,1235,3829
"ZNF527",1008,596,763,738,646,784,736,738,1004
"ZAR1L",2,1,1,1,0,1,1,1,2
"KRTAP10-12",0,0,0,0,0,0,0,0,0
"S100A13",578,144,695,320,213,485,488,272,655
"ZNF33A",4392,2213,3273,2524,2222,2545,1606,2671,4811
"OR14I1",0,0,0,0,0,0,0,0,0
"KRT77",0,0,1,0,1,1,1,2,2
"PCDH18",854,223,299,382,321,407,682,341,678
"DCAF8L2",2,0,0,0,0,1,1,1,0
"ZNF600",95,112,95,88,75,105,217,119,81
"BTBD8",33069,8437,13295,10390,10235,14862,5061,11976,28337
"MAOA",3390,969,2863,2657,1971,2046,2921,2853,3037
"C15orf61",917,246,756,387,271,406,208,351,858
"NUGGC",5,2,4,4,1,8,10,7,13
"TSPYL1",34394,9065,20015,12563,12424,12579,6623,17435,33258
"SPANXN3",0,0,1,0,0,1,0,0,0
"TRIM64B",1,0,2,2,0,0,0,0,2
"PNRC2",3630,1283,1869,1627,1597,1820,1603,2264,3184
"DRICH1",46,36,18,33,113,51,62,61,17
"GJB5",38,25,22,46,53,67,57,50,52
"FHIT",533,358,324,450,332,395,474,416,461
"ALKAL2",49,58,20,45,22,68,54,32,64
"ZKSCAN3",555,312,422,480,370,439,553,385,476
"FOXR2",0,0,2,0,0,0,0,0,0
"RRP7A",1972,586,1184,771,660,817,1282,967,1955
"LIN54",2239,874,1933,1173,979,1092,963,1201,2172
"FAM53B",2430,2033,1727,1224,1101,1288,1982,958,2306
"FAM180A",13,4,6,2,10,2,10,2,11
"BNIP5",28,9,11,9,8,12,5,7,21
"SPANXN4",1,0,0,0,0,0,0,2,0
"S100A14",10,7,13,21,6,6,18,5,14
"KAZN",3866,2142,3001,2698,1631,2361,2836,1716,3009
"SLC35E2B",2575,2549,2917,3926,2122,1666,5321,2602,3548
"TOGARAM2",575,89,91,335,399,747,240,184,199
"SPATA31D4",0,0,0,0,0,0,0,0,0
"NEMP2",533,318,358,411,357,341,313,404,482
"ALG1L",34,29,61,17,18,32,20,26,18
"KIAA0408",113,102,71,130,142,130,91,163,52
"GSPT2",1490,438,866,515,535,508,334,783,1428
"TBC1D28",1,2,4,5,2,2,2,1,0
"C8orf76",131,95,74,96,75,83,115,87,106
"CXCL17",21,47,21,40,19,28,104,29,10
"OTUD6A",0,1,0,0,1,0,1,1,1
"HMGB1",10802,3456,8762,4510,4062,4333,3850,4789,10308
"MMP23B",4,4,0,13,1,4,29,4,2
"SH2D5",5623,1405,3254,2390,1808,2477,1912,1961,5396
"ZFP92",1261,417,615,704,406,665,569,655,1107
"NCR1",1,0,0,3,0,0,10,1,2
"RASSF10",85,1,25,21,16,14,40,3,66
"GJB4",6,1,3,8,8,7,27,9,4
"OR2L13",417,182,176,397,79,243,295,114,399
"BLOC1S2",3390,899,2508,1267,1296,1235,666,1648,3676
"SYCP2",962,965,730,1068,950,1194,1129,1104,591
"ZNF724",90,53,77,88,54,86,70,58,83
"IL1RAP",2360,835,1210,1120,936,1268,766,1125,1748
"PTPRT",28462,12561,16966,14107,13910,13194,10441,17253,26754
"MYBPC1",1923,882,1570,1856,1517,1636,1528,1537,1997
"PAX5",8,6,19,14,10,7,17,14,7
"OR5K4",0,0,1,0,0,1,1,0,1
"OR6M1",2,2,6,3,4,2,2,4,5
"SPOCK3",5776,3445,4259,1734,2700,1787,942,2215,6015
"ZNF676",92,68,74,116,63,65,285,133,72
"ZNF699",759,358,561,477,362,436,491,460,729
"TDRD7",2591,915,1179,912,1043,1130,898,1177,2095
"CCDC189",36,19,24,19,15,18,17,14,33
"OR8A1",4,3,1,3,3,2,4,0,3
"KIAA0895L",2419,1287,1356,1629,1253,2106,2068,1204,2023
"HLA-DRB1",725,280,501,163,511,545,1890,319,720
"VN1R2",3,0,1,1,0,1,1,1,0
"MYT1",935,399,818,737,595,731,877,417,638
"SERPINA3",2,11,9,1,3,65,500,426,0
"AKR1C3",289,153,116,432,228,304,299,345,301
"SPATS2L",4498,1593,2569,1866,1725,2307,1865,2094,3793
"ZNF250",1657,849,1125,1269,950,1204,1077,1074,1589
"WDSUB1",657,436,362,461,443,431,479,486,498
"ZNF79",689,330,412,416,302,401,524,357,575
"S100A4",28,19,44,4,42,11,75,4,65
"PLEKHG4",138,127,161,98,106,132,133,67,110
"KRTAP4-3",0,0,0,0,0,0,0,0,0
"FAT4",2376,1749,1575,1133,1128,1319,1863,1185,1948
"KIF19",143,528,518,114,184,242,236,196,271
"OR6K2",0,0,0,0,0,0,0,0,2
"ZNF681",977,429,756,661,465,651,439,775,943
"ACADSB",4328,1695,3282,2512,2080,2169,1394,2410,4182
"STK40",1920,754,937,1166,703,1061,2006,770,1745
"OR10J1",0,1,0,1,1,0,1,0,0
"TMEM63A",1949,5091,2513,1294,1930,784,2336,1334,2329
"CTSE",1,0,0,1,1,8,9,0,1
"SEMA4A",1308,642,844,1146,790,918,1926,685,1684
"HRCT1",5,21,69,37,12,53,79,26,25
"MPHOSPH8",7513,4258,5474,5151,4030,5696,5780,5111,6675
"GREB1",3229,1664,1949,2537,1788,2107,2154,1905,2271
"SIRPB2",54,35,110,19,124,70,67,60,46
"ZNF766",1027,642,907,713,549,745,793,762,954
"RYR1",3933,2187,1820,3331,2261,3338,4839,1974,2629
"SRGAP3",16076,7927,10588,10698,8135,10643,10609,8487,13029
"KRTAP5-3",0,0,2,0,0,0,0,0,3
"FAM217B",9176,3039,5805,3979,3967,4285,3036,4920,7786
"SULT1C3",3,8,4,3,10,5,5,8,7
"TUBB",11582,4527,7422,4385,4099,5783,3466,5815,15214
"LCOR",6019,4243,5201,4515,3733,4262,4211,4513,5288
"SUPT5H",9013,3554,6619,4538,3750,4394,4600,4483,8395
"XPNPEP3",1338,812,1001,960,686,1045,1581,889,1279
"OR2T2",7,3,3,7,5,5,5,6,7
"OR2C3",1,3,3,0,4,0,5,0,1
"ZNF107",689,429,685,547,518,510,655,598,661
"OR10S1",2,2,6,6,4,1,1,3,0
"SFTA2",1,0,1,0,2,1,3,3,0
"PPIA",25320,7784,13818,9226,8879,9480,4475,11516,27438
"ZNF471",1767,1191,1471,1577,1533,2085,2427,2001,1381
"ZNF836",657,419,491,450,381,428,316,437,618
"ZNF493",2269,2018,1711,2840,2300,2646,2877,2628,1732
"GTF2IRD2",153,164,238,82,141,165,222,73,115
"GRM7",3451,1522,1878,2254,1843,2526,1755,1936,3098
"SUPT3H",1837,768,1268,1068,850,1440,1057,901,1947
"BECN2",0,0,0,0,0,1,0,0,0
"NIF3L1",1651,578,883,573,653,601,318,816,1580
"ATP2A1",67,93,94,119,63,112,319,60,49
"IARS1",12671,4331,7222,4853,5201,5097,2879,5916,13839
"POM121",2317,1204,1887,1605,1056,1647,2244,1066,1693
"ZBTB44",8980,4130,6781,5590,4641,5193,4391,5138,8942
"GIMAP5",50,65,47,85,61,56,256,59,45
"STK31",84,72,182,102,131,107,36,77,145
"CGB7",2,0,0,3,1,0,2,0,1
"NLGN3",4957,1771,3304,2258,1978,1813,3155,1847,4660
"OR8D1",7,1,2,1,6,1,8,3,7
"ADH7",0,0,0,0,2,0,1,0,0
"ZKSCAN7",363,217,257,340,221,349,404,275,279
"ZNF729",5,5,1,10,4,7,8,6,16
"CD55",935,795,841,432,465,438,401,502,1092
"CPNE4",2580,1245,1840,1781,1309,1506,1208,1956,3019
"ZNF565",637,476,450,373,308,510,476,418,557
"NTNG2",1457,823,981,1662,1053,1270,2822,1233,2114
"ELAVL3",5938,2737,4143,3848,2030,3846,5739,2414,4381
"WDR5",2070,939,1466,1098,910,1321,1343,1184,1941
"LONP1",4967,1986,2706,2330,1973,3080,2991,2009,4787
"TRRAP",8438,5708,5306,6146,4979,5863,7928,4908,6068
"NUDT11",2269,667,1636,948,1014,1002,463,1354,2574
"SRGAP2B",458,282,371,366,265,361,300,285,463
"FUT4",254,201,258,201,158,172,260,209,242
"ASB13",2418,699,1421,809,908,842,793,969,2540
"SLC35F1",5072,2844,4348,4376,3269,2947,3417,4725,8694
"ZNF34",847,570,532,573,421,588,629,546,630
"ZNF781",424,374,278,480,255,389,477,359,294
"ZNF140",766,467,602,508,491,510,515,583,750
"INCA1",220,112,194,129,87,120,177,123,283
"ZNF774",996,595,460,677,523,944,980,583,680
"PTPN1",1401,856,1404,1102,818,1086,1429,1126,1532
"EVL",7974,4554,5271,6612,4653,7368,8820,4964,7122
"SPANXD",1,7,2,4,8,1,1,2,1
"THEM5",503,213,327,419,290,279,298,223,454
"NOXO1",0,0,0,0,0,0,0,0,1
"EPHB4",229,127,234,149,147,204,484,144,260
"PRTN3",67,7,34,20,10,65,5,6,76
"ZNF765",423,396,441,408,369,435,442,431,338
"ZNF124",2801,616,1147,1003,1158,1001,891,1066,2033
"XRCC6",12788,3867,8667,4398,4690,4309,2689,6226,13512
"S100A5",8,6,6,5,10,5,5,12,12
"C20orf204",105,116,120,136,101,197,253,102,55
"PPP1R26",3679,1284,2361,1820,1339,1953,2416,1246,3369
"NBPF4",0,1,1,2,1,1,0,0,1
"TSC22D2",6369,2663,3775,3679,2554,3483,3309,3163,5463
"CRYBA4",4,2,4,8,6,7,3,6,4
"NPIPB15",105,128,67,127,54,22,115,56,7
"ZNF569",1163,454,899,551,573,606,496,745,1162
"ARMCX4",3452,2186,2412,2697,2017,2885,1946,2159,2190
"YRDC",605,203,495,298,286,265,226,296,684
"ZNF777",998,314,843,504,371,612,600,413,924
"PIK3R4",4528,1835,2320,2121,2249,1926,2049,2563,4512
"ZNF775",313,129,212,125,108,160,295,130,294
"ZNF605",2367,1616,1191,2484,1610,2321,3043,1794,1737
"TRAPPC2",1692,754,1197,1043,965,1064,1077,1268,1666
"RFX8",210,71,139,132,91,131,57,86,133
"MYL6B",3121,974,1970,1469,1220,1616,1269,1363,3121
"ZNF799",175,144,184,159,133,139,196,122,186
"FGF16",5,1,5,7,2,3,4,6,10
"SIAH1",491,283,544,351,289,318,310,334,459
"GK2",3,3,1,0,0,0,0,1,0
"C20orf96",304,199,217,241,162,241,520,145,180
"ESRRG",2273,922,1116,1427,1090,1055,967,1435,1785
"IPO4",17,18,6,14,14,12,19,15,12
"NCOR2",11453,4519,6908,6184,4651,6367,13613,4153,6605
"SULT1A1",1318,730,974,1189,650,1002,904,790,1100
"ARL9",143,29,78,50,32,50,39,49,60
"PRPF40A",4271,2267,4448,2627,2670,2734,2889,3191,4223
"GDAP2",4726,1835,3491,3088,2544,2884,2337,2909,4387
"TCEAL3",3304,852,2289,1325,1151,1430,1295,1685,3275
"ANAPC7",2949,992,1278,1189,1074,1206,999,1129,2617
"TPK1",844,351,606,487,435,515,428,481,819
"SLC6A9",683,495,477,339,333,304,490,168,553
"AFAP1",1563,450,875,661,513,858,608,611,1260
"NACA",8969,3144,5633,4108,3715,4582,3083,4872,8546
"MYO18A",10917,7086,7801,6372,5605,7190,10987,6101,9295
"OR2T3",0,4,3,3,1,4,1,1,0
"SPTSSB",1732,384,609,588,503,672,228,466,1458
"BORCS6",286,89,175,105,93,129,158,94,277
"MAN2A2",8610,5408,5295,4991,5166,4526,5572,4767,7578
"MME",120,56,94,74,94,91,109,57,194
"FAM72A",9,12,13,14,12,10,7,12,17
"CCDC196",65,57,97,103,100,43,59,109,57
"CACNA1H",864,265,544,686,406,659,1243,301,1116
"SULF2",1959,1076,2406,1707,1311,1431,1975,1433,2692
"HBG2",0,2,1,2,3,1,3,0,0
"LAMA2",3387,2077,2358,2255,1999,2408,1832,1835,2409
"PFN3",0,0,3,0,0,0,1,0,0
"PLXNB2",3980,1881,2524,2569,2239,3100,6255,1930,2869
"OR5AC2",0,0,0,0,0,0,0,0,0
"AJAP1",13094,4724,8347,7053,5703,6601,5215,6287,11132
"XRCC2",153,111,157,142,127,200,102,142,163
"MYO6",5400,4960,5183,6511,4896,5083,7578,5099,4780
"MRTFA",3908,1953,2417,2245,1886,2596,3247,2095,3558
"MBD3L2B",0,0,0,0,0,0,0,0,0
"HDAC2",3151,1495,1661,1584,1492,1435,1058,1890,3141
"ZNF782",1275,981,948,1282,959,1238,1416,1148,980
"SLC22A25",180,296,206,445,290,503,425,349,160
"POTEF",3,1,3,0,0,0,0,2,0
"ZNF846",1109,890,726,940,881,1007,1235,869,884
"MMP1",1,0,0,0,2,1,0,0,1
"ADH1B",42,47,46,64,26,48,189,71,52
"UGT2B15",0,0,0,0,0,1,0,0,2
"TCF4",22263,11124,14359,15075,11579,13986,15080,13384,21632
"WNK3",3686,1241,2405,1903,1547,1907,1332,1912,3381
"SDHAF3",294,94,200,124,107,191,102,170,295
"HRH1",1214,359,722,752,562,616,978,575,1698
"RABL6",6572,2394,3724,3527,2695,3699,5396,2764,5749
"ZNF136",1308,538,1167,673,709,752,449,889,1368
"ZKSCAN5",2059,931,1363,1228,964,1266,1302,1073,1890
"ZNF502",428,240,354,319,259,357,246,311,402
"TRAPPC4",1178,399,903,562,587,480,469,750,1192
"TTC30B",329,122,206,175,175,159,231,206,253
"SLC30A10",1065,415,750,1010,594,926,1245,504,920
"TECPR2",6071,3666,5000,3329,2903,3488,4191,3255,6544
"TLR7",292,88,179,65,232,83,96,139,224
"FAM180B",90,42,61,60,40,61,92,48,58
"ZFP62",1965,1105,1191,1309,968,1308,1480,1381,1721
"ERI2",422,298,416,373,346,374,398,388,394
"TOMM7",6125,1891,3427,2236,2128,2746,2001,3491,5591
"HSH2D",12,7,9,5,4,1,29,1,2
"TRPV1",418,443,395,443,367,429,599,357,337
"ZNF33B",2563,1091,1221,1633,1125,1620,780,1697,2977
"ZNF512B",3517,1428,2783,2111,1719,2193,2542,1556,3421
"AMZ2",4627,1185,2842,3012,2070,2683,2710,2785,4367
"ZNF431",1460,1206,1245,1437,1146,1256,1252,1385,1247
"ALKAL1",1,0,8,5,0,4,1,3,7
"NF1",27813,10250,15708,15099,11648,14321,11315,13895,24114
"VKORC1L1",5211,1481,3471,2024,2102,1994,1430,2472,5612
"ZNF418",2105,1356,1958,1763,1242,2016,1640,1879,2186
"DAPK1",12562,4857,6328,6094,5892,7665,5008,6742,11942
"LCE1B",0,0,0,0,0,0,0,0,0
"HLA-DQA1",135,78,168,39,179,105,516,42,113
"COL27A1",641,446,155,409,537,917,1331,250,326
"GM2A",3166,1190,2801,1703,1525,1709,2375,1794,3045
"H2AC13",15,8,22,7,15,12,28,55,25
"CLPSL2",3,2,4,0,0,0,2,3,17
"S100A2",2,11,7,9,7,5,29,14,7
"ZNF700",822,475,615,614,545,639,567,563,888
"POU3F4",146,34,83,75,53,54,159,27,111
"OR14A16",3,1,1,1,1,1,11,3,2
"CD47",19043,7430,14583,9780,9940,9377,6500,12036,22602
"OR52K1",2,3,5,4,7,3,8,4,3
"TLE1",3194,1096,2006,1536,1186,1930,2044,1319,2461
"MAML3",778,323,492,371,371,473,444,301,621
"H2AC11",34,15,28,17,17,11,38,61,48
"STRN3",3439,1453,2154,2006,1636,1817,1738,1935,3323
"ZNF239",406,203,239,373,158,236,234,244,522
"SPINK14",4,7,8,3,1,10,13,3,1
"SPRR2B",0,0,0,0,0,0,0,0,0
"CHRNG",13,18,25,32,22,21,20,18,9
"ZSCAN16",179,149,125,157,136,126,135,131,140
"MVB12B",3575,2628,2954,1928,1773,1933,2848,1521,3534
"ILRUN",13827,4554,6674,7398,5633,6862,5981,5708,11016
"OR11G2",0,2,6,0,0,3,2,0,0
"POTEI",2,1,1,0,2,4,2,0,2
"ADA",167,246,80,136,126,191,309,84,144
"ARID5A",549,368,631,386,355,501,762,459,625
"PATE2",73,68,43,75,78,52,75,69,55
"PPTC7",3256,1174,1905,1545,1222,1437,1169,1407,2398
"KRT39",3,5,6,0,6,6,2,6,6
"TOMM20L",29,8,19,28,24,13,21,20,22
"RGPD4",130,45,79,96,101,19,56,56,103
"NHLRC2",3265,2022,2685,2720,2161,2295,3268,2654,2686
"H2AC7",4,0,2,1,1,2,0,0,0
"ZFP28",1802,872,1190,1119,944,1087,963,1204,1732
"CRACDL",8758,2720,4263,3499,2525,4893,3138,3243,7027
"CBWD3",235,264,270,403,280,263,122,374,185
"SCN8A",39120,12499,22397,15447,15609,14997,9047,16568,33622
"LAMB3",553,155,237,210,214,216,180,231,635
"H2BU1",290,104,209,145,158,185,129,164,349
"TEX43",5,4,1,3,2,3,2,1,3
"KPNA5",5157,2191,2835,2914,2894,2695,2521,3322,4541
"ANKRD36B",1865,2335,2287,2157,1608,3203,2324,2989,791
"ARHGEF12",43970,16646,25715,25147,21978,27281,23546,24994,42504
"HCAR1",33,8,9,15,9,21,23,13,38
"PDLIM7",433,187,279,357,317,404,603,194,362
"FLNA",6990,3959,3968,4820,7732,6485,15515,4330,8523
"TMEM26",70,34,29,44,46,67,39,65,176
"SRGAP1",1086,747,773,1015,774,946,1812,831,942
"FAM3C",5338,1743,3364,2272,2459,2241,795,2972,5634
"NOP9",2178,651,1237,867,777,872,934,1098,1859
"OR2T4",8,11,6,15,5,13,8,2,5
"ZNF705A",4,0,2,3,2,3,2,3,7
