"","C3N-03446","C3N-03450","C3N-03452","C3N-03026","C3N-01197","C3N-02684","C3N-01191","C3N-01365"
"TEAD1",5586,2802,5289,3497,1791,2576,2766,2868
"OR2AK2",34,87,74,41,94,24,33,57
"DEFB106B",0,0,0,0,0,0,0,0
"PLCD1",769,985,1362,1059,828,668,959,704
"CCK",695,1468,2913,2225,1934,2830,232,4216
"ENTPD5",719,885,926,809,477,652,1298,669
"MITF",589,1135,1163,1640,382,551,1840,481
"HEATR4",310,278,375,297,290,268,293,305
"NAP1L1",6263,7556,11451,13733,6748,8634,10631,9210
"LILRA5",3,0,21,27,74,6,4,4
"CMC1",306,245,355,386,295,296,313,299
"SLIT1",1167,4748,7318,6417,2545,7219,914,8285
"LYPD6",284,278,942,612,488,526,119,781
"AKR1C1",281,200,461,522,234,227,397,317
"VSTM2B",329,516,753,662,285,514,858,567
"FOXD3",5,5,1,4,1,1,0,0
"SPATA21",46,29,52,32,21,26,52,16
"RNF220",1952,5207,3766,3461,2148,3471,8361,3193
"ANGPTL5",39,10,35,55,19,17,8,20
"SHTN1",5041,14228,10315,9978,4367,9044,30029,9168
"H1-7",10,24,36,17,8,14,13,14
"LCE4A",0,0,0,0,0,0,0,0
"LCE2A",0,0,0,0,0,0,0,0
"KRTAP12-1",0,0,0,0,0,0,0,0
"LCE2C",0,0,0,0,0,1,0,0
"ZNF546",1419,964,1223,1354,926,1011,1441,1182
"TSPYL4",3165,5166,7533,6706,4560,8195,2572,8716
"DAZ3",0,0,0,0,0,0,0,0
"MT1X",204,350,440,239,242,165,271,498
"GCNT1",445,635,842,846,376,628,689,715
"LCE2D",0,0,0,0,0,0,0,0
"SESTD1",3935,5892,6231,4170,2998,4652,8357,4824
"LCE3B",0,0,0,0,0,0,0,0
"FNBP1",2734,8038,6757,4584,2622,4490,10080,3636
"DYNC2H1",3024,3867,6695,5433,4753,4761,4541,6457
"KRT12",32,11,6,9,10,12,9,11
"MAGED4B",3,6,16,11,1,5,1,9
"BCAM",3716,366,928,461,239,341,164,305
"RSBN1L",1853,1388,1886,1710,1237,1564,1685,1861
"NPSR1",20,7,8,8,24,29,0,28
"WDR86",95,108,199,412,54,138,70,210
"EPOR",286,190,293,286,148,160,222,208
"FAM9C",6,1,1,2,3,5,0,5
"KRTAP9-8",0,0,0,0,0,0,0,0
"CIDEC",5,6,3,1,1,3,2,3
"DCC",596,1270,1362,599,1330,1336,559,1433
"TAF9B",735,921,1225,1195,755,1127,1275,1313
"PCDHB13",551,434,780,416,303,447,333,559
"MAGI2",4789,10315,11789,7958,7941,9796,12315,10935
"LUZP2",231,642,611,1154,372,732,600,1012
"LHFPL3",240,543,402,521,269,321,451,411
"CHP1",4191,2904,4038,3715,2040,3326,2739,3883
"FPR3",285,166,540,1083,43,60,101,51
"H1-6",17,24,17,28,3,13,42,8
"C11orf96",186,154,178,127,46,95,83,104
"KCNJ11",172,222,315,246,355,410,123,397
"CDHR4",18,7,8,1,0,1,3,0
"COL4A1",11132,4091,3864,2524,578,774,997,1044
"PLEKHG7",28,7,11,18,3,2,6,8
"GJA4",195,99,158,147,123,81,142,112
"PTMA",6993,10963,10497,10746,6123,7946,21068,6724
"H2AP",4,3,17,16,11,7,0,8
"HSPA14",418,272,492,545,348,423,340,540
"ATP13A5",417,213,233,230,144,172,169,258
"SIRT7",1090,429,489,479,373,396,626,384
"PRR27",0,0,0,0,1,0,0,1
"IFT140",1429,900,1493,1165,851,1017,499,1022
"POTEG",2,1,0,1,1,1,3,1
"PRAMEF10",0,0,0,0,0,0,0,0
"AGMO",24,85,45,54,19,69,233,52
"SBK2",0,0,0,1,4,0,2,0
"CYP26C1",19,14,34,46,33,17,75,26
"TLR5",502,510,623,734,117,152,629,155
"USP7",4860,5277,7528,6672,3759,6286,4783,7118
"NANOS3",40,50,128,154,123,105,34,141
"FOXD4L3",7,4,6,16,9,15,0,26
"NHLRC1",233,186,225,241,110,209,277,251
"DPPA3",10,1,1,0,0,1,0,1
"COX8C",1,10,8,4,8,3,11,13
"PLEKHN1",38,1,6,4,4,5,3,1
"ZNF385C",91,41,53,67,46,38,56,50
"MAGEH1",651,1452,1599,1840,1221,1857,1883,2389
"TET3",3466,3119,3874,2268,1654,2283,3137,2425
"ZNF286A",204,221,334,335,286,264,333,376
"ISG15",372,236,324,454,206,647,414,267
"EXD3",717,649,857,901,627,586,644,704
"OR5W2",0,0,0,0,0,0,0,0
"MYMK",3,1,9,10,7,4,12,5
"C17orf97",39,39,109,67,67,87,25,65
"ZKSCAN4",460,426,541,613,394,456,510,482
"RGPD1",39,29,32,22,17,23,55,36
"DHRS4L2",190,175,254,287,134,170,200,179
"SAMD11",75,54,238,113,11,17,135,23
"PERM1",3,2,5,2,1,1,0,4
"VMAC",182,225,270,288,138,181,447,184
"C5orf52",0,1,0,4,1,2,2,7
"HAPLN4",0,0,1,2,0,0,0,0
"ERC2",1959,3687,5829,7440,4776,7231,1342,10394
"B3GLCT",660,647,1772,1010,720,830,660,1103
"SPRY4",2009,846,1016,687,570,632,490,561
"ERAS",5,6,26,10,9,9,10,12
"TRPV2",178,245,715,812,182,398,198,230
"AMTN",0,0,1,0,0,0,0,0
"EZHIP",21,19,20,27,37,24,11,23
"C2orf88",758,1039,914,957,569,947,2445,832
"OR2T27",2,5,6,2,3,1,0,8
"TMEM203",488,590,741,728,494,618,534,780
"SLC18A3",1,1,2,2,0,0,1,1
"KBTBD12",299,358,556,667,472,591,497,600
"THSD4",632,515,1884,1271,579,740,780,669
"DNAJB13",50,12,12,14,8,3,16,6
"GABRD",1334,882,2162,1184,2072,1644,140,1888
"AMY1C",0,0,0,0,0,0,0,1
"TCEA1",1791,1483,2035,1998,1045,1409,2205,1581
"NHEJ1",132,129,210,177,91,139,134,103
"FANCA",937,242,367,244,294,256,139,355
"SECISBP2",4410,3764,4247,3871,2988,3801,5010,4060
"OR52B6",30,18,16,15,6,12,13,8
"C9orf153",60,32,34,34,26,57,59,33
"SSX7",0,0,1,0,0,0,0,0
"ADH1A",7,7,4,7,3,10,20,9
"SEMA4D",4839,14684,9786,5550,3188,7409,20763,6315
"KRTAP10-8",0,0,0,0,0,0,0,0
"LIN28B",37,51,25,49,77,46,13,69
"DIPK1C",412,1628,1553,1565,571,821,1687,1078
"DNAH17",862,1606,795,716,496,1122,4660,752
"MCRS1",1292,1300,1761,1612,1316,1467,1648,1559
"TMEM72",56,91,96,53,31,56,57,36
"FANCM",803,567,717,577,381,514,732,693
"FAM205C",12,8,13,18,2,15,24,9
"ZNF70",748,603,850,667,417,505,652,498
"CARD9",176,232,293,522,126,123,291,220
"PEAR1",335,276,579,284,171,196,180,147
"ZFP69B",296,323,564,466,322,456,146,572
"TMEM202",1,1,2,2,4,2,0,1
"SOWAHD",9,24,29,87,2,7,39,11
"ZFP69",202,267,312,369,130,291,359,302
"HELT",0,0,1,0,0,0,0,1
"RTL4",3,6,4,23,13,18,3,10
"TMEM220",143,178,322,249,120,181,182,159
"C2orf78",9,3,1,3,0,5,0,0
"H1-2",4466,2080,3545,3356,2054,1811,2799,2238
"PLSCR3",3,4,2,7,5,3,7,5
"EIF4EBP1",353,100,170,223,63,83,103,69
"P2RX2",9,18,25,14,3,20,0,51
"ASCL4",1,1,2,3,0,1,5,4
"OR6C75",0,1,0,1,0,0,0,0
"CCDC157",141,92,146,150,111,106,44,157
"TTC24",10,6,15,10,10,15,5,9
"FAM122A",733,540,883,819,555,628,599,664
"PALM3",13,17,42,50,29,56,20,46
"GFRAL",1,3,2,9,9,3,1,6
"FYB2",9,39,78,39,21,37,121,64
"SHISA7",712,1751,1325,994,713,1336,903,1642
"LRRC74B",17,6,28,12,20,9,4,30
"DMBT1",630,168,70,103,40,83,308,78
"CLEC17A",13,123,94,117,28,51,172,43
"OR51I2",42,27,22,20,7,27,11,18
"LCN10",6,2,5,1,26,13,4,11
"LDLRAD2",45,6,15,9,4,7,7,0
"C2orf66",7,8,16,12,7,6,2,3
"OVCH1",56,62,100,139,87,118,61,116
"CYHR1",1070,1096,1392,1641,1082,1145,1318,1371
"COL14A1",1083,215,1095,1357,109,101,281,174
"DNER",3231,7211,9594,6224,2488,4996,7881,5194
"CPSF4L",36,29,43,23,21,29,25,24
"KLHL17",278,114,203,188,167,129,98,145
"ZCCHC13",0,1,0,2,0,1,0,1
"PLA2G2C",77,19,55,71,35,42,15,36
"ZSCAN23",346,209,237,299,231,191,335,366
"RINL",501,197,248,322,197,184,227,214
"C17orf99",2,1,2,7,1,2,0,3
"OR7D2",4,5,89,3,6,7,6,14
"TPRG1",243,147,402,386,32,44,84,116
"MORN2",200,201,431,430,279,319,237,439
"RTP5",30,163,300,747,91,218,79,312
"S100A3",21,7,14,23,0,5,8,3
"UBQLN2",1636,2741,3178,2236,1123,2249,1532,2454
"RILPL1",600,1023,1169,1289,652,933,1598,1092
"C19orf67",24,23,29,42,33,17,46,30
"ZNF490",446,552,714,566,390,576,618,572
"CLCN1",10,20,12,17,11,8,22,9
"NRN1L",0,1,1,1,2,2,3,1
"NWD1",658,1309,5893,3100,1403,1971,621,1164
"ARL4C",1233,1003,2649,1928,2036,1784,298,2095
"RNF133",197,50,59,37,95,68,15,73
"TMEM221",30,52,56,79,60,86,25,88
"TREML4",11,6,11,38,3,4,7,4
"RAB42",60,31,124,368,26,19,46,20
"WNT7B",226,134,253,158,35,130,43,112
"C11orf95",939,650,1102,1226,858,1115,337,1378
"SCGB1C1",0,1,1,1,0,1,0,0
"PRSS45P",2,0,1,0,0,0,0,0
"PLA2G4E",24,4,5,0,5,7,0,7
"GPR89B",397,270,339,315,229,271,359,343
"MESP2",17,9,14,23,21,16,2,30
"FAM25A",0,1,0,0,0,0,0,1
"EYS",241,316,255,243,188,212,153,243
"C6orf132",459,10,13,12,9,10,10,5
"DAZ1",0,0,0,0,0,0,0,0
"OR2AG2",24,32,41,48,102,43,4,85
"MAPK12",603,441,922,963,825,790,317,880
"TMEM215",109,80,213,408,12,74,24,92
"NUTM2G",133,128,145,109,76,64,168,89
"COL4A5",2320,14708,5436,4476,2840,4525,37373,4417
"KRTAP10-6",0,0,0,0,1,0,0,0
"AGRN",5847,3055,3405,2234,1710,2082,2687,1962
"NHS",1022,612,1416,1177,918,963,212,1088
"OTOG",19,21,40,23,19,51,10,22
"FAM166A",29,8,40,24,17,13,18,18
"TMPPE",698,672,976,732,440,726,395,651
"ZNF626",412,486,651,668,349,467,475,807
"HEPACAM2",2,6,3,4,20,7,18,5
"SMTNL2",21,14,19,26,28,11,6,24
"ZC3H6",1995,3002,4159,3241,2306,3230,4901,3554
"LAMTOR4",1178,1247,1558,1854,1117,1276,1754,1335
"PRKAR1B",3984,5673,7983,6775,5239,8796,820,9257
"NUTM2B",112,75,131,43,65,87,32,103
"NCR3LG1",1541,994,1874,1192,2063,1793,222,2217
"DCUN1D3",999,678,953,809,555,667,1118,868
"POTEE",74,5,3,9,9,1,2,5
"ZNF793",1200,724,1037,850,575,805,735,1059
"TUBB4B",5354,2792,5244,4349,3002,4159,2240,4761
"AGAP4",344,316,399,312,451,301,326,407
"COMMD6",820,346,516,784,385,372,657,506
"PLA2G2A",4,0,2,1,0,0,0,2
"IL17REL",20,6,14,16,44,15,7,25
"HYKK",145,112,208,220,112,179,83,209
"OR7A5",37,85,14,5,29,70,523,56
"C15orf62",156,165,163,166,141,128,210,173
"RUFY4",16,11,14,47,3,10,1,10
"ZNF383",714,615,816,717,536,689,805,725
"HES4",66,61,79,119,82,77,41,94
"IGFL1",2,0,0,0,0,0,0,1
"ZNF669",320,185,302,318,240,224,272,245
"PEAK3",52,45,44,51,18,49,49,19
"LRRIQ4",19,8,22,24,27,13,3,21
"CENPP",385,345,377,331,221,264,371,319
"PLSCR1",1401,603,1075,1232,471,561,937,439
"C3orf62",240,232,380,353,181,194,219,243
"ENO4",134,318,320,280,118,289,680,297
"ZNF559",762,796,1419,1191,614,821,1477,1248
"SBK1",567,353,556,300,415,377,89,438
"OR6C6",0,0,0,0,0,0,0,0
"BSPH1",1,1,3,0,3,0,1,1
"SLC38A3",607,904,2737,1359,440,599,868,407
"OR6N2",0,0,1,0,0,0,0,0
"GTF2F2",714,714,876,847,462,611,1089,723
"CIBAR1",456,485,912,817,665,773,392,966
"FOCAD",5112,4072,7931,6712,7931,6835,2287,8866
"PRR19",37,23,42,44,15,30,14,25
"ZP3",73,17,52,62,48,18,16,39
"C10orf99",0,0,2,1,0,0,0,1
"H3-5",10,5,10,8,6,2,5,11
"IFNA2",33,64,43,22,31,46,73,49
"JAKMIP3",1630,1832,1810,1667,1734,2094,4550,1732
"PPP3R2",19,24,61,85,70,60,14,77
"PDCD1",29,11,26,27,5,5,4,7
"CLEC2A",7,0,1,4,0,0,0,4
"GPR21",180,132,197,189,210,199,124,224
"TCTEX1D4",83,77,76,59,27,16,66,25
"SELL",95,346,297,379,543,136,708,182
"MAGEB5",0,0,0,0,0,0,0,0
"CHM",1397,1592,2610,2307,1605,2195,1219,2870
"NANOS2",0,0,0,1,1,1,0,1
"BLOC1S5",358,282,410,475,236,256,428,332
"CERKL",29,48,26,59,85,33,12,74
"SLC24A5",24,6,13,13,16,24,7,10
"IER5L",96,69,110,238,68,82,52,65
"H2AX",401,438,408,422,238,316,469,274
"INSC",24,8,10,10,8,10,25,14
"SERPINA5",120,110,115,146,3,33,160,15
"C19orf54",609,236,187,105,57,107,158,87
"LCTL",54,122,176,171,22,46,67,50
"NCCRP1",7,4,0,3,2,0,0,1
"KRTDAP",23,0,0,4,1,1,0,0
"COL25A1",110,235,359,256,476,493,87,598
"FAM83G",373,24,67,66,37,43,14,20
"CFAP77",15,9,13,5,6,2,3,2
"SRSF10",3843,2645,3465,3842,2396,2959,3650,3384
"HBA2",431,88,1241,1133,1693,301,1565,1483
"DUSP28",330,229,296,372,275,337,276,332
"CCDC9B",580,1026,1195,671,164,425,887,294
"NBR1",6037,7485,8540,7760,4155,6139,11286,6650
"OR2G6",11,20,23,19,27,17,1,40
"RALGAPA2",10543,3142,3825,3858,2147,2109,4230,2634
"NDOR1",593,450,392,445,294,326,595,358
"FBLL1",169,219,409,398,479,587,51,614
"NKAIN2",574,2282,1703,1526,867,1863,5729,2353
"KRTAP1-1",1,1,0,0,0,0,0,0
"PAQR9",388,358,715,502,554,673,56,853
"CLEC20A",4,5,12,6,2,5,2,4
"CFAP54",440,378,1330,670,350,350,724,557
"CLN3",148,62,87,138,62,60,113,88
"FAM72B",13,20,26,33,9,15,20,12
"ASAH2",80,35,47,68,63,102,23,101
"SUMO2",1450,1334,1769,2390,1356,1680,1729,1948
"NANOS1",96,113,238,160,73,97,75,121
"HMX3",1,0,0,2,0,0,0,1
"IGFL3",84,55,57,42,63,49,124,86
"GOLGA8M",84,94,122,59,36,73,108,76
"ZNF177",26,31,57,40,23,23,38,27
"RTL6",2669,3382,5521,3958,1993,3794,2510,3904
"DPYD",2844,3620,2485,4091,1426,2286,6175,3396
"S100A16",495,890,1180,1250,483,665,633,651
"PTAR1",4862,3322,5875,6461,3561,3475,5365,4049
"CC2D2B",347,387,642,565,312,356,533,486
"RNASE9",0,0,0,2,0,0,0,0
"SAXO2",77,102,159,121,134,231,141,184
"RHCE",43,67,67,37,43,56,73,80
"C2orf80",126,380,500,804,361,828,79,1293
"IDO2",2,3,1,4,1,0,0,7
"PARVB",839,1077,1819,1606,984,1499,399,1714
"SLC4A5",458,129,99,78,41,80,136,68
"UROS",1338,1714,2602,3082,1865,2315,1611,2955
"OR56A5",3,2,1,0,1,1,0,1
"KRTAP24-1",0,0,0,0,0,0,0,0
"ZDHHC9",2547,7482,4295,2565,1516,3008,11552,2700
"ZBED6CL",345,117,190,162,87,104,68,95
"QRFP",49,58,52,50,22,44,68,27
"DUSP29",0,1,2,2,1,0,0,1
"SMIM15",1051,467,662,712,349,491,669,488
"OSTN",11,15,41,29,32,26,16,30
"VWC2",254,348,625,423,752,508,125,801
"FAM221A",775,910,718,462,351,666,1486,658
"TMEM120B",620,492,752,748,586,641,317,761
"FSIP2",593,785,1034,869,713,674,1433,880
"RBM34",69,34,39,41,32,31,48,37
"NOXA1",619,362,490,635,666,540,390,763
"TMEM198",289,280,427,379,279,354,173,477
"BCL2L15",409,113,114,96,82,120,79,146
"FZD9",59,107,103,106,83,103,62,95
"SPRED3",145,208,155,117,187,264,81,325
"OPTC",8,9,15,11,4,7,30,6
"PLET1",69,90,67,42,19,66,67,36
"ADRB3",9,17,11,10,8,21,0,13
"SKOR1",77,80,81,50,69,56,52,79
"CATSPER4",6,2,1,3,3,1,0,1
"PRELP",1130,640,1589,721,306,697,378,378
"PLA2G2E",5,2,0,1,2,1,0,3
"ZNF548",663,752,990,876,651,790,901,945
"MTF1",1013,1348,1614,983,561,975,1646,817
"TMCO2",5,4,5,6,4,1,3,2
"SHISA6",964,1033,2283,742,615,785,205,1091
"TMEM201",507,660,824,608,408,598,610,613
"NHLRC3",1499,1710,1899,2083,1212,1487,2436,1755
"HMX2",1,0,0,0,0,0,0,0
"SNTN",49,27,57,25,48,44,5,33
"ZDHHC11",1208,517,324,372,341,748,766,1475
"CALHM6",2,2,1,12,2,1,1,3
"CNR2",10,1,7,10,5,2,5,9
"SLX4",811,870,1079,817,742,850,819,882
"GLRA4",18,31,53,48,42,43,66,42
"ENTPD8",103,8,15,40,16,18,35,18
"RPL14",3594,4036,6225,7366,4527,5072,5095,5729
"BEND4",33,176,323,287,187,342,32,507
"FAM78B",380,331,697,298,457,443,95,502
"ZNF563",201,189,232,209,140,147,238,199
"TMC3",58,27,33,33,51,28,21,26
"FBF1",260,250,310,367,268,323,319,249
"KLRG2",399,13,5,7,2,1,7,9
"ASTL",8,10,22,6,11,8,4,10
"MSL1",3581,3548,4983,5048,3298,4399,4258,4584
"AC099489",299,164,187,103,91,89,205,80
"LRRK2",2179,2527,3436,3946,3761,3081,2760,3810
"BSX",0,5,2,4,1,1,0,0
"GJB3",81,56,58,78,38,40,23,55
"INSYN2A",440,679,824,613,343,467,624,558
"TRMT2B",829,602,980,810,534,633,372,660
"HACD4",1282,944,1646,1541,1673,1416,602,1537
"CFAP126",708,745,1253,762,737,1237,647,1026
"NYX",4,1,3,3,3,2,1,2
"FAM120AOS",2000,1703,2312,2517,1663,2140,2036,2374
"UTS2B",18,26,42,30,27,25,43,24
"C9orf152",43,15,7,13,9,9,19,5
"NOC2L",1193,1303,1752,1755,1247,1482,1695,1849
"MSANTD1",138,129,185,271,110,205,95,234
"AADACL3",1,0,1,0,0,0,0,0
"NELFB",1555,1385,1926,1906,1203,1345,1233,1587
"SLC15A5",36,24,18,15,13,20,16,25
"LIPI",23,23,17,20,10,21,3,36
"LRRC66",76,75,113,114,88,108,84,126
"ZNF292",7502,6043,8166,7052,4853,6144,7386,7836
"HUS1B",49,22,27,8,12,13,12,25
"KCTD21",346,355,676,523,236,381,414,448
"SBSN",8,2,5,8,4,5,1,6
"ADAT2",274,306,402,413,271,241,236,403
"KIR2DL4",2,4,4,1,0,0,0,0
"MAGEB16",0,0,0,0,0,0,0,0
"VHLL",4,5,3,7,3,4,8,6
"DUSP21",0,0,0,1,1,0,2,1
"ZNF567",772,352,521,503,338,407,366,544
"NDUFA4",3673,3870,7062,8456,7178,7093,3136,9796
"ANKDD1B",603,73,111,145,101,115,67,163
"ALKBH2",200,227,223,285,211,258,369,325
"RNFT1",308,162,239,316,145,165,178,191
"RNF222",38,35,27,17,15,18,34,33
"CGB5",0,0,0,0,0,0,0,0
"RELN",747,2332,10077,4523,2099,3053,1073,7002
"FAM111B",642,23,23,53,12,8,6,5
"APOD",8681,9043,12849,7410,3235,4873,16525,5805
"H1-0",5204,1565,2843,2080,1902,2414,1724,1341
"GAGE2A",0,0,0,0,0,0,0,0
"LITAF",1433,2002,1985,2764,683,1039,4421,824
"VSTM1",4,3,1,27,8,0,2,5
"TMEM120A",475,446,560,558,326,430,464,492
"ARID2",2554,2475,3089,2401,1423,1929,3498,2098
"FAM25G",0,0,0,0,0,0,1,3
"SF3B3",6543,5869,7389,6777,4145,5748,5767,6888
"PRSS48",72,152,138,104,72,91,139,91
"IL1RAPL2",43,92,112,139,235,232,19,307
"BLOC1S3",673,203,233,227,138,204,261,184
"SP6",193,15,22,22,9,5,9,9
"ANKRD34B",20,15,26,19,27,28,5,28
"PLAC9",259,144,306,315,128,218,49,208
"FAM47B",0,0,2,0,0,0,0,1
"NKAPL",82,72,127,116,108,114,127,119
"FSCB",15,1,9,2,1,2,2,2
"CLDN4",3157,35,46,20,27,38,17,44
"ZNF573",1149,696,1061,947,714,878,869,916
"GRAPL",1,1,1,2,0,0,0,1
"FAM47E",211,369,684,533,315,490,431,598
"JPT1",925,815,1396,1738,738,1275,374,1685
"ZNF527",931,623,871,739,476,725,726,853
"ZAR1L",14,2,6,2,1,1,8,1
"KRTAP10-12",0,0,0,0,0,0,0,0
"S100A13",224,292,457,661,327,287,273,307
"ZNF33A",2548,2353,3484,3008,2180,2776,3324,3034
"OR14I1",0,0,0,0,0,0,0,0
"KRT77",0,1,1,2,0,0,0,0
"PCDH18",436,448,944,1233,260,336,305,618
"DCAF8L2",1,0,0,0,0,0,1,1
"ZNF600",401,108,259,273,51,124,227,118
"BTBD8",3619,5224,8642,6405,6852,7860,4556,10033
"MAOA",2180,2294,3029,2190,2042,2260,1235,2914
"C15orf61",163,175,257,307,223,263,92,351
"NUGGC",46,5,8,13,7,6,3,18
"TSPYL1",4475,6678,8426,12092,6795,10358,2649,13511
"SPANXN3",0,0,0,0,0,1,0,0
"TRIM64B",0,0,3,0,0,0,0,1
"PNRC2",1599,1390,1979,2503,1227,1629,2271,1994
"DRICH1",47,25,68,47,32,37,46,45
"GJB5",35,39,75,126,27,29,15,53
"FHIT",324,566,606,491,321,379,879,437
"ALKAL2",35,29,59,42,37,67,56,52
"ZKSCAN3",498,434,712,577,380,512,476,461
"FOXR2",0,1,4,0,0,1,0,0
"RRP7A",777,859,1130,1004,544,806,701,1508
"LIN54",825,1096,1430,1241,804,1128,1689,1291
"FAM53B",1558,4711,3242,3185,1514,2288,5555,2306
"FAM180A",8,7,22,36,16,2,5,2
"BNIP5",9,2,6,1,8,7,0,14
"SPANXN4",0,1,0,0,0,0,0,0
"S100A14",115,7,10,9,20,20,8,20
"KAZN",1374,3162,2795,1950,1696,1964,3227,1970
"SLC35E2B",1646,2531,2750,2795,1742,2551,1542,1847
"TOGARAM2",175,193,584,321,171,205,151,159
"SPATA31D4",0,0,0,0,0,0,0,0
"NEMP2",649,590,654,517,328,474,830,517
"ALG1L",77,8,38,31,9,36,15,41
"KIAA0408",89,77,86,112,111,115,73,127
"GSPT2",361,460,717,748,308,584,401,714
"TBC1D28",3,3,2,0,1,2,7,4
"C8orf76",58,82,112,87,50,67,85,84
"CXCL17",10512,25,46,26,20,35,29,39
"OTUD6A",0,1,0,0,2,0,0,0
"HMGB1",3599,3983,5341,5883,3345,4591,7242,5337
"MMP23B",4,2,2,1,2,7,2,1
"SH2D5",581,973,1428,1131,1459,1922,119,2337
"ZFP92",263,273,538,385,319,482,144,537
"NCR1",1,0,10,0,7,1,2,0
"RASSF10",158,51,49,62,14,36,23,36
"GJB4",7,5,4,7,8,5,1,5
"OR2L13",146,238,185,158,299,112,176,173
"BLOC1S2",774,950,1449,1691,898,1377,982,1539
"SYCP2",705,509,693,608,577,504,674,521
"ZNF724",98,61,68,93,36,77,59,89
"IL1RAP",800,975,806,889,1110,787,721,898
"PTPRT",5551,6848,12937,7552,7574,12720,930,12218
"MYBPC1",622,1324,2629,1665,1395,1435,1217,1554
"PAX5",26,6,19,25,6,9,1,33
"OR5K4",2,1,0,0,2,0,0,0
"OR6M1",0,1,1,3,5,0,0,6
"SPOCK3",1469,5592,4905,4359,2268,3912,13819,3365
"ZNF676",118,287,191,141,178,191,375,249
"ZNF699",351,397,552,566,307,470,505,495
"TDRD7",903,1347,1802,1531,895,1151,1835,1387
"CCDC189",19,12,28,32,23,28,3,32
"OR8A1",1,1,3,2,5,0,1,0
"KIAA0895L",1071,1013,1404,1516,1421,1498,942,1809
"HLA-DRB1",2225,1673,3620,7920,368,782,2106,649
"VN1R2",0,5,4,5,3,10,4,4
"MYT1",266,951,517,563,475,783,824,699
"SERPINA3",226,403,657,77,1,7,67,21
"AKR1C3",634,268,430,477,256,204,342,275
"SPATS2L",3046,1892,2469,2795,1499,1695,1707,2060
"ZNF250",823,860,1316,1084,985,1125,730,1171
"WDSUB1",589,372,651,518,366,448,476,521
"ZNF79",429,391,576,557,369,365,524,456
"S100A4",126,53,163,227,100,13,37,24
"PLEKHG4",1113,235,214,268,123,164,667,166
"KRTAP4-3",0,0,0,0,0,0,0,0
"FAT4",1271,2451,3281,4027,1166,1937,5150,2594
"KIF19",483,898,253,242,379,869,4910,592
"OR6K2",0,0,0,0,0,0,0,0
"ZNF681",334,233,383,377,237,367,228,449
"ACADSB",1452,1967,2570,2106,1540,2165,1996,2646
"STK40",1522,959,1611,1724,789,866,850,800
"OR10J1",1,0,2,3,0,0,1,0
"TMEM63A",6119,14061,6563,5870,1990,5451,23141,3635
"CTSE",43,4,8,5,1,0,2,7
"SEMA4A",754,662,1475,1238,589,1304,215,1399
"HRCT1",75,23,15,20,26,15,19,31
"MPHOSPH8",3600,3464,4776,4493,3603,4311,4145,4818
"GREB1",1240,1551,2670,1564,1434,1571,1019,1278
"SIRPB2",197,447,357,587,123,151,364,141
"ZNF766",728,639,883,975,614,762,858,768
"RYR1",1447,1967,2667,2260,1818,1618,2308,1942
"SRGAP3",5322,7011,11991,8260,5723,8658,3866,9411
"KRTAP5-3",3,0,0,0,1,1,1,1
"FAM217B",1830,1898,2903,2144,1758,2523,1651,2616
"SULT1C3",149,7,21,13,5,4,11,12
"TUBB",4959,3918,5929,7241,3425,5448,3084,6280
"LCOR",4589,4292,5510,4486,2497,3839,5231,4155
"SUPT5H",7756,4085,5267,4620,3403,3873,4040,4272
"XPNPEP3",1489,1008,1270,948,604,861,1257,933
"OR2T2",4,9,4,8,7,7,1,16
"OR2C3",2,0,8,9,0,2,0,13
"ZNF107",1194,944,774,766,364,646,935,649
"OR10S1",7,1,4,5,1,3,0,9
"SFTA2",1424,0,2,1,0,2,8,0
"PPIA",8321,7387,11081,11886,7015,10333,8234,11531
"ZNF471",806,1755,1797,1668,979,1597,2614,1932
"ZNF836",383,320,508,471,305,392,376,486
"ZNF493",1964,2018,2473,2374,1712,2057,2736,2819
"GTF2IRD2",202,237,295,260,69,135,253,211
"GRM7",800,1185,1772,1459,1727,1629,788,2428
"SUPT3H",542,546,750,785,968,775,677,1063
"BECN2",0,0,2,0,0,0,0,1
"NIF3L1",641,611,870,786,585,697,844,824
"ATP2A1",157,62,112,84,95,75,104,68
"IARS1",5710,4285,6963,7012,4571,6371,4015,8199
"POM121",1558,1647,1636,1167,605,1120,915,983
"ZBTB44",3111,3723,5127,4279,2336,3918,4722,4455
"GIMAP5",106,87,230,175,67,91,124,98
"STK31",1169,274,214,116,106,177,373,203
"CGB7",1,0,1,0,0,0,0,0
"NLGN3",1431,4340,4089,3069,1582,2987,3570,2552
"OR8D1",0,0,2,0,10,3,0,7
"ADH7",2,1,0,3,1,0,1,0
"ZKSCAN7",308,241,477,314,260,290,376,365
"ZNF729",1,17,9,0,4,10,1,20
"CD55",8820,981,893,899,832,653,1083,797
"CPNE4",438,582,707,702,751,1368,60,1862
"ZNF565",412,522,555,538,416,498,757,478
"NTNG2",602,1307,1535,1291,833,1361,1026,1594
"ELAVL3",1295,2944,2248,1626,1308,1879,2751,1835
"WDR5",913,871,1226,1101,777,1096,925,1242
"LONP1",2287,2099,2752,2793,2001,2005,2168,2453
"TRRAP",7571,6585,8081,5457,3166,5228,5711,4698
"NUDT11",305,634,1071,1031,402,902,103,1238
