"","C3N-03446","C3N-03450","C3N-03452","C3N-03026","C3N-01197","C3N-02684","C3N-01191","C3N-01365"
"WIPI2",2392,3049,3812,3662,1953,3083,3066,3514
"LDLRAP1",1176,1771,1221,1094,433,688,3782,609
"AGAP1",6290,14693,11765,9893,6593,11228,14048,10207
"KRTCAP3",213,33,54,50,40,47,52,41
"ANKRD61",280,108,153,103,102,111,140,113
"PAFAH2",403,498,571,605,299,333,832,354
"EXTL1",611,1000,1078,1615,1459,1611,286,2167
"SLC30A2",27,29,42,32,31,26,12,37
"BABAM2",929,831,1096,1098,577,905,568,1220
"TRIM63",1,7,3,9,7,18,1,53
"CFAP251",362,255,550,283,243,445,185,461
"MRPL17",734,440,782,837,510,613,486,841
"DUSP2",178,175,350,255,173,283,79,369
"GRHL3",111,44,35,39,26,16,56,12
"UBXN11",626,496,992,914,567,626,269,711
"NLRP14",31,70,52,56,46,36,139,68
"PTPDC1",1415,2510,1844,1908,1458,1979,4937,2107
"GALNT14",129,190,436,334,269,514,84,585
"NCK1",721,469,690,735,345,445,632,540
"HPD",51,15,22,16,8,11,33,13
"RHPN1",727,864,1750,1871,897,913,728,1299
"TPRG1L",1831,2703,4575,3602,2081,4014,1158,4572
"LRRC43",111,80,208,180,174,159,58,159
"PRXL2C",287,222,362,425,108,182,289,209
"XDH",173,13,10,10,9,12,1,13
"XKR8",333,251,354,370,194,212,421,217
"CNNM4",921,878,979,775,432,687,866,912
"EYA3",1254,1306,1807,1609,1001,1207,1776,1432
"DZIP1L",470,329,598,538,203,198,212,240
"TMSB15A",7,9,2,7,8,4,4,3
"FANCC",1856,1411,1385,832,709,994,1416,985
"MRAS",2949,4710,10034,9373,5190,6855,2626,8072
"WASF2",3887,5596,5201,3637,1355,2523,6083,2082
"ABHD3",1047,304,493,552,273,232,322,261
"ESYT3",1409,702,1159,954,1047,1073,314,1359
"FAIM",401,380,550,515,265,433,724,407
"TENT5B",198,63,58,73,49,56,21,36
"CLSTN2",10609,10453,20884,15260,6146,18729,1055,16473
"COLEC12",1157,737,3001,3994,511,368,973,529
"RNF207",373,202,411,531,526,453,102,654
"CUL4B",3124,3177,3996,3388,2099,3000,3005,3648
"GPR153",263,277,919,520,240,432,45,581
"SLC13A3",1198,1825,1366,1748,760,1273,3524,1042
"GPRASP2",1417,2252,3391,3348,3225,4201,737,5187
"RHBDL2",223,487,349,325,244,418,1067,313
"AUTS2",2811,3163,4778,3452,2305,2944,2861,3319
"SHROOM4",2058,6259,4151,2590,1389,2444,11742,2139
"H2BC5",1503,484,575,656,364,444,530,506
"CDC25C",54,9,13,11,16,9,7,8
"H4C8",978,463,723,1062,640,642,632,687
"MITD1",329,352,439,607,317,380,768,377
"EIF5B",1990,2087,2768,2236,1221,1837,2693,1655
"RIBC1",66,49,119,64,38,52,79,30
"CATIP",36,15,38,29,14,18,13,13
"CNOT11",986,612,792,899,525,664,754,678
"KCNB1",4038,5036,8960,4934,4696,8093,833,8073
"TSPAN33",309,660,889,825,422,616,626,721
"NRG2",205,208,352,292,261,265,135,324
"AHCYL2",7402,3484,8780,5137,2917,3524,2391,3565
"B4GALT5",1975,2061,3786,3124,1492,2500,1139,2826
"CD1D",28,50,36,139,8,11,44,21
"CD1A",6,0,0,1,0,0,0,0
"SPATA2",927,1367,1611,1032,651,1136,1038,1148
"CD1C",2,8,5,75,0,0,3,1
"CD1B",0,0,1,0,0,0,0,0
"DNAH3",353,25,43,41,23,32,14,69
"CD1E",0,2,2,33,0,0,0,0
"HMHB1",0,0,1,0,0,0,0,0
"CPA2",6,12,16,13,1,13,103,18
"NCF1",41,80,83,178,144,49,132,37
"CPA5",10,7,2,8,11,6,4,2
"TSR2",1061,1747,2248,2496,1629,2369,2263,2481
"PPP1R9A",7808,6822,9783,8875,5933,9709,7199,11141
"ZC3H18",1418,1028,1273,1302,828,1074,1293,1003
"ZFAND2B",582,652,900,1053,754,749,866,891
"POM121L2",3,4,3,4,5,0,3,1
"GDPD5",498,294,671,446,398,484,200,462
"DYNC1I1",1953,3557,5237,4650,3478,5930,2582,7653
"PFKFB1",32,51,74,40,33,52,69,66
"ALAS2",19,10,46,76,49,19,66,31
"TMED4",2370,2379,2628,2866,2014,2410,3654,2621
"PPP1R15B",3287,2498,2951,2719,1863,2384,3460,2480
"COPG2",1379,1799,3040,2261,1106,1974,1112,2231
"EMSY",1997,1419,1792,1540,1240,1305,1912,1561
"PAGE5",0,0,0,1,0,0,0,0
"GPAT4",1395,1787,2252,2291,1362,1772,1933,1821
"PKD1L1",695,404,417,306,406,268,223,314
"ZSCAN12",867,612,860,754,540,686,728,818
"TAGLN2",12852,934,1330,1705,675,529,813,616
"ELK4",2839,2554,3178,2809,1247,2131,3224,2026
"SLAMF8",59,36,37,119,2,5,16,0
"SLC45A3",528,2371,1042,1148,363,717,4978,613
"DUSP23",354,175,203,321,94,118,172,167
"RNF166",516,474,455,777,289,345,593,422
"NBL1",1665,1176,3548,4072,1375,1873,703,2567
"HTR6",48,68,162,51,78,124,8,115
"ITLN2",116,0,0,1,5,0,1,1
"F11R",4940,222,406,502,244,177,255,225
"USF1",1660,1321,1727,2125,1361,1465,1549,1812
"PLA2G2F",3,5,5,7,3,1,2,2
"SPATA2L",252,211,321,348,233,278,118,369
"NIT1",805,665,950,1133,657,795,801,899
"DEDD",440,459,540,564,303,375,415,484
"ZNF276",966,1189,1003,949,746,818,1811,828
"NPM2",588,534,1051,1050,1342,1228,137,1503
"EDA",423,194,177,170,78,96,239,95
"FGF17",151,103,208,237,402,247,66,258
"VWA5B1",16,10,62,61,18,21,6,34
"CDA",36,23,29,40,51,23,25,19
"PINK1",1442,2194,3652,3295,2593,3173,1564,3743
"B4GALT3",592,492,753,855,530,638,561,879
"DMTN",2297,3467,5294,6320,3534,6694,502,5602
"ADAMTS4",2309,9622,3229,3001,1041,2553,15102,1782
"FAM160B2",1104,1230,1815,1451,977,1056,1291,1117
"NDUFS2",2812,2932,3991,3970,2856,3155,3957,3727
"SLC5A11",928,2049,1300,984,488,1167,6920,730
"FCER1G",327,391,532,1452,156,102,458,81
"APOA2",8,7,14,14,6,2,12,1
"TOMM40L",418,499,775,791,627,719,384,865
"MPZ",54,131,122,127,90,117,72,168
"WFDC8",8,2,0,4,4,6,0,2
"CCAR2",1535,2135,2898,2490,1644,2378,2050,2520
"WNT9B",30,35,111,70,57,76,8,72
"CACHD1",915,1510,3452,3468,1239,1881,754,2760
"CDC42SE2",1991,3399,3753,4442,2836,4355,4231,4986
"RAPGEF6",522,918,885,910,655,784,1429,931
"EPB41",5011,1524,2241,2134,2085,1557,1256,1447
"MIS18A",161,122,162,187,100,142,153,172
"ALG8",1322,553,801,843,419,630,823,738
"FBXW5",2008,1841,2587,2819,2105,2020,1639,2388
"CFAP298",206,237,367,326,274,361,235,402
"SYNJ1",4243,4874,8632,5820,3880,7968,2125,8137
"PAXBP1",1829,2654,2424,2322,1572,1891,3931,2102
"IFNAR2",69,45,95,70,39,34,46,41
"MRPL10",725,719,921,849,553,796,819,1050
"IFNGR2",789,701,1052,1663,610,760,610,817
"GART",1542,1555,2213,2114,1312,1639,1971,1768
"SON",14953,15943,21508,17809,9440,14598,18798,14152
"DONSON",341,312,375,361,285,320,469,408
"SV2A",5019,7387,13991,8923,7111,11833,2155,12354
"LAD1",641,2,0,7,1,0,0,1
"STC1",274,59,54,78,6,6,9,17
"TNNI1",130,7,1,1,85,2,2,0
"CSRP1",11145,22564,31841,22350,12198,17786,45363,13428
"PRAC1",0,0,0,0,0,0,0,0
"HOXB13",215,6,0,1,2,0,0,3
"C1QC",1907,2876,1961,5000,348,681,2666,597
"KCNE2",3,4,6,2,3,4,1,6
"ATP5MC1",824,870,1276,1417,986,1221,775,1748
"RCAN1",1766,2233,2895,2940,1388,1980,4062,2209
"UBE2Z",2865,3854,3771,3606,1864,3152,4818,3664
"CIART",270,183,262,308,373,381,90,394
"SNF8",1217,1201,1230,1099,809,1088,1811,1127
"CLIC6",1952,6,28,49,1,7,1,8
"CCDC24",324,207,272,385,366,352,204,477
"RUNX1",3234,743,514,791,97,272,547,219
"IGF2BP1",3052,9,2,0,88,1,0,3
"GIP",7,0,1,3,2,0,0,1
"CBR1",1747,3469,2544,2507,940,2152,7000,1784
"CBR3",45,33,50,44,29,29,12,26
"AC005041",176,328,183,344,266,274,692,412
"GJD2",51,85,195,104,66,84,15,120
"ACTC1",30,44,133,127,206,14,12,75
"MORC3",1534,1903,2711,2959,1918,2333,2898,2869
"CHAF1B",208,202,307,280,249,333,95,409
"CLDN14",15,16,17,6,7,17,6,6
"SIM2",33,98,108,28,34,50,29,18
"HLCS",1212,1534,2341,1752,1339,1811,2169,1864
"GOLGA6A",8,7,7,2,3,6,9,8
"SCUBE1",54,57,110,96,10,27,67,46
"ARHGAP27",2459,731,835,1057,503,485,904,422
"ADPGK",1978,1569,2035,2635,799,1138,1804,1226
"PTMS",996,924,1784,2289,705,1376,411,1352
"PLA2G4D",11,5,11,7,15,7,1,9
"PADI4",28,25,42,19,212,42,15,25
"ADIPOR1",2658,2528,2954,3361,1557,2241,3223,2841
"CYB5R1",1281,1181,1938,2067,1033,1314,1049,1407
"PSMD4",2596,2579,3532,4387,3041,3395,3128,4068
"ATP13A2",2252,3279,5288,3277,2624,4088,1461,4034
"M1AP",47,119,160,260,31,108,112,144
"PSMB4",2511,2678,3671,3993,2175,2991,3069,3455
"IRX6",0,3,7,11,3,1,0,2
"BTG2",3335,4418,2845,2481,1376,1046,3374,2161
"CES5A",9,22,20,24,17,21,41,30
"HK2",10421,739,849,1250,260,676,1943,503
"C1R",1672,740,1912,2953,183,327,395,342
"CELF3",696,964,2270,2047,1198,1787,209,2222
"ALDH4A1",1013,2529,2753,2930,2328,1770,1344,1795
"STARD9",2655,7006,5684,3662,3428,3971,10542,4102
"THEM4",1195,662,1149,722,541,605,825,521
"TCHH",47,23,33,58,71,32,5,51
"LCE2B",0,0,0,0,0,0,0,0
"UBR1",3631,3457,4957,4447,3241,4262,3912,4990
"AMFR",3786,5576,6995,8124,3823,5231,6269,6338
"MED8",846,797,1061,1000,620,818,988,1027
"TGM7",0,0,0,1,0,1,2,0
"RGL4",205,149,216,217,201,138,136,161
"SPRR2G",0,0,3,0,2,2,1,0
"PGLYRP3",0,0,0,0,0,2,0,0
"ISL2",17,3,2,3,2,2,13,1
"RSPRY1",2143,1490,1613,1522,980,1328,1788,1515
"CCDC17",243,158,188,147,96,132,254,72
"GPBP1L1",3328,2990,3393,3914,2412,2808,5049,3310
"NAE1",1405,1226,1642,1798,1357,1556,1670,1855
"TMEM69",331,273,474,447,257,325,368,382
"ADGRG5",54,27,28,25,22,37,30,21
"DRC7",23,14,38,37,13,26,16,28
"ACE",295,161,327,266,116,113,32,132
"TEPP",462,12,15,26,13,14,18,33
"UROC1",31,6,16,20,18,11,3,15
"EFCAB14",7385,7025,8204,6507,3263,5019,9839,5247
"SPON2",472,139,293,356,157,120,74,186
"CHCHD6",353,517,795,1011,602,830,310,1081
"CTBP1",2289,2166,2951,2910,2154,2403,2036,2933
"LRRC36",57,31,35,37,11,25,8,27
"TPPP3",708,2304,2460,2337,763,1478,5552,1460
"ZDHHC1",190,206,311,301,246,217,152,233
"ATP6V0D1",3315,4141,6268,5775,3017,4808,3410,5891
"AGRP",35,33,36,53,17,31,31,22
"ZFYVE28",1120,836,1354,1364,1177,1277,363,1485
"CARMIL2",364,317,468,463,607,701,77,775
"C16orf86",72,126,183,136,95,84,171,99
"PIP",17,114,43,26,19,57,198,25
"FAM131B",2869,5184,5941,5186,4047,5892,6153,6107
"RGS12",1784,2130,5123,3904,1961,2449,1870,3190
"PSKH1",723,781,776,524,300,398,718,385
"ZYX",1577,1186,1872,1278,1116,914,668,1052
"ABR",8524,11759,22203,16335,7995,15591,5840,15959
"LYPD5",448,363,757,527,662,551,218,605
"CCDC117",876,559,785,973,496,641,754,733
"ZNF230",408,193,269,280,238,197,284,262
"CCDC107",42,27,45,69,20,14,34,32
"ZNF222",258,112,219,196,156,186,193,202
"NPR2",609,626,1119,761,441,762,364,665
"ZNF221",798,556,803,604,384,572,727,638
"ZNF233",604,362,509,513,408,467,325,647
"ZNF235",892,520,706,695,469,571,772,707
"GNE",1368,1764,1960,1772,1116,1549,2182,1892
"TNFRSF13C",87,54,77,125,33,58,262,80
"OR3A3",22,13,30,25,47,14,49,23
"ARHGAP35",10190,10968,16389,12484,7831,13146,8232,13300
"PTGIR",22,19,18,15,14,9,17,4
"CALM3",9428,14283,23573,24616,16503,26176,5014,33141
"DFFA",1243,1627,2217,2244,1404,1515,2645,1669
"CCDC28B",204,191,288,309,207,222,160,228
"IQCC",248,207,284,210,210,219,160,244
"TMEM234",279,286,399,383,240,252,265,305
"BSDC1",2881,3680,4882,4706,2778,3705,4525,4517
"ZBTB8A",239,243,276,229,176,214,226,312
"ATAD3B",851,522,727,856,922,748,911,922
"SSU72",1876,1543,2418,2469,1529,2095,1742,2238
"UBE2J2",671,728,850,838,496,675,767,660
"ZNF362",850,1031,1279,1016,604,826,836,763
"FNDC5",549,535,1323,904,1022,928,231,1026
"CPAMD8",678,262,304,364,95,115,635,164
"NR2F6",671,253,384,421,374,342,197,442
"ANKLE1",68,32,56,37,56,47,40,49
"CCDC58",269,182,226,220,203,216,245,224
"VMA21",1443,1535,2752,2186,1396,1908,1723,2339
"KALRN",9314,11824,18313,15868,18577,21496,2808,28128
"CILP2",17,10,18,20,14,24,0,19
"ABCG1",1791,3205,3771,4316,1099,1966,4178,2030
"TFF3",83,5,5,15,12,0,6,0
"TFF2",1,2,0,1,0,0,0,1
"TFF1",23,0,0,1,0,0,0,0
"TMPRSS3",199,59,243,317,77,67,8,95
"UBASH3A",19,9,38,39,1,4,4,4
"RSPH1",157,146,293,313,286,338,91,310
"SLC37A1",801,439,748,820,469,510,208,757
"PDE9A",495,377,632,415,267,415,594,380
"WDR4",440,327,423,359,254,331,313,394
"NDUFV3",1260,1446,1793,2045,1355,1707,1892,1823
"PKNOX1",659,736,977,876,528,833,910,816
"CBS",22,25,138,125,73,168,198,89
"U2AF1",238,154,50,162,102,92,218,80
"CRYAA",0,1,4,1,1,0,0,0
"HSF2BP",64,58,65,39,44,52,62,85
"RRP1B",1123,1256,1647,1538,832,1199,1500,1268
"PDXK",9895,9442,18342,11693,9734,13881,4866,12186
"G6PD",1351,939,1121,836,518,713,684,649
"CSTB",914,596,855,1196,541,610,590,525
"RRP1",722,910,1059,1169,751,951,1059,1012
"AGPAT3",4368,5184,7385,5185,3391,4938,3876,4734
"TRAPPC10",2583,4332,4351,3428,2062,3224,5848,3233
"GAB3",315,554,617,1017,123,200,679,201
"GATD3A",19,16,18,206,12,13,61,111
"ICOSLG",22,353,59,163,43,151,43,11
"AIRE",43,28,128,73,59,47,16,54
"CFAP410",191,233,207,223,145,186,281,179
"ZNF66",698,435,819,511,365,377,450,491
"LRRC3",68,51,82,81,14,24,41,41
"ITGB2",1176,3704,3627,7581,785,887,3317,717
"FAM207A",224,153,247,332,162,189,157,226
"RALGDS",659,1272,1189,1244,825,1031,2384,891
"FTCD",83,207,69,13,263,83,104,170
"SPATC1L",73,236,155,39,155,122,104,195
"LSS",3478,6181,5042,3130,2685,4203,9512,3745
"VAV2",1003,622,1206,891,411,683,445,676
"MCM3AP",3208,3933,4410,3812,2276,3228,3775,3081
"C21orf58",259,167,144,161,110,118,237,128
"PCNT",4319,4820,6550,4309,4744,5422,3191,5531
"DIP2A",3138,4659,4681,3951,2284,3118,5829,3271
"S100B",4384,11363,14976,12624,4364,6553,21484,6882
"PRMT2",2535,4056,5542,5766,2739,4293,5181,4942
"CLDND2",15,11,38,52,57,38,31,33
"ZNF208",287,478,481,384,463,432,548,661
"ADAMTS13",264,368,381,443,441,426,262,477
"CACFD1",1024,639,766,822,577,558,783,667
"SLC2A6",644,491,938,723,889,861,288,924
"ZNF761",717,513,688,735,381,547,830,657
"FCN2",3,5,10,4,7,3,5,12
"C9orf116",59,52,103,98,65,62,20,75
"LCN1",1,4,3,2,4,10,1,1
"ZNF714",1741,842,989,1020,1273,1011,1120,960
"GPSM1",794,930,1418,1566,964,1111,1063,1382
"C19orf47",901,561,717,651,532,653,827,563
"HIPK4",177,218,275,410,239,323,28,394
"CFAP157",95,52,82,71,85,61,69,82
"TOR2A",233,207,254,365,225,241,239,272
"ST6GALNAC6",48,54,71,83,66,73,46,77
"SHKBP1",2305,618,662,606,274,315,744,265
"RDH13",387,213,440,388,373,414,279,481
"ZER1",2995,4591,6091,4840,3039,5012,3055,5681
"ZDHHC12",327,168,151,191,69,89,149,100
"PKN3",275,84,206,121,105,80,96,60
"SPTBN4",2675,2437,4396,3961,4084,4154,637,4699
"BRSK1",2126,3352,4332,3998,4953,4657,3579,5227
"COX6B2",3,6,6,7,7,4,8,3
"TMEM190",1,0,1,1,4,4,1,3
"NLRP4",1,13,150,133,0,5,115,11
"PLPP7",246,447,578,591,443,496,505,540
"TAOK1",10858,14686,18089,16997,8926,15347,17539,17019
"MED27",541,589,734,744,480,617,733,724
"DEDD2",1226,561,754,785,467,630,543,787
"SIK3",5301,15331,12271,7578,5172,9046,17414,8490
"MPZL3",505,32,109,134,66,42,33,65
"JAML",178,82,312,922,323,33,54,47
"NEK8",478,172,159,129,59,102,235,90
"TLCD1",253,105,180,172,120,129,78,130
"PCSK7",1826,1695,2340,1665,1094,1462,1799,1561
"SAFB",2299,2349,2929,2711,1582,2268,2862,2196
"CD3G",25,3,19,37,2,1,4,3
"S100A1",79,63,64,148,75,96,90,54
"CHTOP",1887,2338,2582,2192,1454,2032,3390,2071
"CXCR5",8,1,2,5,1,0,0,1
"ZBTB7B",1461,965,824,1085,447,492,1536,443
"FLAD1",994,656,970,882,556,621,871,763
"SHC1",1477,792,995,1226,491,615,526,637
"VPS11",1484,2446,2968,2779,1927,2588,2426,2672
"NLRX1",571,368,600,534,348,323,377,320
"ADAR",12816,13257,20075,17045,9460,16088,12530,16051
"IL6R",1650,1051,1744,1928,566,554,1295,449
"UBE2Q1",1309,1168,1664,1809,1194,1596,1135,1839
"CHRNB2",876,1236,2221,1835,1163,2317,218,2644
"CRTC2",638,665,701,609,421,495,854,482
"ANO10",829,969,1563,1390,879,1038,1031,1258
"FDPS",1277,676,837,813,677,898,932,987
"RUSC1",1197,1096,1762,1560,1344,1544,348,1799
"FAM189B",432,350,418,382,290,381,238,371
"PAQR6",1867,6195,4513,5044,3015,5297,19013,4183
"PMF1",457,260,306,329,170,214,409,287
"SLC25A44",2729,2243,3318,2163,1516,2510,2042,2906
"LMNA",7252,2816,2783,2741,1077,1310,4294,1299
"CCR5",85,76,96,287,16,18,70,12
"NBEAL2",3840,747,1619,1330,773,536,571,713
"CCDC12",816,552,763,864,568,717,687,692
"PTH1R",342,434,538,367,447,434,369,323
"UBQLN4",1769,1408,1890,1829,1704,1764,1175,2118
"MYL3",49,62,109,93,56,62,105,67
"PPP1R35",136,80,72,94,32,64,62,52
"GPATCH4",842,1008,1388,1381,1022,1242,1036,1381
"LRRC71",54,14,55,38,30,29,24,27
"FCRL3",16,2,13,20,6,3,2,0
"AZGP1",219,288,360,205,234,405,949,306
"FGFR4",36,27,59,51,38,27,37,41
"CYP3A4",147,95,95,95,123,89,146,128
"CYP3A7",56,34,46,31,22,26,34,41
"NACC1",1643,2074,2600,2268,995,1695,1421,1866
"CYP11B1",3,1,1,1,10,2,0,5
"HK3",238,202,192,517,330,95,61,107
"LY6K",2,4,3,6,1,7,2,3
"IER2",479,408,410,277,263,197,438,227
"ZNF394",998,811,973,1126,715,777,1202,842
"CPSF4",932,769,1133,1194,883,945,924,987
"LY6E",3551,1443,2806,2826,1527,2467,719,2916
"VPS28",1155,1421,1967,2102,1234,1486,2311,1711
"TONSL",327,120,201,236,169,168,91,171
"PTGER1",12,6,5,11,2,7,11,9
"PWWP3A",2087,2925,3613,3200,2495,2756,3079,3061
"RECQL4",373,100,151,174,213,131,78,184
"LRRC14",649,839,976,879,657,803,711,947
"ZNF333",931,1560,1389,1399,1082,1323,2029,1395
"COL26A1",318,389,541,569,704,680,41,991
"PPP1R16A",378,228,466,479,358,316,130,358
"FOXH1",4,2,2,8,3,4,1,4
"ORAI2",1759,1382,4469,2889,1244,1896,669,1944
"ALKBH4",270,319,447,523,294,401,345,439
"CCDC105",1,0,1,2,1,1,0,3
"SH2B2",66,52,74,99,49,71,39,65
"MRNIP",1927,896,1134,1067,938,884,1010,1045
"SQSTM1",13114,5679,6123,6372,3357,3880,5231,4117
"MGAT4B",4287,1232,1758,1786,795,1183,942,1405
"RPL8",5826,4980,6778,8291,4128,4760,6392,4926
"MAML1",3334,1824,1915,1424,898,1194,1787,1251
"PGLYRP2",2,0,1,2,0,3,1,1
"LRWD1",586,551,870,718,456,534,549,584
"FBXL13",384,311,478,419,298,384,389,465
"NAPEPLD",2047,3321,3393,3124,2753,3584,5286,3858
"SCGB3A1",87,5,9,24,6,18,2,27
"PSMC2",2353,2117,2873,2888,1622,2296,2715,2632
"CELF5",680,1545,2346,2662,1255,2661,218,3448
"MFSD12",763,1151,1160,1638,576,876,1720,979
"USP41",4,3,5,6,6,3,3,0
"YDJC",449,174,180,239,158,243,162,285
"CCDC116",30,16,30,23,15,21,28,16
"DVL3",2024,2156,2607,2176,1279,1721,1848,1948
"AP2M1",6225,8792,15788,13772,8095,12524,6129,15641
"ABCF3",1602,1780,2557,2455,1743,2105,2083,2376
"PCYT1A",1951,2091,3342,2760,1564,2011,2467,2144
"FBXO27",320,304,392,497,206,424,221,478
"DMKN",2676,67,169,98,315,175,43,169
"U2AF1L4",82,46,51,91,52,64,71,52
"BDH1",1619,1731,2513,1726,2267,2333,1010,2668
"NPHS1",54,16,23,56,24,44,50,31
"THAP8",225,129,178,208,81,150,169,151
"COX7A1",570,332,881,724,711,583,155,733
"ZNF382",1230,1533,2559,2138,2111,2269,1225,3032
"LRRC56",177,135,115,204,94,165,47,219
"PLXDC1",1014,519,925,512,723,532,249,446
"PGAP3",892,726,864,1046,558,730,651,1006
"IKZF3",774,111,277,227,104,196,60,132
"GRIN2C",627,727,1502,1327,851,1001,286,925
"FDXR",219,241,330,486,215,193,273,215
"SAP30BP",1918,2103,2498,2510,1409,2054,3456,2227
"ACOX1",3708,4034,5697,5918,3240,4398,3483,4993
"PRPSAP1",1231,1149,1760,1623,942,1178,1142,1326
"CYGB",126,225,389,500,275,355,25,403
"SRSF2",1651,1290,1770,2017,1101,1385,1949,1618
"ZNF577",899,1759,1662,1325,719,1545,2292,1351
"TMEM143",209,194,202,197,198,175,189,182
"KLHL10",26,20,42,30,47,41,17,37
"KASH5",43,1,2,3,3,0,3,0
"HCRT",1,4,1,2,3,4,3,1
"ALDH16A1",349,282,246,383,101,136,241,158
"DCD",0,0,3,7,0,3,0,4
"ITGA5",1484,785,1395,1100,372,300,639,459
"SIGLEC11",32,131,166,157,9,39,228,44
"ZNF385A",717,788,2175,903,505,622,394,452
"MPP3",377,408,337,317,259,376,353,437
"CD300LG",6,18,13,3,4,16,7,14
"IZUMO2",27,3,2,1,9,4,4,4
"NAGS",204,74,140,115,111,135,92,114
"LSM12",312,213,234,264,130,190,208,238
"ASB16",81,54,65,68,51,45,70,44
"EMC10",1177,1871,1725,2207,1053,1442,3165,1504
"JOSD2",190,381,302,317,204,247,661,217
"SHANK1",1382,1474,3766,1995,1349,2508,263,2277
"FAM171A2",340,456,779,1044,594,870,95,1046
"DBF4B",534,486,492,594,491,542,940,560
"PLCD3",842,1309,2490,1399,544,659,709,712
"FMNL3",2618,4359,5333,4929,1771,2840,5611,2406
"AQP5",5438,39,80,63,14,42,34,20
"RACGAP1",1147,536,737,674,473,517,636,578
"OR7G1",0,0,0,0,0,0,0,0
"LARP4",2188,1821,2827,2561,1640,2003,2251,2040
"TAMALIN",838,793,1466,821,788,1144,316,1673
"RAVER1",492,316,340,222,106,154,244,158
"KRT84",2,0,2,1,1,0,0,1
"KRT82",0,0,1,2,2,1,0,0
"SYCE2",38,39,34,45,33,66,71,70
"SPC24",291,43,24,74,41,34,14,76
"IP6K3",230,925,366,365,228,361,1627,285
"LEMD2",1754,1726,1861,1802,1162,1378,2086,1395
"ALOX15",9,2,17,16,15,8,6,8
"TREML1",72,191,277,230,32,60,255,71
"ZNF653",157,159,308,176,185,159,140,179
"MED11",160,171,196,194,128,133,283,140
"CXCL16",1651,988,1100,1703,171,314,1010,307
"SCIMP",118,87,167,372,69,90,175,73
"RNASEK-C17orf49",0,0,0,0,0,0,0,0
"BCL6B",267,265,561,225,310,119,182,163
"ASGR2",15,13,39,20,16,6,10,9
"TNFSF13",140,105,158,217,110,95,82,94
"SENP3",229,216,309,453,284,305,277,314
"FGF11",22,17,10,10,11,18,14,3
"EIF4A1",274,238,308,286,158,175,269,163
"RPL26",537,592,504,1151,594,725,1024,476
"CCDC42",2,1,2,1,2,0,0,2
"POLR3K",219,173,192,233,133,207,143,216
"SNRNP25",725,638,960,1092,889,1000,431,1344
"PRR35",1,7,4,3,1,1,0,2
"WDR90",1234,428,561,467,365,330,534,363
"JMJD8",290,206,296,283,139,182,221,197
"CCDC78",260,124,192,212,200,185,215,233
"MSLNL",10,3,4,1,9,11,2,4
"SSTR5",2,0,1,1,0,2,1,3
"SPSB3",11,5,3,8,6,11,5,5
"MEIOB",17,18,22,23,20,18,10,22
"HS3ST6",232,1,0,0,0,0,2,0
"TEDC2",176,46,64,85,105,92,24,128
"CCNF",359,203,315,282,245,321,99,352
"TBC1D24",1522,1642,3819,2430,1412,2307,565,2712
"AMDHD2",311,328,429,514,288,301,367,305
"NTN3",50,37,68,98,48,61,24,68
"BICDL2",386,7,16,13,47,37,4,19
"PAQR4",489,1175,637,702,402,559,2294,464
"FLYWCH2",397,339,534,539,365,404,338,412
"ZG16B",77,3,3,6,0,3,2,2
"ZNF75A",1608,1047,1395,1126,831,1107,1307,1303
"ADCY9",3185,1591,2761,1822,1325,1969,721,1895
"SHANK2",4628,1855,3264,2422,1867,3347,306,3962
"CLPB",2165,2313,3517,2815,2093,2616,2207,2924
"NEU3",1407,1247,1979,1632,1081,1601,1205,1664
"CYB561A3",743,542,823,916,322,440,758,429
"PPP1R32",116,113,117,123,134,99,119,130
"ASRGL1",2128,800,1255,1303,1068,921,825,1202
"GNG3",157,126,205,202,130,219,28,246
"UBXN1",1351,1222,1687,2098,1120,1305,2276,1355
"LBHD1",87,54,71,72,37,46,71,44
"TTC9C",532,387,577,634,434,546,410,637
"TAF6L",414,316,450,546,325,393,433,352
"NXF1",2516,2072,2523,2602,1502,1684,2326,1750
"STX5",1396,880,1096,1073,650,824,989,952
"SLC25A45",396,242,287,363,203,217,357,242
"RPL29",2464,3007,3701,5214,2261,2565,4162,3328
"ITIH3",133,27,192,92,79,49,36,85
"SYVN1",1638,1141,1183,773,487,661,1073,688
"ZFPL1",99,65,96,113,75,92,123,86
"RPS6KA4",1507,1180,1832,1971,942,1181,1132,1451
"LRP5",3141,575,899,517,229,386,444,215
"TPCN2",676,440,524,511,403,403,392,462
"FGF19",41,0,0,0,0,0,0,0
"CYP4A22",92,50,77,82,97,77,11,163
"PDZK1IP1",15,10,18,19,5,1,5,6
"TAL1",330,594,600,798,207,411,971,464
"CMPK1",1908,1634,2697,2669,1600,2096,2105,2119
"BEND5",371,352,716,350,476,476,211,612
"ELAVL4",1016,1250,2790,1546,2304,2619,271,3171
"COA7",757,945,1129,1154,854,1407,724,1383
"ZYG11B",3495,4246,6869,6773,4573,7083,3558,8112
"SLC1A7",17,36,91,33,23,27,32,7
"CZIB",760,973,1447,1468,944,1017,1607,1223
"MAGOH",272,227,360,364,202,296,299,286
"ACOT11",1125,1413,3894,2110,2269,2205,969,1798
"FAM151A",25,34,105,74,65,55,22,62
