,C3N-03452,C3N-01197,C3N-02684,C3N-01365,C3N-01191,C3N-03446,C3N-03450,C3N-03026
MISP,-0.7,0.24,NA,0.44,-0.11,3,0.06,-1.12
MISP3,-2.08,-0.62,-0.08,-0.26,-2.02,-1.51,-0.97,-2.22
MITD1,-0.47,NA,NA,0.17,NA,-1.33,0.35,0.04
MITF,0.12,0.16,-0.07,0.12,0.13,-0.25,1.01,0.39
MKI67,-1.68,-1.1,-1.44,-0.69,-1.13,-0.27,-0.95,-3.55
MKLN1,-0.45,-0.05,-0.08,-0.09,-0.02,-0.32,-0.23,-0.34
MKNK1,0.12,0.35,0.65,0.67,0.52,0.16,0.81,0.91
MKRN1,0.15,0.55,0.38,0.61,-0.26,0.05,0.16,0.24
MKRN2,-0.16,-0.03,-0.28,-0.59,0.13,-0.36,-0.12,0.08
MKS1,NA,0.29,NA,NA,-0.4,NA,NA,NA
MLC1,1.19,0.45,1.29,0.37,1.47,0.45,1.14,0.69
MLEC,-0.62,-0.69,-0.76,-0.9,-0.92,-0.73,-0.56,-0.64
MLF1,0.02,0.23,0.46,0.82,0.28,0.29,-0.13,0.21
MLF2,1.04,2.24,1.74,1.85,1,0.87,0.94,1.09
MLH1,-0.98,-0.57,-0.73,-0.79,-0.85,-0.3,-0.71,-0.89
MLIP,0.13,1.58,1.65,0.99,-0.08,-0.01,0.12,0.05
MLKL,-1.47,-0.27,-0.66,0.29,-0.15,0.75,-0.5,-1.28
MLLT1,-0.84,-1.03,-0.66,-0.65,-0.35,-0.46,-0.36,-1.04
MLLT10,NA,NA,NA,NA,NA,NA,-0.62,NA
MLLT11,0.46,0.73,1.53,0.64,0.29,-0.04,-0.54,0.69
MLLT3,NA,NA,NA,-1.01,NA,0.57,NA,NA
MLLT6,-0.2,-1.25,1.02,0.61,-0.06,0.52,-0.01,0.08
MLPH,NA,-0.21,-1.91,0.78,0.4,4.9,NA,NA
MLST8,0.04,0.41,-0.02,0.27,-0.26,-0.08,0.32,0.29
MLX,-0.67,0.35,-0.41,-1,0.24,-0.72,-0.25,0.05
MLXIP,-0.67,0.01,-0.48,0.59,0.17,-0.37,-0.08,-0.34
MLYCD,0.47,0.88,1.16,0.82,0.31,0.79,0.67,0.52
MMAA,0.13,0.57,0.77,0.68,0.1,-0.2,-0.26,0.5
MMAB,0.76,0.26,0.77,0.82,0.57,0.67,0.55,0.36
MMACHC,0.42,0.19,0.52,0.75,0.44,0.11,0.41,0.52
MMADHC,-0.47,-0.7,0.16,-0.73,-0.42,0.39,0.42,-0.69
MME,NA,0.3,0,0.43,0.02,0.53,-0.04,NA
MMGT1,0.12,0.03,-0.29,-0.17,-0.33,-0.16,-0.14,-0.04
MMP10,0.24,-0.15,NA,0.44,0.33,3.3,NA,0.31
MMP11,NA,0.85,NA,NA,-0.44,NA,NA,NA
MMP12,-0.09,-0.78,-0.93,-0.95,-0.43,2.08,-0.45,-0.05
MMP14,-1.5,-1.62,-0.96,-1.64,-1.38,-1.15,-1.46,-1.2
MMP15,NA,0.15,-0.83,-0.3,0.1,-0.09,0.11,NA
MMP16,-0.13,NA,0.02,0.07,NA,-0.63,-0.54,0.15
MMP19,0.13,-0.26,-0.33,-0.33,0.17,-0.45,-0.08,-0.27
MMP2,0.18,-0.91,-1.45,-1.3,-0.52,-1.03,-0.54,-0.89
MMP24OS,NA,1.55,0.57,1.69,0.44,1.39,0.42,NA
MMP3,NA,NA,NA,NA,NA,NA,NA,NA
MMP7,-1.51,-0.16,NA,NA,-0.33,NA,NA,-1.36
MMP8,-0.55,0.52,-0.67,-0.92,-0.83,-1.48,-1.46,-1.29
MMP9,-1.28,0.7,-0.94,-0.82,-1.05,-1.03,-0.83,-2.15
MMRN1,-0.71,-0.78,-0.8,-0.41,-0.54,-0.12,-0.77,-0.76
MMRN2,0.12,-1.1,-0.89,-1.2,-0.72,-0.03,-0.31,-0.71
MMS19,0.31,0.37,0.54,0.56,0.42,0.17,0.47,0.31
MMS22L,NA,NA,1.02,NA,NA,NA,0.23,NA
MN1,NA,NA,NA,NA,NA,NA,-0.22,NA
MNAT1,-0.47,-0.47,-0.58,-0.36,-0.6,0.12,-0.4,-0.44
MNDA,-1.09,-0.2,-0.77,-1.13,-0.61,-0.56,-0.9,-1.32
MNT,0.43,-0.54,-0.41,NA,-0.43,NA,-0.26,-0.55
MOAP1,NA,1.49,2.99,1.42,-0.7,-0.38,0.73,NA
MOB1A,-0.57,-0.8,-0.91,-0.83,-0.25,-0.39,-0.42,-0.18
MOB2,0.53,0.84,0.48,0.54,0.71,0.43,0.44,0.48
MOB3A,-0.5,-0.6,-1.36,-1.33,0.13,-0.41,-0.33,-0.52
MOB3B,NA,-0.22,NA,-0.4,2.13,0.46,1.43,NA
MOB3C,-0.61,NA,-0.46,-0.25,NA,0.15,0.11,-0.02
MOB4,0.4,0.77,0.52,0.62,0.27,0.28,0.34,0.53
MOBP,-0.19,0.06,2.19,1.68,3.85,1.35,2.33,1.88
MOCS1,1.09,0.35,0.38,0.17,0.16,0.41,0.32,0.52
MOCS2,0.2,-0.01,0.28,-0.03,0.16,0.17,0.03,0.24
MOCS3,-0.17,-0.28,-0.04,-0.06,-0.3,0.15,-0.35,-0.19
MOG,1.13,0.85,1.57,1.83,3.76,1,2.81,1.77
MOGS,-0.61,-0.31,-0.46,-0.3,-0.46,0.04,-0.38,-0.44
MON1A,0.39,0.44,-0.11,0.79,0.34,0.04,0.23,0.88
MON1B,0.13,0.42,0.76,0.62,0.29,0.11,0.38,0.31
MON2,0.34,0.19,0.53,0.43,0.63,-0.01,0.42,0.38
MORC2,-0.48,-0.44,-0.36,-0.72,-0.21,0.35,-0.48,-0.65
MORC3,-0.33,-0.01,0.12,-0.16,0.08,0,-0.15,-0.15
MORF4L1,-0.63,-1.07,-0.76,-0.77,-0.42,-0.08,-0.72,-0.53
MORF4L2,-0.42,0.09,-0.67,-0.17,-0.16,-0.12,-0.47,-0.37
MORN2,NA,NA,NA,NA,NA,NA,NA,NA
MORN4,0.97,0.89,1.94,1.58,0.67,0.4,0.93,1.65
MOSPD1,NA,-0.73,NA,NA,-1.45,NA,0.23,NA
MOSPD2,-0.64,-0.77,-0.03,-0.32,1.05,-0.22,0.8,0.06
MOV10,-0.57,-0.59,-1.09,-0.64,-0.25,-0.36,-0.75,-0.58
MOXD1,0.14,0.47,0.79,0.89,0.05,0.27,0.52,0.19
MPC1,0.65,1.77,1.1,1.86,0.27,1.2,NA,1.45
MPC2,0.32,1,0.84,0.94,-0.12,0.43,0.23,1.21
MPDU1,-0.36,-1.46,0.05,-0.31,-0.1,0.15,-0.13,-0.05
MPDZ,0.03,0.1,0.02,0.17,0.59,-0.16,0.45,0.12
MPG,-0.48,-0.05,-0.24,-0.05,0.18,0.11,-0.09,-0.8
MPHOSPH10,-1.22,-0.8,-0.78,-0.76,-0.84,-0.2,-0.25,-0.98
MPHOSPH6,-1.18,-1.22,-0.52,-1.29,-0.78,-0.4,-0.68,-1.1
MPHOSPH8,-0.49,-0.26,-0.74,-0.76,-0.45,-0.15,-0.52,-0.52
MPHOSPH9,NA,-0.39,NA,0.56,-0.35,-0.21,NA,NA
MPI,0.5,0.74,0.92,0.73,0.86,0.29,0.69,0.69
MPIG6B,-0.17,0.1,-0.03,0.49,0.22,-0.06,-1.35,-0.09
MPLKIP,0.15,-1.03,-1.29,-0.52,-0.52,0,-0.46,0.09
MPND,NA,1.83,0.31,0.85,0.22,0.47,0.63,NA
MPO,-1.03,-0.25,-0.84,-1.29,-1.59,-1.36,-0.7,-1.45
MPP1,0.59,1.16,0.4,0.7,0.54,0.56,0.41,0.6
MPP2,0.83,1.66,1.43,1.67,0.77,0.98,1.39,1.16
MPP3,0.83,1.29,0.62,1.29,1.09,0.36,0.8,1.08
MPP5,0.22,-0.02,0.18,0.22,0.57,0.12,0.34,0.18
MPP6,1.05,0.91,0.97,0.78,-0.37,0.18,0.26,0.81
MPP7,1.2,1.74,1.72,1.86,0.6,1.17,1.03,1.4
MPPE1,-1.3,0.12,NA,NA,0.14,NA,NA,-0.79
MPPED2,0.13,0.53,0.6,0.26,-0.28,-0.36,0.12,-0.06
MPRIP,0.54,0.56,0.57,0.69,0.02,0.24,0.26,0.5
MPST,0.1,-0.28,0.02,0.07,0.83,0.62,0.07,-0.03
MPV17,0.73,0.91,0.83,0.39,0.35,0.37,0.15,1.31
MPZ,0.65,NA,2.05,2.8,NA,0.06,1.34,-0.12
MPZL1,-0.68,-0.54,-0.72,-0.59,0.03,-0.26,-0.2,-0.68
MR1,-0.14,0.56,-0.89,-0.04,0.53,0.37,-0.52,-0.19
MRAS,0.79,0.93,1.06,1.08,0.54,0.12,0.23,1.4
MRC1,-0.22,-0.85,-0.32,-0.26,-0.4,1.53,0.16,-0.78
MRC2,-1.45,-1.43,-1.09,-1.32,-1.19,-1.12,-1.23,-1.44
MRE11,-1.06,-1.44,-0.95,-1.35,-0.43,-0.37,-0.52,-0.85
MREG,NA,NA,NA,NA,NA,NA,-0.75,NA
MRFAP1,NA,-0.23,-0.41,-0.62,-0.77,-0.38,-2.24,NA
MRGBP,-0.62,-0.84,0.93,-1.61,-0.7,-0.44,-0.19,-1.64
MRI1,0.31,-0.39,-0.07,-0.55,1.16,-0.48,0.9,0.01
MRM1,NA,0.07,0.11,0.5,-0.29,0.39,-0.02,NA
MRM2,-0.45,0.27,0.34,0.05,-0.11,-0.08,0.11,-0.56
MRM3,0.29,0.6,0.43,0.66,-0.52,-0.22,0.07,0.15
MRNIP,-0.28,0.18,-0.33,0.33,-0.46,0.12,NA,0.01
MROH1,1.36,0.93,1.17,1.38,0.38,0.6,0.86,1.09
MRPL1,0.22,0.37,0.36,-0.07,-0.53,0.13,-0.24,0.13
MRPL10,-0.17,0.14,0.1,0.05,-0.24,0.45,-0.2,-0.06
MRPL11,-0.04,-0.06,-0.04,-0.1,-0.44,-0.09,-0.42,-0.16
MRPL12,0.02,0.09,-0.07,0.5,-0.93,0.2,-0.01,-0.36
MRPL13,-0.09,0.32,0.05,-0.32,-0.13,0.02,-0.18,-0.11
MRPL14,-0.05,0.51,-0.06,-0.18,-0.59,-0.31,-0.54,-0.09
MRPL15,-0.19,0.08,0.18,0.07,-0.26,0.09,-0.25,-0.08
MRPL16,-0.01,0.02,0.04,0.06,-0.41,0.06,0.01,-0.07
MRPL17,0.02,0.12,0.03,0.04,-0.86,0.04,-0.46,0.03
MRPL18,0.16,0.24,0.2,0.29,-0.13,0.18,-0.07,-0.14
MRPL19,0.02,0.14,0.4,-0.27,-0.37,0,-0.22,0.01
MRPL2,-0.35,0.01,-0.04,0.19,-0.74,0.13,-0.77,0.14
MRPL20,-0.12,0.08,-0.12,0.23,-0.29,-0.08,0.08,0.29
MRPL21,-0.86,-0.37,0.1,-0.72,-0.87,-0.19,-0.33,-0.49
MRPL22,0.1,0.16,0.05,-0.12,-0.5,-0.16,-0.32,-0.05
MRPL23,-0.1,0.35,0.28,0.3,-0.12,0.18,0.05,-0.24
MRPL24,0.1,-0.22,0.17,0.23,-0.92,-0.01,-0.44,0.13
MRPL27,0.12,0.27,0.24,0.12,-0.45,0.06,-0.31,0.15
MRPL28,0.03,0.18,0.75,-0.09,-0.18,0.15,-0.22,0.03
MRPL3,0.1,0.11,0.26,-0.4,-0.26,0.16,0.05,0.08
MRPL30,0.12,-0.04,0.15,-0.11,-0.54,-0.1,-0.35,0.07
MRPL32,NA,0.12,0.57,0.86,0.15,0.16,-0.06,NA
MRPL33,-0.17,0.39,-0.76,1.01,-0.92,0.22,-0.3,-0.18
MRPL34,-0.58,-0.31,-0.55,-0.65,-0.96,-0.3,-1.87,0.32
MRPL35,-0.32,0.53,-0.12,0.06,-0.57,0.09,-0.66,0.3
MRPL37,0,0.08,0.23,0.1,-0.32,0.07,-0.17,0.17
MRPL38,0.13,0.48,0.54,0.09,-0.07,-0.1,-0.15,0.23
MRPL39,-0.02,-0.02,0.22,0.01,-0.52,0.05,-0.22,0.07
MRPL4,0.01,0.06,0.11,-0.09,-0.21,-0.07,-0.13,-0.03
MRPL40,0.12,-0.29,0.22,0.12,-0.15,0.27,0.31,0.17
MRPL41,-0.09,0.02,-0.12,0.1,-0.99,-0.04,-0.68,-0.02
MRPL42,-0.31,0.21,-0.25,-0.56,-0.78,-0.33,-0.47,-0.26
MRPL43,-0.13,0.3,0.51,0.37,-0.33,0.24,-0.03,0.06
MRPL44,-0.02,0.09,0,0.18,-0.67,0.1,-0.1,0.01
MRPL45,0.24,0.41,0.34,0.04,-0.18,0.2,-0.57,0.18
MRPL46,0.25,0.25,0.32,0.31,-0.31,-0.16,-0.04,0.17
MRPL47,-1.01,-0.47,-0.38,-0.81,-0.51,-0.28,-0.76,0.09
MRPL48,0.01,-0.04,0.09,-0.44,-0.53,-0.04,-0.37,-0.12
MRPL49,-0.03,-0.06,0.07,0.05,-0.56,0.04,-0.49,-0.06
MRPL50,0.25,0.65,0.33,-0.35,0.54,0.09,-0.53,-0.35
MRPL51,-0.58,NA,NA,-0.06,NA,-0.2,1.02,-0.17
MRPL52,-0.08,0.39,-0.99,-0.72,-0.33,-0.13,0.18,-0.46
MRPL53,-0.12,-0.09,0.03,-0.41,-0.75,0.24,-0.31,-0.27
MRPL54,0.09,-0.07,-0.27,0.22,-0.33,-0.05,-0.47,0.19
MRPL55,-0.13,0.57,0.74,0.71,-0.15,0.04,0.11,-0.18
MRPL57,-0.18,0.61,-0.04,0.14,-0.17,0.06,-0.25,0
MRPL58,-0.04,0.34,0.19,0.39,-0.27,0.25,-0.11,0.11
MRPL9,-0.17,-0.06,0.25,-0.67,-0.42,0.05,-0.32,0.04
MRPS10,-0.01,0.09,0.21,-0.72,-0.76,-0.25,-0.08,0.09
MRPS11,0.12,0.33,0.2,0.23,-0.24,-0.03,-0.19,-0.01
MRPS12,0,0.05,1.14,-0.17,-0.27,0.14,-0.4,0
MRPS14,0.29,0.47,0.18,-0.2,0.87,-0.43,-0.06,0.35
MRPS15,-0.06,0.03,-0.15,-0.29,-1.35,-0.11,-1.05,0.11
MRPS16,0.1,0.32,0.18,0.43,-0.09,0,-0.24,0.25
MRPS17,0.4,0.55,0.7,0.01,0.02,0.08,-0.07,0.02
MRPS18A,0.09,0.03,0.38,-0.12,-0.37,0.09,-0.42,0.02
MRPS18B,0.6,0.16,0.64,0.47,-0.07,0.09,0.25,0.61
MRPS18C,1,0.67,NA,1.15,0.37,0.02,NA,0.77
MRPS2,0.02,0.27,0.29,0.1,-0.24,-0.06,-0.35,0.01
MRPS21,NA,0.23,-0.43,0.42,-0.35,0.16,-0.45,NA
MRPS22,0.25,0.25,0.36,0.21,-0.53,0.14,0.03,0.31
MRPS23,0.35,-0.02,0.23,0.27,-0.93,-0.02,-0.35,0.06
MRPS24,0.13,0.14,-1,0.07,-0.21,0.05,-0.09,0.21
MRPS25,0.28,0.06,0.37,0.49,-0.6,0,-0.13,0.15
MRPS26,0.49,0.46,0.2,0.33,-0.23,-0.04,-0.06,0.26
MRPS27,0.51,0.36,0.4,0.3,-0.12,0.13,0.03,0.48
MRPS28,0.29,0.03,0.14,0.18,-0.4,-0.06,-0.03,0.32
MRPS30,0.24,0.3,0.23,0.17,-0.19,0.09,-0.13,0.25
MRPS31,0.27,0.2,0.05,0.15,-0.52,0.17,0.07,0.21
MRPS33,0,0.14,0.25,-0.22,-0.72,-0.17,-0.35,-0.23
MRPS34,-0.25,-0.26,0.49,-0.16,-0.28,-0.47,-0.76,0.06
MRPS35,0.39,-0.24,0.23,0.13,0,-0.07,-0.16,0.48
MRPS36,0.93,1.15,1.11,1.39,0.16,0.52,0.54,0.9
MRPS5,-0.15,-0.1,0.02,-0.27,-0.9,0.08,-0.4,-0.02
MRPS6,-0.01,0.18,0.08,0.14,-0.5,-0.29,-0.21,0.06
MRPS7,0.3,0.15,0.24,-0.01,-0.46,0,-0.13,0.14
MRPS9,0.05,0.2,0.26,0.19,-0.47,0.01,-0.05,0.09
MRRF,0.65,0.64,0.52,0.39,-0.33,0.08,0.14,0.53
MRS2,NA,1.09,NA,0.16,0.2,1.08,0.52,NA
MRTFA,0.03,0.31,0.55,0.9,0.01,-0.05,0.08,0.4
MRTFB,0.69,0.36,1.08,1.19,0.14,0.09,0.88,1.32
MRTO4,-1.02,-0.93,-1.3,-1.08,-0.94,-0.38,-0.74,-0.91
MRVI1,1.41,0.41,1.11,0.89,1.72,0.74,1.58,1.01
MS4A6A,-1.62,-0.4,-0.67,0.36,0.17,-0.34,NA,-1.13
MSANTD2,NA,NA,-1.39,-1.02,NA,-1.95,-0.36,NA
MSANTD3,NA,-0.83,NA,NA,-0.91,NA,NA,NA
MSANTD3-TMEFF1,0.99,1.09,2.08,1.91,1.53,-0.1,1.42,1.05
MSANTD4,NA,0,-0.23,NA,0.19,NA,NA,NA
MSH2,-1.22,-1.08,-1.14,-1.08,-0.5,-0.6,-0.61,-1.19
MSH3,-0.5,-0.41,-0.47,-0.51,-0.48,-0.69,-0.46,-0.41
MSH6,-1.28,-0.89,-1.12,-1.11,-0.23,-0.5,-0.53,-1.3
MSI1,-0.68,-1.08,-1.69,-1.85,-1.08,-1.3,-1.73,-0.99
MSI2,-0.62,-0.77,-0.95,-1.41,-0.31,-0.55,-0.87,-0.7
MSL1,0.85,2.14,2.16,0.06,1.7,0.59,1.59,0.41
MSL2,NA,-0.66,0.17,-0.21,0.17,-0.12,-0.32,NA
MSL3,0,NA,0.16,-0.64,NA,-0.39,-0.67,0.25
MSLN,NA,0.28,NA,NA,0.5,NA,1.1,NA
MSMO1,-0.45,-0.14,0.61,-0.11,-0.08,-0.14,0.26,-0.27
MSN,-0.59,-1.4,-1.2,-1.38,-0.69,-0.21,-0.73,-0.8
MSR1,-1.19,-1.38,-1.29,-0.99,-1.37,-0.4,-0.4,-0.35
MSRA,0.39,0.32,0.24,0.29,-0.17,0.09,-0.03,0.35
MSRB2,0.86,0.94,0.59,0.66,0.33,0.51,0.68,0.84
MSRB3,0.32,-0.03,0.03,-0.14,0.4,0.8,0.01,-0.22
MST1,-0.62,-0.19,-0.67,-0.81,-0.24,-0.12,-0.54,-0.51
MSTN,-1.23,NA,-0.53,NA,NA,NA,NA,-1.35
MSTO1,-0.28,-0.38,-0.02,-0.09,0.15,0.27,0.09,-0.16
MT1A,1.27,0.01,1.39,-1.37,0.47,-0.99,NA,0.44
MT1E,-0.24,0.09,0.12,-0.13,0.65,0.15,-0.15,0.71
MT1F,-0.15,-1.09,-0.54,-0.32,0.17,-0.04,-1.01,-0.68
MT1G,1.24,NA,0.43,1.09,NA,0.8,NA,1.49
MT1H,0.85,NA,NA,1.69,NA,2.25,NA,0.88
MT1M,0.16,-0.8,-0.06,1.04,1.07,-0.17,-0.43,-0.42
MT1X,-0.59,-0.42,-0.32,-0.94,-0.61,-0.15,-0.67,-0.72
MT2A,-1.24,-1.02,-1.18,-1.73,-0.96,-0.92,-1.42,-1.21
MT3,0.75,1.03,0.91,0.5,0.7,0.04,0.5,0.15
MTA1,-0.95,-0.66,-0.64,-0.78,-0.57,-0.69,-0.58,-0.79
MTA2,-0.96,-1.03,-0.98,-0.74,-0.72,-0.51,-0.77,-1.1
MTA3,-0.38,-0.61,-0.17,-0.81,-0.61,0.04,-0.77,-0.51
MTAP,0.48,0.22,0.13,0.07,0.45,0.42,0.15,0.16
MTCH1,0.87,0.84,1.06,1.07,0.59,0.47,0.91,0.83
MTCH2,0.85,0.78,1.34,0.97,0.43,0.67,0.82,0.84
MTCL1,0.21,0.97,0.4,0.5,-0.39,-0.2,0.14,0.56
MTDH,-0.31,-0.27,-0.12,-0.42,-0.13,-0.24,0.05,-0.24
MTERF1,-0.05,NA,NA,-0.27,NA,-0.4,NA,0.27
MTERF3,1.35,-0.16,0.65,0.51,0.27,0.11,0.19,1.47
MTERF4,0.07,-1.07,-0.61,-0.54,-0.48,0.09,-0.02,-0.05
MTF1,NA,-0.65,-0.05,0.48,-0.25,0.26,-0.46,NA
MTFMT,NA,0.91,0.53,0.87,0.04,0.34,-0.03,NA
MTFP1,NA,1.54,NA,-0.5,-0.26,0.57,NA,NA
MTFR1,-1.69,NA,-0.86,-0.83,-0.06,-0.49,-0.3,-1.2
MTFR1L,0.58,1.25,0.56,1.05,-0.15,0.35,0.01,0.78
MTG1,0.02,0.29,0.47,-0.22,-0.07,0.38,-0.31,0.07
MTG2,-0.3,0.04,-2.72,0.12,-0.29,-0.07,-0.17,-0.29
MTHFD1,-0.33,-0.43,-0.45,-0.37,-0.08,-0.06,-0.29,-0.25
MTHFD1L,0.14,0.19,0.58,-0.14,-0.22,-0.07,-0.07,0.04
MTHFD2,-0.6,-0.44,-1.13,-1.51,-0.15,-0.17,0,-0.91
MTHFD2L,0.07,0.72,1.43,0.71,0.71,0.18,0.58,0.46
MTHFR,0.23,-0.1,0.1,0.56,0.13,-0.29,-0.15,0.18
MTHFS,-0.43,-1.06,-0.64,-0.35,0.12,-0.18,-0.27,-0.09
MTHFSD,-0.28,-0.86,-0.49,-0.07,-0.19,0.18,-0.38,-0.63
MTIF2,0.43,0.16,0.53,0.17,0.05,0.13,0.15,0.39
MTIF3,0.48,0.41,0.37,0.38,-0.22,-0.14,0.27,0.41
MTM1,0.26,-0.13,0.12,-0.08,0.75,0.2,0.3,0.22
MTMR1,0.51,0.94,0.81,1.07,0.4,0.2,0.44,0.65
MTMR10,0.49,0.07,0.06,0,1.23,0.32,0.87,0.49
MTMR11,0.66,0.48,-0.49,NA,0.39,NA,0.69,-0.94
MTMR12,0.94,0.85,1.33,1.73,1,0.74,1.11,1.43
MTMR14,0.61,-0.06,-0.59,0.4,0.18,0.09,-0.11,-0.14
MTMR2,0.96,0.77,1.36,1.44,1.25,0.61,1.12,0.97
MTMR3,0.07,-0.29,-0.11,-0.03,-0.16,0.01,-0.03,-0.19
MTMR6,0.15,0.15,0.55,0.56,0.22,0.06,0.42,0.33
MTMR7,0.98,1.14,1.59,1.81,1.01,0.69,0.97,1.35
MTMR9,0.52,0.77,0.81,1.06,0.51,0.36,0.7,0.65
MTO1,0.29,0.01,0.56,0.6,0.06,0.21,0.09,0.09
MTOR,0.27,0.36,0.52,0.54,0.33,0.09,0.24,0.35
MTPAP,0.38,-0.09,0.55,0.21,0.2,-0.05,0.11,0.33
MTPN,-0.02,-0.12,-0.14,0.05,-0.07,-0.26,-0.23,0.11
MTR,0.17,-0.25,-0.53,-0.3,0.36,-0.03,0.05,-0.1
MTREX,-0.88,-1.04,-0.94,-0.93,-0.49,-0.01,-0.43,-1.01
MTRF1,0.57,NA,0.73,0.3,NA,0.15,0.37,0.5
MTRF1L,0.64,0.85,0.95,0.64,0.5,-0.04,NA,0.52
MTRR,0.3,-0.37,-0.15,-0.1,0.19,0.34,0.18,-0.03
MTSS1,0.17,0.26,0.27,0.62,0.89,0.48,0.88,0.64
MTSS1L,0.87,0.66,0.72,0.69,0.9,0.41,0.65,0.63
MTTP,-1.57,-0.93,-1.54,-1.6,-0.9,-1.3,-1.27,-1.88
MTURN,1.35,1.83,1.87,1.89,2.18,1.28,1.89,1.55
MTUS1,-1.44,0.02,-0.81,-0.07,0.76,1.52,0.31,-1.18
MTUS2,0.93,1.68,1.65,1.71,1.1,1.29,1.54,1.06
MTX1,0.73,1.29,1.29,0.85,0.32,0.52,0.64,0.82
MTX2,0.99,1.71,1.32,1.17,0.22,0.68,0.62,1.02
MTX3,0.62,1.15,1.16,1.02,0.18,0.21,0.35,0.84
MUC1,-0.05,-0.19,-0.76,-0.03,0.12,3.53,0.28,0.27
MUC16,0.18,0.35,NA,NA,0.67,NA,NA,0.53
MUC5AC,0.45,NA,NA,NA,NA,NA,NA,0.26
MUC5B,NA,-0.27,NA,0.25,0.08,3.93,NA,NA
MUC6,0.58,NA,NA,NA,NA,NA,NA,1.13
MUL1,0.29,0.23,0.8,0.45,-0.32,-0.08,0.18,0.68
MUM1,-0.16,NA,-0.4,-0.24,NA,-0.28,0.38,-0.18
MUSTN1,1.24,0.62,0.3,0.73,0.86,1.3,0.51,0.46
MUT,0.73,0.56,0.78,0.35,0.46,0.06,0.11,0.43
MUTYH,-0.68,-0.78,NA,-0.84,-0.88,-0.94,NA,-1.27
MVB12A,-0.65,-0.41,-0.56,-0.29,-0.41,-0.39,-1.24,-0.53
MVB12B,-0.22,0.27,0.48,0.61,0.91,0.38,0.47,0.47
MVD,0,0.44,0.64,0.39,1.08,0.95,0.64,0.12
MVK,-0.07,0.5,0.46,0.8,0.87,0.4,0.78,0
MVP,-0.49,-0.83,-0.72,-0.59,-0.23,2.14,0.22,-0.43
MX1,-1.75,-1.86,-1.69,-2.14,0.58,-1.24,-1.27,-1.63
MX2,-0.73,-1.05,-0.78,-1.13,0.01,-0.15,-0.73,-0.42
MXRA5,-0.59,-0.62,-1.34,-0.82,-0.79,-0.82,-0.98,-0.61
MXRA7,0.4,0.44,0.3,0.33,-0.2,0.39,-0.28,0.28
MXRA8,0.28,-0.77,-0.26,-0.27,-0.21,-0.37,-0.27,-0.11
MYADM,0.43,0.03,0.38,0.21,0.05,0.4,0.97,0.37
MYBBP1A,-0.71,-0.47,-0.34,-0.59,-0.51,-0.26,-0.3,-0.76
MYCBP,-0.62,-0.93,-0.75,-0.9,-0.68,0.02,-0.74,-0.82
MYCBP2,0.4,0.55,0.95,0.98,0.74,0,0.68,0.66
MYD88,-0.64,-0.72,-0.87,-0.68,-0.35,-0.17,-0.74,-0.74
MYDGF,-0.37,-0.27,-0.53,-0.56,-0.46,0.26,-0.38,-0.53
MYEF2,-0.78,-0.03,-0.19,-0.48,-0.86,-0.69,-0.71,-0.61
MYH10,0.2,0.16,0.47,0.5,0.01,-0.08,0.13,0.37
MYH11,1.77,-0.89,-0.76,0.22,-0.34,0.99,-0.46,0.26
MYH14,0.67,-0.06,0.36,0.37,0.89,0.89,0.9,0.48
MYH2,NA,NA,NA,-1.12,NA,-0.66,-0.83,NA
MYH9,-0.7,-1.07,-1.12,-1,-0.71,0.51,-0.57,-0.85
MYL12A,-0.35,0.27,-0.5,-0.12,-0.15,0.38,-0.13,-0.48
MYL4,2.31,1.25,0.12,1.4,-0.2,0.33,0.91,1.85
MYL6,-0.35,-1.14,-0.69,-0.89,-0.78,0.25,-0.71,-0.75
MYL6B,0.62,0.86,0.97,0.79,0.25,0.35,0.63,0.8
MYL9,0.65,-0.69,-0.75,-0.71,-0.81,0.62,-0.57,-0.47
MYLK,0.5,-0.04,-0.06,-0.31,0.92,0.8,0.59,0.08
MYLK2,NA,NA,NA,NA,NA,NA,NA,NA
MYO10,-0.25,-0.22,-0.23,-0.24,-0.12,-0.4,-0.26,-0.49
MYO15B,0.24,0.06,0.21,-0.48,-0.28,-0.91,NA,-0.18
MYO18A,0.72,0.84,0.91,0.9,0.89,0.39,0.82,0.68
MYO18B,NA,-0.35,-0.6,-0.87,0.89,-0.63,0.95,NA
MYO19,-0.69,-0.41,NA,0.33,-0.25,0.54,-0.23,-0.76
MYO1B,-0.3,-0.55,-0.47,-0.35,-0.86,0.42,-0.56,-0.7
MYO1C,0.27,-0.49,-0.46,-0.52,-0.18,0.43,-0.37,-0.15
MYO1D,1.12,0.02,1.28,1.17,2.78,1.43,2.54,1.12
MYO1E,-0.37,-0.68,-0.21,-0.52,1.02,0.3,0.73,-0.29
MYO1F,-0.69,-0.99,-0.82,-1.6,-0.39,-0.55,-0.21,-0.31
MYO1G,-0.47,-0.36,-0.54,-0.57,-0.37,-0.1,-0.58,-0.23
MYO5A,1.27,1.67,1.72,1.69,0.99,0.75,1.27,1.25
MYO5B,-0.35,-0.12,-0.5,-0.63,-0.38,-0.79,-0.66,-0.5
MYO5C,-0.68,-0.66,-0.79,-1.37,-0.05,1.06,-0.94,0.35
