,C3N-03452,C3N-01197,C3N-02684,C3N-01365,C3N-01191,C3N-03446,C3N-03450,C3N-03026
ST3GAL6,NA,NA,NA,0.66,NA,0.76,NA,NA
ST5,-0.93,-0.24,-0.6,-0.17,-0.44,-0.46,-0.7,-0.9
ST6GAL1,-0.2,-0.76,-0.17,-0.41,-0.32,0.96,0.24,0.08
ST7,-0.07,0.51,0.38,0.23,0.27,-0.14,0.09,0.18
ST8SIA3,1.19,1.99,1.4,2,-0.22,0.72,1.01,1.35
ST8SIA4,NA,-0.07,NA,-0.38,0.04,-0.36,NA,NA
ST8SIA5,-0.09,0.11,0.06,NA,0.01,NA,NA,-0.42
STAB1,-0.86,-1.19,-0.73,-1,-0.89,0.09,0.07,-0.61
STAC2,1.18,1.64,0.89,0.56,0.39,0.89,0.57,0.17
STAG1,-0.8,-0.69,-0.91,-0.69,-0.12,-0.22,-0.37,-0.9
STAG2,-0.64,-0.64,-0.65,-0.87,0.01,-0.16,-0.39,-0.87
STAM,0.81,1.09,1.22,0.77,1.03,0.5,0.83,0.96
STAM2,-0.17,-0.35,-0.27,-0.61,0.09,-0.16,0,-0.08
STAMBP,-0.1,0.39,0.17,0.25,0.88,0.23,0.43,0.04
STAMBPL1,0.98,1.2,1.43,1.44,0.55,0.78,1.07,1.24
STAP2,NA,0.45,NA,NA,0.38,NA,-0.43,NA
STARD10,0.77,0.45,1.1,0.54,0.47,1.58,0.72,0.7
STARD13,0.48,0.3,0.16,0.22,0.95,0.23,0.28,0.08
STARD3,0.6,0.1,0.08,0.67,0.48,0.14,0.18,0.11
STARD3NL,0.04,-0.03,0.4,0.34,-0.05,-0.4,0.22,0.17
STARD4,NA,NA,NA,-0.54,NA,1.67,NA,NA
STARD7,0.09,0.17,0.42,0.05,0.82,0.05,0.17,0.13
STAT1,-0.8,-0.87,-0.71,-1.06,0.04,-0.23,-0.52,-0.79
STAT2,-0.82,-1,-0.43,-0.74,-0.03,-0.2,-0.49,-0.6
STAT3,-0.24,-0.67,-0.58,-0.41,0.12,0.49,-0.11,-0.43
STAT5A,-0.34,-0.42,-1.06,-0.53,-0.13,-0.4,-0.19,0.05
STAT5B,0.09,-0.1,-0.09,-0.06,0.15,-0.19,-0.07,0.16
STAT6,0.5,0.32,0.53,0.53,0.39,0.68,0.44,0.16
STAU1,-0.41,-0.51,-0.48,-0.69,-0.4,-0.32,-0.35,-0.35
STAU2,0,0.19,0.13,-0.07,-0.51,-0.1,-0.08,0.17
STBD1,-0.18,-0.53,-0.21,-0.41,-0.51,-0.39,-0.09,-0.22
STC1,NA,-1.2,-0.75,0.09,-0.09,0.2,-0.27,NA
STC2,NA,-0.74,0.11,-0.84,-0.78,-0.05,-0.2,NA
STEAP1,-0.23,NA,NA,NA,NA,NA,NA,0.21
STEAP2,1.22,1.54,1.18,1.34,0.14,0.39,NA,1.23
STEAP3,-0.4,-0.56,-0.96,-1.57,-0.37,-1.55,-0.68,-0.61
STEAP4,0.9,0.77,0.5,0.19,0.12,2.84,0.1,0.75
STIM1,0.44,0.47,0.73,0.72,0.01,0.04,0.29,0.9
STIM2,-0.22,0,-0.03,0.35,-0.38,-0.17,-0.04,0.04
STIP1,0.02,0.22,0.19,0.19,0.21,0.24,0.12,0.13
STK10,-0.65,-1.03,-1.29,-1.61,-0.57,-0.65,-1.02,-0.57
STK11,0.64,1.23,0.88,1.86,-0.17,0.81,0.45,0.79
STK11IP,0.26,0.17,0.27,-0.07,0.26,0,0.24,0.03
STK16,0.2,0.05,0.7,0.39,0.93,0.1,0.33,0.48
STK17A,NA,-5.23,-1.99,0.07,-3.42,-0.85,-0.85,-2.58
STK17B,-1.84,-0.97,-0.8,-3.45,-1.1,0.18,-1.44,-1.86
STK19,NA,NA,0.04,NA,NA,NA,-0.25,NA
STK24,0.45,0.46,0.63,0.76,0.1,0.66,0.36,0.62
STK25,-0.11,0.25,0.36,0.03,0.3,-0.2,-0.1,-0.03
STK26,0.32,-0.16,NA,-0.28,0.11,0.56,0.08,0.61
STK3,-0.59,-1.02,-0.56,-0.3,0.12,-0.15,-0.06,-0.67
STK32A,NA,NA,-0.25,NA,NA,NA,-0.07,NA
STK32C,1.57,1.47,2.08,1.83,1.07,0.46,1.37,1.49
STK33,-0.3,-1.22,-0.77,-1,-0.8,-0.5,-0.68,-0.25
STK35,NA,0.22,-0.3,0.29,-0.19,0.11,-0.68,NA
STK36,NA,1.12,0.44,NA,0.37,NA,0.24,NA
STK38,-0.55,-0.59,-0.61,-0.64,-0.15,0.02,-0.43,-0.86
STK38L,0.62,0.66,0.83,0.31,0.44,0.19,0.48,0.65
STK39,0.64,0.94,1.12,0.73,1.2,0.49,1,0.58
STK4,-0.57,-0.72,-0.45,-0.82,-0.34,-0.23,-0.25,-0.48
STMN1,0.2,0.43,0.88,0.69,0.95,-0.06,0.8,0.23
STMN2,1.29,1.73,1.41,2.07,1.01,0.59,0.97,1.02
STMN3,0.99,1.22,1.65,1.65,0.74,-0.06,1.39,1.04
STMN4,1.18,1.45,NA,1.82,2.11,1.07,2.1,1.25
STN1,-0.09,-0.29,NA,NA,-0.21,NA,0.02,-0.2
STOM,0.39,0.55,-0.04,0.21,0.43,0.11,0.34,-0.17
STOML1,0.12,NA,-0.78,0.59,NA,-0.51,0.14,0.32
STOML2,0.2,0.13,0.5,0.08,-0.47,0.06,-0.09,0.32
STON1,-0.22,-1.18,-1.25,-1.52,-0.57,-0.47,-0.86,-0.83
STON2,0.5,-0.18,0.41,0.32,0.74,0.23,0.48,0.25
STOX2,0.79,-0.31,0.28,1.48,1.16,0.07,0.75,1.1
STRA6,1.07,-2.43,NA,NA,-0.5,NA,NA,0.34
STRADA,0.45,0.91,1.14,1.1,0.36,0.6,0.8,0.74
STRADB,-0.4,1,-0.15,-0.17,0.6,-0.08,0.3,-0.29
STRAP,0.21,0.52,0.55,0.49,0.16,0.12,0.23,0.45
STRBP,-0.2,0.52,0.08,-0.07,-0.79,0.32,-0.33,-0.36
STRIP1,0.36,0.37,0.44,0.51,0.02,0.01,0.32,0.5
STRIP2,0.34,0.68,0.66,1.18,0.23,0.56,0.94,0.63
STRN,0.19,0.53,0.54,0.62,0.34,0.17,0.47,0.26
STRN3,0.46,0.67,0.5,0.71,0.28,0.28,0.41,0.76
STRN4,-0.07,0.3,0.26,0.33,0.05,-0.07,0.13,0.2
STT3A,-1.22,-1.11,-1.49,-1.18,-0.75,0.1,-0.92,-1.16
STT3B,-0.72,-0.77,-0.52,-0.79,-0.67,-0.31,-0.73,-0.7
STUB1,0.88,0.65,0.73,0.75,0.67,0.53,0.57,0.76
STUM,0.84,0.48,1.17,1.69,0.73,-0.45,0.8,1.63
STX10,-0.13,0.13,-0.42,0.55,0,-0.06,-0.08,-0.05
STX11,-0.55,-0.08,-0.61,NA,0.01,NA,-0.42,-0.46
STX12,0.52,0.49,0.57,0.53,-0.22,-0.03,0.24,-0.14
STX16,0.41,0.31,0.47,0.58,-0.31,0.37,0.09,0.3
STX17,0.16,0.14,0.74,0.61,-0.29,0.07,0.15,0.56
STX18,-0.34,-0.39,0.13,-0.18,0.09,-0.31,-0.07,-0.26
STX1A,1.74,1.99,1.99,2.66,0.94,0.56,1.83,1.47
STX1B,1.73,2.03,1.77,1.86,0.48,1.16,1.58,1.42
STX2,0.26,-0.18,0.13,-0.24,0.69,0.04,0.37,0.3
STX3,0.2,0.23,-0.46,-0.58,0.16,0.8,-0.21,0.16
STX4,0.2,-0.1,0.2,-0.02,0.65,-0.12,0.18,0.23
STX5,-0.14,0.16,0,-0.01,-0.14,0.52,-0.12,-0.1
STX6,0.59,1.02,0.74,1,0.2,0.32,0.53,0.72
STX7,0.66,0.66,1.07,0.92,0.54,0.92,0.94,0.89
STX8,0.59,0.64,0.5,0.47,0.3,0.18,0.29,0.59
STXBP1,1.59,2.09,1.87,1.96,0.74,1.04,1.63,1.43
STXBP2,-0.47,-0.52,-0.29,-0.99,-0.1,1.07,-0.22,-0.31
STXBP3,0.35,-0.01,0.19,0.21,1.04,0.1,0.47,0.33
STXBP4,-0.12,-0.79,-1.11,-1.33,-0.43,-0.33,-0.55,-0.51
STXBP5,1.43,1.83,1.74,1.95,0.22,0.66,1.55,1.48
STXBP5L,1.49,2.16,1.66,1.94,0.7,0.71,1.24,1.44
STXBP6,1.53,2.09,2,2.15,2.35,1.31,1.93,2.02
STYX,NA,NA,0,0.12,NA,0.23,NA,NA
SUB1,-1.19,-0.95,-1.11,-1.2,-1.54,0.18,-1.13,-1.08
SUCLA2,1.25,1.65,1.66,1.31,0.42,0.83,0.91,1.38
SUCLG1,0.59,0.97,0.87,0.75,0.33,0.48,0.37,0.8
SUCLG2,-0.17,-0.33,-0.55,-1.35,0.01,0.18,-0.4,-0.28
SUCO,-0.3,-0.51,-0.32,-0.39,-0.25,-0.52,0.25,-0.43
SUDS3,-0.57,-0.61,-0.87,-0.98,-0.77,-0.14,-0.61,-0.6
SUFU,-0.21,-0.61,-0.3,0.01,0.1,-0.12,0.02,-0.41
SUGCT,NA,-0.88,0.36,-0.39,-1.66,-0.29,NA,NA
SUGP1,-0.33,0.13,-0.4,-0.46,0.1,-0.07,-0.4,-0.39
SUGP2,-0.43,0.02,0.02,-0.25,-0.7,-0.41,-0.52,-0.24
SUGT1,0.4,0.67,0.81,0.65,0.79,0.32,0.75,0.71
SULF1,-0.8,-1.39,-0.85,-0.63,-1.4,-0.6,-0.72,-0.92
SULF2,-0.51,-0.69,-1.19,-0.73,0.13,-0.67,-0.35,-0.58
SULT1A1,0.11,-0.36,0.26,-0.53,-0.13,1.07,-0.04,-0.4
SULT1A3,0.66,0.52,NA,0.48,0.93,1.44,-0.04,0.24
SULT1B1,0.59,-0.05,-0.24,-0.86,-0.32,1.16,-0.51,-0.91
SULT4A1,1.47,2.34,2.12,1.93,1.42,1.15,1.48,1.62
SUMF1,-0.92,-0.61,-1.35,-0.57,-0.88,-0.46,-1.14,-1.01
SUMF2,-1.02,-1.42,-1.24,-1.31,-0.59,-0.72,-1.35,-0.94
SUMO1,-0.55,-0.39,-0.17,-0.87,-0.43,0.05,-0.71,-0.34
SUMO2,-0.09,-0.52,-0.59,-0.45,-0.31,-0.37,-0.39,-0.5
SUN1,-0.13,-0.43,-0.43,-0.13,-0.44,0.01,-0.3,-0.23
SUN2,-0.05,-0.07,-0.55,-0.45,0.69,-0.3,0.17,-0.55
SUOX,0.43,0.48,0.74,0.34,0,0.13,0.13,0.57
SUPT16H,-1.23,-0.85,-1.06,-1.29,-1.13,0.07,-0.75,-1.27
SUPT20H,-0.13,NA,NA,0.19,NA,-0.21,-0.66,-0.69
SUPT3H,NA,0.73,-0.28,-0.54,0.57,-0.14,-0.52,NA
SUPT4H1,-0.4,-0.55,-0.58,-1.03,-0.28,1.32,-0.56,-0.9
SUPT5H,-0.66,-0.45,-0.64,-0.38,-0.25,0.85,-0.36,-0.64
SUPT6H,-0.64,-0.66,-0.57,-0.57,-0.4,0.13,-0.46,-0.66
SUPT7L,NA,-0.34,-0.71,-0.27,-0.47,-0.1,-0.59,NA
SUPV3L1,0.71,0.51,0.64,0.5,0.23,0.39,0.44,0.77
SURF1,0.26,-0.04,0.87,0.6,0.17,0.31,0.27,0.53
SURF2,NA,-0.32,0.29,-0.18,0.15,-0.26,0.02,NA
SURF4,-0.17,-0.04,-0.18,0.22,-0.11,-0.01,-0.52,-0.16
SURF6,-1.1,-0.02,-1.01,-1.54,-1.16,-0.73,-1.39,-1.13
SUSD2,0.6,0.19,-0.64,-0.32,0.32,2.65,0.43,-0.23
SUSD4,NA,NA,NA,NA,NA,NA,NA,NA
SUSD5,1.14,0.96,1.53,1.1,0.87,0.19,1.02,0.91
SUV39H1,NA,NA,NA,NA,NA,NA,NA,NA
SUV39H2,NA,0.95,NA,-0.67,0.42,-0.13,NA,NA
SUZ12,-2.25,-0.13,-0.86,-0.33,-0.59,0.05,-0.67,-1.1
SV2A,1.46,2.07,1.97,2.33,-0.12,1.06,1.38,1.57
SV2B,1.43,2.07,2.5,2.88,-0.29,1.22,1.69,1.84
SV2C,1.79,2.31,1.37,1.31,-0.77,1.82,1.01,0.84
SVBP,-0.58,-0.46,-0.29,-0.36,0.11,-0.56,-0.29,-0.07
SVEP1,0.05,0.22,-0.05,NA,0.23,NA,NA,-0.51
SVIL,-0.22,-0.52,-0.69,-0.3,-0.65,0.78,-0.57,-0.01
SVIP,1.26,1.99,2.4,2.62,2.13,1.06,1.86,1.85
SVOP,1.19,2.25,2.14,2.27,0.45,0.27,1.51,1.2
SWAP70,-0.07,-0.87,-0.7,-0.76,0.01,0.21,-0.11,-0.01
SWI5,0.06,NA,NA,2.61,NA,-0.49,1.39,1.66
SYAP1,-0.01,0.43,0.47,0.08,-0.13,0.27,0.25,0.03
SYBU,0.09,0.59,0.78,0.45,-0.17,-0.16,NA,0.28
SYDE1,-0.31,-0.61,-0.58,-0.34,-0.25,-0.03,-0.45,-0.55
SYF2,-0.98,-0.33,-0.47,-0.74,-0.06,-0.21,-0.38,-1.2
SYK,-0.55,-0.88,-0.91,-1.02,-0.15,-0.1,-0.13,-0.15
SYMPK,-0.8,-0.85,-0.75,-0.53,-0.69,-0.06,-0.49,-0.68
SYN1,1.51,1.82,1.95,2.24,0.09,1.22,1.49,1.66
SYN2,1.29,1.42,1.97,2.09,0.2,0.79,1.38,1.8
SYN3,1.26,2.28,2.37,1.86,0.4,1.43,1.64,1.48
SYNC,-0.41,-0.56,-0.55,-0.13,-0.07,-0.4,-0.36,-0.79
SYNCRIP,-0.6,-0.58,-0.3,-0.67,-0.64,-0.15,-0.51,-0.63
SYNDIG1,1.19,1.47,1,0.54,0.48,0.14,0.83,1.04
SYNE1,0.76,1.16,1.07,1.1,0.33,0.41,0.57,0.78
SYNE2,-1.16,-1.09,-1.37,-1.26,-0.94,-0.56,-1.01,-1.53
SYNE3,0.09,-0.19,-0.31,-0.57,0.34,0.14,0.45,-0.21
SYNGAP1,1.25,2.17,2.44,2.79,-0.11,0.7,1.48,2.04
SYNGR1,1.13,0.99,0.75,2,-1.22,-0.81,0.45,1.1
SYNGR2,-0.37,-2.23,-0.44,0.14,0.64,1.15,0.11,0.37
SYNGR3,1.82,2.35,1.37,2.99,-0.33,0.85,1.74,1.83
SYNJ1,1.27,1.85,1.74,1.8,1.04,0.76,1.34,1.31
SYNJ2,0.27,0,0.5,0.29,1.99,0.39,1.61,0.41
SYNJ2BP-COX16,0.16,0.42,0.64,0.56,0.49,0.22,0.41,0.5
SYNM,-0.27,-1.38,-1.74,-1.54,-0.65,0.06,-0.61,-1.04
SYNPO,0.59,1.27,1.07,1.74,-0.57,0.39,0.65,1.16
SYNPO2,0.55,0.04,0.07,0.05,0.47,1.23,0.49,0.29
SYNPR,1.51,2,2.37,2.49,0.17,0.43,1.49,2.17
SYNRG,0.4,0.78,0.86,0.77,0.15,0.44,0.29,0.63
SYP,1.36,2.09,1.76,2.22,-0.42,0.7,1.64,1.29
SYPL1,-0.23,0.11,-0.19,-0.41,0.43,-0.06,-0.39,-0.12
SYT1,1.61,2.25,2.23,2.38,-0.23,0.96,1.41,1.4
SYT11,0.71,0.5,1.03,1.11,0.92,-0.09,1.08,0.91
SYT12,1.65,2.21,2.21,1.92,-0.25,0.95,1.11,1.36
SYT13,1.34,0.99,1.93,1.34,1.52,0.74,1.44,1.61
SYT17,0.95,0.48,1.25,2.01,-0.01,-0.21,1.03,1.42
SYT2,1.94,2.67,1.36,-0.16,-0.8,3.02,0.28,-0.74
SYT3,1.17,1.93,1.89,2.17,0.12,0.92,1.18,1.35
SYT5,1.41,1.08,1.57,2.18,0.08,0.97,1.35,1.74
SYT6,0.14,-0.69,0.13,-0.15,-0.28,0.51,0.01,0.16
SYT7,1.97,1.83,1.9,2.16,0.4,1.18,1.85,1.64
SYTL1,0.66,0.97,-0.07,0.13,-0.12,-0.4,-0.06,0.45
SYTL2,0.37,0.46,0.67,0.76,0.08,1,0.2,0.66
SYTL4,0.34,-0.25,-0.15,-0.92,0.83,-0.17,-0.16,-0.7
SYVN1,0.03,-0.31,0.08,0,0.11,0.16,0.05,-0.19
SZRD1,-0.87,-0.89,-0.68,-0.93,-0.36,-0.51,-0.69,-0.65
SZT2,-0.04,0.19,0.18,-0.09,0.31,-0.13,0.28,0.01
TAB1,0.21,0.58,0.44,0.21,0.35,-0.01,0.19,0.41
TAB2,-1.12,-1.55,-0.81,-0.47,-1.12,-0.37,-0.34,-0.73
TAB3,0.36,1.9,1.04,0.73,0.87,0.27,0.29,0.32
TAC1,0.77,0.69,0.68,0.74,-0.58,-0.14,0.42,0.81
TAC3,0.83,0.67,1.14,1.73,0.03,0.35,0.86,1.95
TACC1,0.18,0.53,0.78,0.47,0.88,0.12,0.78,0.36
TACC2,0.09,0.6,0.63,0.54,0.3,0.51,0.25,-0.29
TACC3,-0.92,-2.45,-1.16,-0.66,-1.62,-0.95,-1.31,-0.89
TACO1,0.42,0.69,0.58,0.48,-0.19,0.42,0.13,0.43
TACSTD2,0.85,0.11,3.46,NA,0.66,NA,0.04,1.19
TADA1,-0.04,0.42,0.01,0.6,0.18,-0.07,-0.27,0.03
TADA2B,NA,NA,NA,-0.58,NA,-0.31,NA,NA
TADA3,-0.37,0.01,-0.18,-0.56,0.03,-0.22,-0.28,-0.57
TAF1,-0.32,-0.36,-0.38,-0.14,-0.07,0.02,-0.38,-0.26
TAF10,0.24,0.09,0.08,0.23,0.28,-0.03,0.16,0.02
TAF12,NA,-0.96,-0.89,-0.03,0.27,-0.38,-0.18,NA
TAF15,-1.01,-0.26,-0.8,-0.53,-0.62,-0.45,-0.52,-0.85
TAF2,-0.51,-0.68,0.07,-0.3,-0.51,-0.31,-0.08,-0.48
TAF3,0.36,NA,-0.36,-2.49,NA,-0.56,0.28,0.2
TAF4,-0.5,-0.89,-0.79,-0.78,-0.25,-0.25,-0.45,-1.08
TAF5,0.25,-0.17,0.28,0.48,0.18,-0.05,-0.21,0.25
TAF5L,-0.43,-1.51,-1.07,-0.37,-0.05,-0.09,-0.66,-0.68
TAF6,-1.05,-0.39,-0.59,-0.36,-0.06,-0.18,-0.26,-0.75
TAF6L,-0.66,-0.68,-0.87,-0.06,-0.54,-0.31,-0.53,-0.72
TAF7,-0.72,-0.77,-0.71,-0.6,-0.52,-0.54,-0.68,-0.66
TAF8,0.52,1.18,0.63,0.08,0.35,0.01,0.34,0.52
TAF9,NA,0.39,NA,-0.4,0.07,-0.02,NA,NA
TAF9B,NA,-1.65,-0.04,-0.21,-0.56,0.03,-0.08,NA
TAGLN,0.46,-1.83,-1.82,-0.85,-1.18,0.64,-0.98,-0.75
TAGLN2,-1.33,-1.1,-1.98,-1.21,-0.92,0.48,-1.27,-1.5
TAGLN3,1.31,2.05,1.91,1.94,1.02,0.74,1.36,1.37
TALDO1,-0.01,-0.21,0.09,0.03,0.86,0.61,0.49,-0.13
TAMM41,0.13,0.66,1.12,0.85,-0.03,0.16,0.35,0.72
TANC1,-0.6,-0.8,-0.66,-0.87,0,-0.33,-0.12,-0.61
TANC2,0.62,1.23,1.22,1.48,0.4,0.2,0.63,0.92
TANGO2,0.6,0.9,0.92,1.05,0.8,0.67,0.69,0.76
TANGO6,0.11,-0.26,0.18,0.3,-0.05,-0.24,0.42,0.49
TANK,-0.1,-0.19,-0.13,-0.2,-0.18,-0.06,-0.05,-0.19
TAOK1,0.17,0.5,0.59,0.63,0.23,-0.25,0.35,0.4
TAOK2,0.34,0.82,0.77,0.73,0.15,0.03,0.41,0.42
TAOK3,-0.15,-0.15,0.05,-0.03,-0.12,0.05,0.04,0.04
TAP1,-0.87,-1.11,-1.33,-0.85,-0.64,-0.61,-0.89,-0.87
TAP2,-1,-1.51,-1.45,-1.73,-0.6,-0.57,-0.57,-1.09
TAPBP,-1.08,-0.84,-0.49,-1.27,-0.35,-0.65,-0.28,-1.06
TAPBPL,-0.37,-1.76,-0.54,-0.54,-1.13,0.3,-0.75,-0.31
TAPT1,0.38,0.42,0.6,0.52,0.29,0.07,0.39,0.49
TARBP1,0.93,-0.15,-0.36,NA,0.26,NA,0.03,0.15
TARBP2,-0.5,-0.34,-0.17,0.61,0.06,0.03,-0.01,-0.73
TARDBP,-0.78,-0.58,-0.39,-0.64,-0.54,-0.11,-0.5,-0.52
TARS,-0.51,-0.57,-0.35,-0.52,-0.14,0.18,-0.24,-0.37
TARS2,0.09,-0.29,-0.08,0.06,-0.24,-0.29,-0.14,-0.07
TARSL2,0.35,0.42,0.76,0.38,0.93,0.23,0.72,0.23
TASP1,0.02,-0.29,0.91,-0.54,-1.26,0.33,-0.67,-0.2
TATDN1,0.08,0.32,0.33,0.2,0.27,-0.05,0.4,0.19
TATDN2,NA,NA,0.05,-0.13,NA,-0.38,0.11,NA
TATDN3,0.59,0.61,0.88,0.71,0.24,0.24,0.3,0.57
TAX1BP1,0.6,1.03,1.24,0.89,0.69,0.53,0.72,0.67
TAX1BP3,0.11,-0.41,0.18,-0.03,0.54,0,0.06,-0.14
TBC1D1,0.49,0.43,0.42,0.49,0.36,0.27,0.45,0.41
TBC1D10A,-0.03,0.37,0.52,0.82,-0.12,0.02,0.63,0.24
TBC1D10B,0.69,1.05,1.25,1.1,0.67,0.31,0.88,0.82
TBC1D12,0.47,0.55,0.99,0.49,1.98,0.38,1.56,0.62
TBC1D13,-0.06,-0.21,0.42,0.34,0,-0.17,0.06,0.3
TBC1D14,-0.15,NA,NA,0.98,NA,0.14,NA,0.33
TBC1D15,0,-0.16,0.15,0,0.42,-0.03,0.26,0.06
TBC1D16,NA,-0.36,NA,0.06,-0.29,0.04,NA,NA
TBC1D17,0.66,0.79,0.64,0.99,1.1,0.27,0.63,0.76
TBC1D19,0.03,NA,0.31,1.78,NA,1.14,NA,-0.41
TBC1D2,0.38,-0.76,-0.35,-1.41,0.03,0.37,-0.44,-0.13
TBC1D20,-0.1,-0.49,-0.01,-0.21,-0.22,-0.48,-0.16,-0.09
TBC1D22A,0.38,0.17,0.61,0.55,0.45,0.42,0.46,0.57
TBC1D22B,0.42,0.63,0.56,0.95,0.03,0.14,0.07,0.33
TBC1D23,-0.15,0.07,-0.17,0.05,-0.21,0.16,0.02,-0.15
TBC1D24,0.87,1.18,1.17,1.51,0.47,0.42,0.84,1.07
TBC1D25,0.5,0.42,0.25,1.1,1.36,0.16,-0.24,0.59
TBC1D2B,-0.34,-1.03,-0.68,-0.43,-0.39,-0.1,-0.35,-0.24
TBC1D32,-0.47,NA,NA,NA,NA,NA,NA,-0.85
TBC1D4,0.8,0.89,0.94,0.65,0.23,0.45,0.43,0.66
TBC1D5,-0.1,-0.04,0.05,-0.09,0.23,-0.1,0.13,-0.14
TBC1D7,0.54,0.84,0.89,0.81,0.5,0.15,0.74,0.8
TBC1D8,0.23,0.24,0.32,1,0.23,0.47,-0.33,-0.01
TBC1D8B,NA,NA,1,0.59,NA,0.59,0.77,NA
TBC1D9,0.36,0.76,0.59,0.97,-0.62,0.15,0.26,0.12
TBC1D9B,0.1,0.24,0.31,0.32,0.37,-0.05,0.38,0.35
TBCA,-0.19,-0.55,-0.4,-0.22,-0.29,-0.67,-0.3,-0.47
TBCB,0.11,0.13,0.13,0.31,0.45,0.07,0.39,0.02
TBCC,0.47,1.08,0.88,1.07,0.75,0.19,0.6,0.72
TBCCD1,NA,-0.47,0.72,0.1,0.45,-0.58,0.04,NA
TBCD,0.65,0.64,0.76,0.87,0.57,0.22,0.54,0.79
TBCE,0.07,0.5,0.34,0.17,0.22,0.32,0.18,0.02
TBCEL,0.27,0.16,0.19,0.23,0.51,0,0.12,0.21
TBCK,0.36,0.39,0.67,0.76,0.54,0.1,0.52,0.63
TBK1,0.39,0.39,0.74,0.69,0.42,0.02,0.54,0.58
TBKBP1,-0.05,1.33,NA,1.2,0.03,0.33,-0.53,0.31
TBL1X,-0.32,-0.3,-0.45,-0.42,0.17,-0.25,-0.09,-0.61
TBL1XR1,-0.71,-0.54,-0.54,-0.48,-0.56,-0.16,-0.48,-0.62
TBL2,-0.64,-0.6,-0.81,-0.85,-0.83,-0.15,-0.51,-0.66
TBL3,-0.92,-0.19,-0.63,-0.43,-0.17,-0.13,-0.28,-0.83
TBP,-1.07,-0.41,-0.67,-0.88,0.21,-0.17,-0.46,-1.01
TBPL1,-0.04,0.19,0,-0.71,-0.78,-0.18,0.04,0.11
TBR1,1.06,1.81,1.45,1.68,0.07,0.73,1.15,1.05
TBRG1,NA,NA,NA,NA,NA,NA,NA,NA
TBRG4,0.48,0.37,0.55,0.53,-0.26,0.09,0.13,0.14
TBX15,NA,NA,NA,0.03,NA,-0.6,NA,NA
TBX2,-0.9,NA,-0.75,-0.96,NA,-0.66,NA,-1.49
TBXAS1,-0.67,-1.58,-1.08,-1.7,-0.6,0.09,0.22,-0.31
TCAF1,-0.21,0.13,-0.02,0.15,-0.69,-0.43,-0.35,0.08
TCAF2,-1.1,-1.52,-1.32,-1.56,-1.28,-1.03,-0.63,-1.19
TCAIM,NA,NA,0.97,-0.08,NA,0.01,NA,NA
TCEA1,-1.02,-1.07,-1.17,-1.11,-0.55,-0.35,-0.87,-1.01
TCEA2,-0.33,0.03,0.04,-0.22,-0.06,0.14,-0.94,0.16
TCEA3,-0.48,-0.32,-0.39,-0.93,-0.72,1.34,-0.31,0.04
TCEAL1,-0.12,0.59,0.59,0.36,-0.24,-0.15,0.04,0.7
TCEAL2,-0.9,0.96,0.78,0.01,-0.79,-0.07,0.11,0.33
TCEAL3,-0.01,0.1,-0.03,-1.1,-0.01,0.04,0.31,-0.45
TCEAL4,-0.68,-0.28,-0.78,-0.27,-0.16,-0.32,-0.34,-0.45
TCEAL5,0.53,1.16,0.85,0.23,-0.55,0.2,0.55,0.3
TCEAL6,1.06,2.04,1.77,1.34,0.87,1.36,1,1.25
TCEAL7,0.82,0.72,1.58,1.11,1.54,0.27,0.95,1.25
TCEAL9,-0.39,-0.98,NA,-2.03,-0.28,-0.51,-0.89,-1.28
TCERG1,-0.66,-0.48,-0.54,-0.65,-0.63,-0.3,-0.55,-0.63
TCF12,-0.69,-0.52,-0.01,0.31,-0.07,-0.25,-0.29,-0.3
TCF20,0.19,-0.04,0.11,0.32,-0.34,-0.13,0.08,-0.05
TCF25,0.23,0.49,0.55,0.4,-0.27,-0.09,0.11,0.44
TCF3,-2.41,-1.42,-2.97,NA,-0.61,NA,-1.08,-2.51
TCF4,0.58,-0.36,-0.73,-0.8,-0.39,-0.65,-0.09,0.31
TCF7L1,NA,NA,NA,NA,NA,NA,NA,NA
TCF7L2,NA,NA,-0.76,NA,NA,NA,0.48,NA
TCHH,NA,NA,-0.22,1.71,NA,0.46,-0.14,NA
TCHP,0.05,0.05,-0.59,-0.41,-0.48,-0.86,-0.62,-0.91
TCIRG1,-0.75,-1.36,-0.7,-0.67,-0.58,-0.36,-0.48,-0.43
TCN1,NA,0.04,0.18,NA,-0.89,NA,NA,NA
TCN2,0.56,0.06,0.48,-0.3,0.38,0.63,1.2,0.54
TCOF1,-0.74,-0.26,-0.44,-0.58,-0.23,-0.46,-0.2,-0.71
TCP1,0.26,0.44,0.25,0.43,0.29,0.31,0.28,0.27
TCP11L1,0.75,1.17,1.11,1.15,0.78,0.33,0.95,1.1
TCTEX1D2,-0.78,NA,0.8,0.58,NA,0.17,-0.29,-0.97
TCTN1,-0.48,-0.37,-0.32,-0.48,-0.52,-0.5,-0.51,-0.72
TCTN2,NA,-0.31,0.51,-0.3,0.16,-0.32,0.65,NA
TCTN3,0.01,-0.32,-0.48,NA,-0.47,NA,NA,0.19
TDG,NA,NA,NA,-0.5,NA,-0.41,-0.68,NA
TDP1,-0.51,-0.52,-0.58,-0.76,-0.25,-0.39,-0.55,-0.63
